MR_SUBMISSION_TEMPLATE_ID,DESC_LOCATE_PLCY_HLERS_SUB,DESC_DISB_PRI_REP_UNCLM_REB,CREATED_DATE
140406,"If a rebate is outstanding (i.e., issued, but not yet negotiated) after six months, but has not been returned, we send out a letter containing the payment details and reminding the recipient to negotiate the check or providing the recipient with an opportunity to request a reissue.  If a rebate check is returned as undeliverable, and a new address is supplied by USPS, the rebate is sent to that address.  If returned without a USPS forwarding address, internal systems are checked for an updated address.  If no updated address is found in the system, we attempt to contact the policyholder (whether group or individual) or subscriber, as applicable, by phone or email.  If this is not successful at producing a valid address, additional resources, such as LexisNexis, are reviewed for an appropriate address.  If updated information still cannot be found for an active group policyholder, the matter is escalated to the applicable customer account executive and/or external insurance producer to use his/her resources to locate the policyholder.","If all of the efforts listed in 4.h are unsuccessful at finding a group policyholder whose policy is terminated, the rebate is divided equally among all subscribers of the policy.  If unsuccessful at finding an active group policyholder, individual policyholder or a subscriber, the rebate would follow standard escheatment processes in each instance.","2016-07-27 12:11:08"
140411,,,"2016-07-27 12:19:04"
140412,,,"2016-07-27 12:19:06"
140441,"Blue Cross and Blue Shield of Massachusetts HMO Blue, Inc. exceeded the prior year (2014) MLR standards and did therefore did not have unclaimed rebates","Blue Cross and Blue Shield of Massachusetts HMO Blue, Inc. exceeded the prior year (2014) MLR standards and did therefore did not have unclaimed rebates to disburse.","2016-07-27 12:39:05"
140442,"Blue Cross and Blue Shield of Massachusetts HMO Blue, Inc. exceeded the prior year (2014) MLR standards and therefore did not have unclaimed rebates.","Blue Cross and Blue Shield of Massachusetts HMO Blue, Inc. exceeded the prior year (2014) MLR standards and therefore did not have unclaimed rebates to disburse.","2016-07-27 12:39:07"
140551,"Blue Cross and Blue Shield of Massachusetts, Inc. exceeded the prior year (2014) MLR standards and therefore did not have unclaimed rebates.","Blue Cross and Blue Shield of Massachusetts, Inc. exceeded the prior year (2014) MLR standards and therefore did not have unclaimed rebates to disburse.","2016-07-27 13:29:06"
140552,"Blue Cross and Blue Shield of Massachusetts, Inc. exceeded the prior year (2014) MLR standards and therefore did not have unclaimed rebates.","Blue Cross and Blue Shield of Massachusetts, Inc. exceeded the prior year (2014) MLR standards and therefore did not have unclaimed rebates to disburse.","2016-07-27 13:29:09"
140559,,,"2016-07-27 13:46:07"
140560,,,"2016-07-27 13:46:09"
140565,,,"2016-07-27 13:57:04"
140566,,,"2016-07-27 13:57:06"
140569,,,"2016-07-27 14:01:05"
140570,,,"2016-07-27 14:01:08"
140571,"Returned checks are reviewed for indicators such as USPS auto-forwarding expiration or invalid address.  In the case of invalid addresses, research is performed, utilizing internal and external sources as appropriate.","Rebate checks are mailed utilizing a return address that identifies these mailings as a rebate disbursement and provides for their specific handling. Additionally, the Company follows all appropriate escheat procedures as required by the State.","2016-07-27 14:02:04"
140572,"Returned checks are reviewed for indicators such as USPS auto-forwarding expiration or invalid address.  In the case of invalid addresses, research is performed, utilizing internal and external sources as appropriate.","Rebate checks are mailed utilizing a return address that identifies these mailings as a rebate disbursement and provides for their specific handling. Additionally, the Company follows all appropriate escheat procedures as required by the State.","2016-07-27 14:02:06"
140583,,,"2016-07-27 14:12:05"
140584,,,"2016-07-27 14:12:08"
140585,"If a rebate is outstanding (i.e., issued, but not yet negotiated) after six months, but has not been returned, we send out a letter containing the payment details and reminding the recipient to negotiate the check or providing the recipient with an opportunity to request a reissue.  If a rebate check is returned as undeliverable, and a new address is supplied by USPS, the rebate is sent to that address.  If returned without a USPS forwarding address, internal systems are checked for an updated address.  If no updated address is found in the system, we attempt to contact the policyholder (whether group or individual) or subscriber, as applicable, by phone or email.  If this is not successful at producing a valid address, additional resources, such as LexisNexis, are reviewed for an appropriate address.  If updated information still cannot be found for an active group policyholder, the matter is escalated to the applicable customer account executive and/or external insurance producer to use his/her resources to locate the policyholder.","If all of the efforts listed in 4.h are unsuccessful at finding a group policyholder whose policy is terminated, the rebate is divided equally among all subscribers of the policy.  If unsuccessful at finding an active group policyholder, individual policyholder or a subscriber, the rebate would follow standard escheatment processes in each instance.","2016-07-27 14:13:07"
140586,"If a rebate is outstanding (i.e., issued, but not yet negotiated) after six months, but has not been returned, we send out a letter containing the payment details and reminding the recipient to negotiate the check or providing the recipient with an opportunity to request a reissue.  If a rebate check is returned as undeliverable, and a new address is supplied by USPS, the rebate is sent to that address.  If returned without a USPS forwarding address, internal systems are checked for an updated address.  If no updated address is found in the system, we attempt to contact the policyholder (whether group or individual) or subscriber, as applicable, by phone or email.  If this is not successful at producing a valid address, additional resources, such as LexisNexis, are reviewed for an appropriate address.  If updated information still cannot be found for an active group policyholder, the matter is escalated to the applicable customer account executive and/or external insurance producer to use his/her resources to locate the policyholder.","If all of the efforts listed in 4.h are unsuccessful at finding a group policyholder whose policy is terminated, the rebate is divided equally among all subscribers of the policy.  If unsuccessful at finding an active group policyholder, individual policyholder or a subscriber, the rebate would follow standard escheatment processes in each instance.","2016-07-27 14:13:10"
140602,,,"2016-07-27 14:40:04"
140603,,,"2016-07-27 14:40:07"
140611,,,"2016-07-27 14:57:05"
140612,,,"2016-07-27 14:57:06"
140635,,,"2016-07-27 15:15:04"
140636,,,"2016-07-27 15:15:06"
140639,,,"2016-07-27 15:23:04"
140640,,,"2016-07-27 15:23:06"
140641,,,"2016-07-27 15:23:08"
140642,,,"2016-07-27 15:23:11"
140650,"Not Applicable","Not Applicable","2016-07-27 15:40:05"
140651,"Not Applicable","Not Applicable","2016-07-27 15:40:07"
140652,"The company reviews all checks outstanding annually for any address updates for the policyholder/subscriber to try to redirect any unclaimed checks that were sent to the incorrect addresses.  In addition, the company reviews all checks returned because of incorrect addresses on an ongoing basis to try to find updated contact information and to make sure the check gets to the appropriate recipient.  Also, the California escheatment process adds an additional layer of notication to the policyholder/subscriber prior to turning the outstanding funds over to the state.","The company reviews all checks outstanding annually for any address updates for the policyholder/subscriber to try to redirect any unclaimed checks that were sent to the incorrect addresses.  In addition, the company reviews all checks returned because of incorrect addresses on an ongoing basis to try to find updated contact information and to make sure the check gets to the appropriate recipient.  Also, the California escheatment process adds an additional layer of notication to the policyholder/subscriber prior to turning the outstanding funds over to the state.","2016-07-27 15:41:06"
140653,"The company reviews all checks outstanding annually for any address updates for the policyholder/subscriber to try to redirect any unclaimed checks that were sent to the incorrect addresses.  In addition, the company reviews all checks returned because of incorrect addresses on an ongoing basis to try to find updated contact information and to make sure the check gets to the appropriate recipient.  Also, the California escheatment process adds an additional layer of notication to the policyholder/subscriber prior to turning the outstanding funds over to the state.","The company reviews all checks outstanding annually for any address updates for the policyholder/subscriber to try to redirect any unclaimed checks that were sent to the incorrect addresses.  In addition, the company reviews all checks returned because of incorrect addresses on an ongoing basis to try to find updated contact information and to make sure the check gets to the appropriate recipient.  Also, the California escheatment process adds an additional layer of notication to the policyholder/subscriber prior to turning the outstanding funds over to the state.","2016-07-27 15:41:08"
140654,,,"2016-07-27 15:43:26"
140655,,,"2016-07-27 15:43:32"
140656,,,"2016-07-27 15:43:36"
140657,,,"2016-07-27 15:53:05"
140658,,,"2016-07-27 15:53:07"
140665,"If a rebate is outstanding (i.e., issued, but not yet negotiated) after six months, but has not been returned, we send out a letter containing the payment details and reminding the recipient to negotiate the check or providing the recipient with an opportunity to request a reissue.  If a rebate check is returned as undeliverable, and a new address is supplied by USPS, the rebate is sent to that address.  If returned without a USPS forwarding address, internal systems are checked for an updated address.  If no updated address is found in the system, we attempt to contact the policyholder (whether group or individual) or subscriber, as applicable, by phone or email.  If this is not successful at producing a valid address, additional resources, such as LexisNexis, are reviewed for an appropriate address.  If updated information still cannot be found for an active group policyholder, the matter is escalated to the applicable customer account executive and/or external insurance producer to use his/her resources to locate the policyholder.","If all of the efforts listed in 4.h are unsuccessful at finding a group policyholder whose policy is terminated, the rebate is divided equally among all subscribers of the policy.  If unsuccessful at finding an active group policyholder, individual policyholder or a subscriber, the rebate would follow standard escheatment processes in each instance.","2016-07-27 16:10:07"
140666,"If a rebate is outstanding (i.e., issued, but not yet negotiated) after six months, but has not been returned, we send out a letter containing the payment details and reminding the recipient to negotiate the check or providing the recipient with an opportunity to request a reissue.  If a rebate check is returned as undeliverable, and a new address is supplied by USPS, the rebate is sent to that address.  If returned without a USPS forwarding address, internal systems are checked for an updated address.  If no updated address is found in the system, we attempt to contact the policyholder (whether group or individual) or subscriber, as applicable, by phone or email.  If this is not successful at producing a valid address, additional resources, such as LexisNexis, are reviewed for an appropriate address.  If updated information still cannot be found for an active group policyholder, the matter is escalated to the applicable customer account executive and/or external insurance producer to use his/her resources to locate the policyholder.","If all of the efforts listed in 4.h are unsuccessful at finding a group policyholder whose policy is terminated, the rebate is divided equally among all subscribers of the policy.  If unsuccessful at finding an active group policyholder, individual policyholder or a subscriber, the rebate would follow standard escheatment processes in each instance.","2016-07-27 16:10:10"
140667,"Letters were sent to each policyholder and that groups subscribers informing them of the rebates.  Mailing addresses were confirmed with the marketing department.  If letters or checks were returned, every effort was made to locate the policyholder or subscriber.","Unclaimed rebates will be escheated according the State of Nevada's escheat rules.","2016-07-27 16:11:05"
140668,"Letters were sent to each policyholder and that groups subscribers informing them of the rebates.  Mailing addresses were confirmed with the marketing department.  If letters or checks were returned, every effort was made to locate the policyholder or subscriber.","Unclaimed rebates will be escheated according the State of Nevada's escheat rules.","2016-07-27 16:11:07"
140704,"Letters were sent to each policyholder and each group's subscribers informing them of the rebates.  Mailing addresses were confirmed with the marketing department.  If letters or checks were returned, every effort was made to locate the policyholder or subscriber.","Unclaimed rebates will be escheated according the State of Nevada's escheat rules.","2016-07-27 16:16:05"
140705,"Letters were sent to each policyholder and each group's subscribers informing them of the rebates.  Mailing addresses were confirmed with the marketing department.  If letters or checks were returned, every effort was made to locate the policyholder or subscriber.","Unclaimed rebates will be escheated according the State of Nevada's escheat rules.","2016-07-27 16:16:07"
140716,,,"2016-07-27 16:28:16"
140717,,,"2016-07-27 16:28:18"
140718,,,"2016-07-27 16:28:20"
140719,,,"2016-07-27 16:28:22"
140720,,,"2016-07-27 16:28:24"
140721,,,"2016-07-27 16:28:26"
140722,,,"2016-07-27 16:28:28"
140723,,,"2016-07-27 16:28:30"
140724,,,"2016-07-27 16:28:32"
140725,,,"2016-07-27 16:28:34"
140726,,,"2016-07-27 16:28:36"
140727,"Accurint was used to find the most current address  If new address was found the rebates were re-mailed","Accurint was used to find the most current address  If new address was found the rebates were re-mailed  If a former enrollee cannot be located State Law will be applied","2016-07-27 16:28:38"
140728,,,"2016-07-27 16:28:40"
140729,,,"2016-07-27 16:28:42"
140730,,,"2016-07-27 16:28:44"
140731,,,"2016-07-27 16:28:46"
140732,,,"2016-07-27 16:28:48"
140733,,,"2016-07-27 16:28:50"
140734,,,"2016-07-27 16:28:52"
140735,,,"2016-07-27 16:28:54"
140736,,,"2016-07-27 16:28:57"
140737,,,"2016-07-27 16:28:58"
140738,,,"2016-07-27 16:29:00"
140739,,,"2016-07-27 16:29:02"
140740,,,"2016-07-27 16:29:04"
140741,,,"2016-07-27 16:29:06"
140742,,,"2016-07-27 16:29:08"
140743,,,"2016-07-27 16:29:10"
140744,,,"2016-07-27 16:29:17"
140745,,,"2016-07-27 16:29:21"
140746,,,"2016-07-27 16:29:23"
140747,,,"2016-07-27 16:29:26"
140748,,,"2016-07-27 16:29:29"
140749,,,"2016-07-27 16:29:31"
140750,,,"2016-07-27 16:29:33"
140751,"Accurint was used to find the most current address  If new address was found the rebates were re-mailed","Accurint was used to find the most current address  If new address was found the rebates were re-mailed  If a former enrollee cannot be located State Law will be applied","2016-07-27 16:29:36"
140752,,,"2016-07-27 16:29:39"
140753,,,"2016-07-27 16:29:42"
140754,,,"2016-07-27 16:29:44"
140755,,,"2016-07-27 16:29:46"
140756,,,"2016-07-27 16:29:48"
140757,,,"2016-07-27 16:29:50"
140758,,,"2016-07-27 16:29:54"
140759,,,"2016-07-27 16:29:57"
140760,,,"2016-07-27 16:30:00"
140761,,,"2016-07-27 16:30:03"
140762,,,"2016-07-27 16:30:06"
140763,,,"2016-07-27 16:30:08"
140764,,,"2016-07-27 16:30:10"
140765,,,"2016-07-27 16:30:13"
140766,,,"2016-07-27 16:30:16"
140767,,,"2016-07-27 16:30:18"
140768,,,"2016-07-27 16:30:20"
140769,,,"2016-07-27 16:30:23"
140770,,,"2016-07-27 16:30:26"
140772,,,"2016-07-27 16:32:19"
140773,,,"2016-07-27 16:32:22"
140774,,,"2016-07-27 16:32:24"
140775,,,"2016-07-27 16:32:26"
140776,,,"2016-07-27 16:32:28"
140777,,,"2016-07-27 16:32:30"
140778,,,"2016-07-27 16:32:32"
140779,,,"2016-07-27 16:32:34"
140780,,,"2016-07-27 16:32:37"
140781,,,"2016-07-27 16:32:38"
140782,,,"2016-07-27 16:32:40"
140783,,,"2016-07-27 16:32:42"
140784,,,"2016-07-27 16:32:44"
140785,,,"2016-07-27 16:32:46"
140786,,,"2016-07-27 16:32:48"
140787,,,"2016-07-27 16:32:50"
140788,,,"2016-07-27 16:32:52"
140789,,,"2016-07-27 16:32:54"
140790,,,"2016-07-27 16:32:56"
140791,,,"2016-07-27 16:32:58"
140792,,,"2016-07-27 16:33:00"
140793,,,"2016-07-27 16:33:02"
140794,,,"2016-07-27 16:33:04"
140795,,,"2016-07-27 16:33:06"
140796,,,"2016-07-27 16:33:08"
140797,,,"2016-07-27 16:33:10"
140798,,,"2016-07-27 16:33:12"
140799,,,"2016-07-27 16:33:14"
140800,,,"2016-07-27 16:33:16"
140801,,,"2016-07-27 16:33:18"
140802,,,"2016-07-27 16:33:20"
140803,,,"2016-07-27 16:33:22"
140804,,,"2016-07-27 16:33:24"
140805,,,"2016-07-27 16:33:26"
140806,,,"2016-07-27 16:33:28"
140807,,,"2016-07-27 16:33:30"
140808,,,"2016-07-27 16:33:33"
140809,,,"2016-07-27 16:33:35"
140810,,,"2016-07-27 16:33:37"
140811,,,"2016-07-27 16:33:39"
140812,,,"2016-07-27 16:33:41"
140813,,,"2016-07-27 16:33:42"
140814,,,"2016-07-27 16:33:44"
140815,,,"2016-07-27 16:33:46"
140816,,,"2016-07-27 16:33:48"
140817,,,"2016-07-27 16:33:51"
140818,,,"2016-07-27 16:33:53"
140819,,,"2016-07-27 16:33:55"
140820,,,"2016-07-27 16:33:57"
140821,,,"2016-07-27 16:33:59"
140822,,,"2016-07-27 16:34:01"
140823,,,"2016-07-27 16:34:03"
140824,,,"2016-07-27 16:34:05"
140825,,,"2016-07-27 16:34:07"
140827,,,"2016-07-27 16:35:44"
140828,,,"2016-07-27 16:35:46"
140834,"Not applicable","Not applicable","2016-07-27 16:49:05"
140835,"Not applicable","Not applicable","2016-07-27 16:49:07"
140839,,,"2016-07-27 16:51:22"
140840,,,"2016-07-27 16:51:24"
140896,,,"2016-07-27 17:34:08"
140897,,,"2016-07-27 17:34:10"
140900,,,"2016-07-27 17:36:31"
140901,,,"2016-07-27 17:36:47"
140902,,,"2016-07-27 17:36:51"
140907,,,"2016-07-27 17:39:07"
140908,,,"2016-07-27 17:39:09"
140911,,,"2016-07-27 17:40:07"
140912,,,"2016-07-27 17:40:10"
140913,,,"2016-07-27 17:40:12"
140914,,,"2016-07-27 17:40:14"
140915,,,"2016-07-27 17:40:16"
140916,,,"2016-07-27 17:40:19"
140917,,,"2016-07-27 17:40:21"
140918,,,"2016-07-27 17:40:24"
140919,,,"2016-07-27 17:40:26"
140920,,,"2016-07-27 17:40:28"
140921,,,"2016-07-27 17:40:31"
140922,,,"2016-07-27 17:40:33"
140923,,,"2016-07-27 17:40:35"
140924,,,"2016-07-27 17:40:37"
140925,,,"2016-07-27 17:40:40"
140926,,,"2016-07-27 17:40:42"
140927,,,"2016-07-27 17:40:45"
140928,,,"2016-07-27 17:40:48"
140929,,,"2016-07-27 17:40:50"
140930,,,"2016-07-27 17:40:52"
140931,,,"2016-07-27 17:40:55"
140932,,,"2016-07-27 17:40:57"
140933,,,"2016-07-27 17:40:59"
140934,,,"2016-07-27 17:41:02"
140935,,,"2016-07-27 17:41:05"
140936,,,"2016-07-27 17:41:08"
140937,,,"2016-07-27 17:41:10"
140938,,,"2016-07-27 17:41:13"
140939,,,"2016-07-27 17:41:15"
140940,,,"2016-07-27 17:41:18"
140941,,,"2016-07-27 17:41:21"
140942,,,"2016-07-27 17:41:25"
140943,,,"2016-07-27 17:41:27"
140944,,,"2016-07-27 17:41:29"
140945,,,"2016-07-27 17:41:32"
140948,"After a check is returned or unclaimed, further research is completed to identify a current address for the policyholder.  If multiple attempts fail to locate the policyholder, the check is  voided and re-issued to the applicable subscribers.  If multiple attempts to locate the subscriber's correct address are not successful, the Company will process any checks in accordance with standard Escheating/Abandoned Property State requirements.","After a check is returned or unclaimed, further research is completed to identify a current address for the policyholder.  If multiple attempts fail to locate the policyholder, the check is  voided and re-issued to the applicable subscribers.  If multiple attempts to locate the subscriber's correct address are not successful, the Company will process any checks in accordance with standard Escheating/Abandoned Property State requirements.","2016-07-27 17:47:06"
140949,"After a check is returned or unclaimed, further research is completed to identify a current address for the policyholder.  If multiple attempts fail to locate the policyholder, the check is  voided and re-issued to the applicable subscribers.  If multiple attempts to locate the subscriber's correct address are not successful, the Company will process any checks in accordance with standard Escheating/Abandoned Property State requirements.","After a check is returned or unclaimed, further research is completed to identify a current address for the policyholder.  If multiple attempts fail to locate the policyholder, the check is  voided and re-issued to the applicable subscribers.  If multiple attempts to locate the subscriber's correct address are not successful, the Company will process any checks in accordance with standard Escheating/Abandoned Property State requirements.","2016-07-27 17:47:09"
140950,"N/A","N/A","2016-07-27 17:47:11"
140958,"N/A","N/A","2016-07-27 18:03:06"
140959,"N/A","N/A","2016-07-27 18:03:09"
140960,"N/A","N/A","2016-07-27 18:03:11"
140961,,,"2016-07-27 18:03:21"
140962,,,"2016-07-27 18:03:24"
140963,,,"2016-07-27 18:03:30"
140964,,,"2016-07-27 18:03:32"
140970,,,"2016-07-27 18:13:06"
140971,,,"2016-07-27 18:13:09"
140972,,,"2016-07-27 18:13:11"
140973,,,"2016-07-27 18:13:13"
140974,,,"2016-07-27 18:13:16"
140975,,,"2016-07-27 18:13:18"
140976,,,"2016-07-27 18:13:20"
140977,,,"2016-07-27 18:13:23"
140978,,,"2016-07-27 18:13:25"
140979,,,"2016-07-27 18:13:27"
140980,,,"2016-07-27 18:13:29"
140981,,,"2016-07-27 18:13:32"
140982,,,"2016-07-27 18:13:34"
140983,,,"2016-07-27 18:13:36"
140984,,,"2016-07-27 18:13:39"
140985,,,"2016-07-27 18:13:41"
140986,,,"2016-07-27 18:13:43"
140987,,,"2016-07-27 18:13:46"
140988,,,"2016-07-27 18:13:47"
140989,,,"2016-07-27 18:13:50"
140990,,,"2016-07-27 18:13:52"
140991,,,"2016-07-27 18:13:54"
140992,,,"2016-07-27 18:13:57"
140993,,,"2016-07-27 18:13:59"
140994,,,"2016-07-27 18:14:01"
140995,,,"2016-07-27 18:14:03"
140996,,,"2016-07-27 18:14:06"
140997,,,"2016-07-27 18:14:08"
140998,,,"2016-07-27 18:14:11"
140999,,,"2016-07-27 18:14:13"
141000,,,"2016-07-27 18:14:16"
141001,,,"2016-07-27 18:14:18"
141002,,,"2016-07-27 18:14:20"
141003,,,"2016-07-27 18:14:23"
141004,,,"2016-07-27 18:14:25"
141005,,,"2016-07-27 18:14:27"
141006,,,"2016-07-27 18:14:29"
141007,,,"2016-07-27 18:14:32"
141008,,,"2016-07-27 18:14:34"
141009,,,"2016-07-27 18:14:36"
141010,,,"2016-07-27 18:14:39"
141011,,,"2016-07-27 18:14:41"
141012,,,"2016-07-27 18:14:43"
141013,,,"2016-07-27 18:14:46"
141014,,,"2016-07-27 18:14:48"
141015,,,"2016-07-27 18:14:51"
141016,,,"2016-07-27 18:14:53"
141017,,,"2016-07-27 18:14:55"
141018,,,"2016-07-27 18:14:57"
141019,,,"2016-07-27 18:15:00"
141020,,,"2016-07-27 18:15:02"
141021,,,"2016-07-27 18:15:05"
141034,"If a rebate is outstanding (i.e., issued, but not yet negotiated) after six months, but has not been returned, we send out a letter containing the payment details and reminding the recipient to negotiate the check or providing the recipient with an opportunity to request a reissue.  If a rebate check is returned as undeliverable, and a new address is supplied by USPS, the rebate is sent to that address.  If returned without a USPS forwarding address, internal systems are checked for an updated address.  If no updated address is found in the system, we attempt to contact the policyholder (whether group or individual) or subscriber, as applicable, by phone or email.  If this is not successful at producing a valid address, additional resources, such as LexisNexis, are reviewed for an appropriate address.  If updated information still cannot be found for an active group policyholder, the matter is escalated to the applicable customer account executive and/or external insurance producer to use his/her resources to locate the policyholder.","If all of the efforts listed in 4.h are unsuccessful at finding a group policyholder whose policy is terminated, the rebate is divided equally among all subscribers of the policy.  If unsuccessful at finding an active group policyholder, individual policyholder or a subscriber, the rebate would follow standard escheatment processes in each instance.","2016-07-27 18:24:06"
141035,"If a rebate is outstanding (i.e., issued, but not yet negotiated) after six months, but has not been returned, we send out a letter containing the payment details and reminding the recipient to negotiate the check or providing the recipient with an opportunity to request a reissue.  If a rebate check is returned as undeliverable, and a new address is supplied by USPS, the rebate is sent to that address.  If returned without a USPS forwarding address, internal systems are checked for an updated address.  If no updated address is found in the system, we attempt to contact the policyholder (whether group or individual) or subscriber, as applicable, by phone or email.  If this is not successful at producing a valid address, additional resources, such as LexisNexis, are reviewed for an appropriate address.  If updated information still cannot be found for an active group policyholder, the matter is escalated to the applicable customer account executive and/or external insurance producer to use his/her resources to locate the policyholder.","If all of the efforts listed in 4.h are unsuccessful at finding a group policyholder whose policy is terminated, the rebate is divided equally among all subscribers of the policy.  If unsuccessful at finding an active group policyholder, individual policyholder or a subscriber, the rebate would follow standard escheatment processes in each instance.","2016-07-27 18:24:09"
141038,,,"2016-07-27 18:25:06"
141039,"The unclaimed property team identifies the dormancy period for each stale check, as determined by the payee’s state of last known residence. When a  check has become dormant, the unclaimed property team mails a due diligence letter to the payee’s last known address according to state requirements.","If the payee responds to Cambia’s due diligence letter and provides the required documentation to claim the check, the unclaimed property team reissues the check to the payee. If no response is received, the check is voided and escheated to the payee’s state of last known residence.","2016-07-27 18:25:09"
141083,,,"2016-07-27 18:30:18"
141084,,,"2016-07-27 18:30:21"
141085,,,"2016-07-27 18:30:24"
141086,,,"2016-07-27 18:37:05"
141087,,,"2016-07-27 18:37:09"
141088,"For Individual policies we searched internal records and hired an agency to do skip-tracing to locate better addresses.  For Group policies we searched internal records, Arizona Corporation Commission records, and the Web to locate better addresses and determine if the Group was still active.","Unclaimed rebate checks were stale-dated and reissued six months after they were originally issued.  The remaining unclaimed rebates will be tracked and handled in accordance with Arizona Revised Statute 44-307.","2016-07-27 18:42:06"
141089,"For Individual policies we searched internal records and hired an agency to do skip-tracing to locate better addresses.  For Group policies we searched internal records, Arizona Corporation Commission records, and the Web to locate better addresses and determine if the Group was still active.","Unclaimed rebate checks were stale-dated and reissued six months after they were originally issued.  The remaining unclaimed rebates will be tracked and handled in accordance with Arizona Revised Statute 44-307.","2016-07-27 18:42:10"
141103,,,"2016-07-27 19:33:05"
141104,,,"2016-07-27 19:33:07"
141216,,,"2016-07-27 20:50:06"
141217,,,"2016-07-27 20:50:09"
141218,,,"2016-07-27 20:50:14"
141241,,,"2016-07-28 08:33:05"
141242,,,"2016-07-28 08:33:07"
141243,,,"2016-07-28 08:35:08"
141244,,,"2016-07-28 08:35:11"
141245,,,"2016-07-28 08:35:13"
141246,,,"2016-07-28 08:35:16"
141247,,,"2016-07-28 08:35:19"
141248,,,"2016-07-28 08:35:21"
141249,,,"2016-07-28 08:35:23"
141250,,,"2016-07-28 08:35:25"
141251,,,"2016-07-28 08:35:27"
141252,,,"2016-07-28 08:35:29"
141253,,,"2016-07-28 08:35:31"
141254,,,"2016-07-28 08:35:33"
141255,,,"2016-07-28 08:35:34"
141256,,,"2016-07-28 08:35:37"
141257,,,"2016-07-28 08:35:39"
141258,,,"2016-07-28 08:35:41"
141259,,,"2016-07-28 08:35:43"
141260,,,"2016-07-28 08:35:45"
141261,,,"2016-07-28 08:35:47"
141262,,,"2016-07-28 08:35:48"
141263,,,"2016-07-28 08:35:50"
141264,,,"2016-07-28 08:35:52"
141265,,,"2016-07-28 08:35:54"
141266,,,"2016-07-28 08:35:56"
141267,,,"2016-07-28 08:35:58"
141268,,,"2016-07-28 08:36:00"
141269,,,"2016-07-28 08:36:01"
141270,,,"2016-07-28 08:36:03"
141271,,,"2016-07-28 08:36:05"
141272,,,"2016-07-28 08:36:07"
141273,,,"2016-07-28 08:36:09"
141274,,,"2016-07-28 08:36:11"
141275,,,"2016-07-28 08:36:12"
141276,,,"2016-07-28 08:36:14"
141277,,,"2016-07-28 08:36:16"
141278,,,"2016-07-28 08:36:18"
141279,,,"2016-07-28 08:36:20"
141280,,,"2016-07-28 08:36:22"
141281,,,"2016-07-28 08:36:24"
141282,,,"2016-07-28 08:36:26"
141283,,,"2016-07-28 08:36:27"
141286,"The Company is actively working to notify customers who were mailed rebate checks that have not been submitted for payment.","Unclaimed rebate checks identified or reported as lost are voided and reissued to customers.","2016-07-28 08:51:05"
141287,"The Company is actively working to notify customers who were mailed rebate checks that have not been submitted for payment.","Unclaimed rebate checks identified or reported as lost are voided and reissued to customers.","2016-07-28 08:51:07"
141290,"If a rebate is outstanding (i.e., issued, but not yet negotiated) after six months, but has not been returned, we send out a letter containing the payment details and reminding the recipient to negotiate the check or providing the recipient with an opportunity to request a reissue.  If a rebate check is returned as undeliverable, and a new address is supplied by USPS, the rebate is sent to that address.  If returned without a USPS forwarding address, internal systems are checked for an updated address.  If no updated address is found in the system, we attempt to contact the policyholder (whether group or individual) or subscriber, as applicable, by phone or email.  If this is not successful at producing a valid address, additional resources, such as LexisNexis, are reviewed for an appropriate address.  If updated information still cannot be found for an active group policyholder, the matter is escalated to the applicable customer account executive and/or external insurance producer to use his/her resources to locate the policyholder.","If all of the efforts listed in 4.h are unsuccessful at finding a group policyholder whose policy is terminated, the rebate is divided equally among all subscribers of the policy.  If unsuccessful at finding an active group policyholder, individual policyholder or a subscriber, the rebate would follow standard escheatment processes in each instance.","2016-07-28 08:55:05"
141291,"If a rebate is outstanding (i.e., issued, but not yet negotiated) after six months, but has not been returned, we send out a letter containing the payment details and reminding the recipient to negotiate the check or providing the recipient with an opportunity to request a reissue.  If a rebate check is returned as undeliverable, and a new address is supplied by USPS, the rebate is sent to that address.  If returned without a USPS forwarding address, internal systems are checked for an updated address.  If no updated address is found in the system, we attempt to contact the policyholder (whether group or individual) or subscriber, as applicable, by phone or email.  If this is not successful at producing a valid address, additional resources, such as LexisNexis, are reviewed for an appropriate address.  If updated information still cannot be found for an active group policyholder, the matter is escalated to the applicable customer account executive and/or external insurance producer to use his/her resources to locate the policyholder.","If all of the efforts listed in 4.h are unsuccessful at finding a group policyholder whose policy is terminated, the rebate is divided equally among all subscribers of the policy.  If unsuccessful at finding an active group policyholder, individual policyholder or a subscriber, the rebate would follow standard escheatment processes in each instance.","2016-07-28 08:55:07"
