,Unnamed: 0,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)
333,333,46275,"Humana Medical Plan of Michigan, Inc.",MI,6808276.09,-25129449.51,N/A
334,334,79970,John Alden Life Insurance Company,MI,N/A,N/A,-155335.89
335,335,20393,McLaren Health Plan,MI,1865110.37,-275686.71,480378.30
336,336,58594,"Meridian Health Plan of Michigan, Inc.",MI,0.00,-23501.09,N/A
337,337,40047,"Molina Healthcare of Michigan, Inc.",MI,0.00,6332.08,N/A
338,338,59140,Nippon Life Insurance Company of America,MI,N/A,N/A,-29795.04
339,339,23592,Paramount Care of Michigan,MI,N/A,N/A,130383.94
340,340,95233,Paramount Insurance Company,MI,N/A,N/A,-53820.30
341,341,20662,PHP Insurance Company,MI,N/A,N/A,-127949.20
342,342,60829,Physicians Health Plan,MI,0.00,-76724.32,-681491.41
343,343,29698,Priority Health,MI,4982858.59,1058987.28,-1528301.43
344,344,29241,Priority Health Insurance Company (PHIC),MI,1980226.36,1869040.06,267097.25
345,345,89029,Time Insurance Company,MI,2196259.12,688700.17,-60605.89
346,346,67183,"Total Health Care USA, Inc.",MI,2025795.65,-1099668.46,-1225249.24
347,347,63631,UnitedHealthcare Insurance Company,MI,N/A,N/A,-1087425.35
348,348,45002,UnitedHealthcare Life Insurance Company,MI,1080097.07,-743360.22,-2483.96
349,349,58996,US Health and Life Insurance Company,MI,N/A,N/A,-2779.82
350,350,49316,"BCBSM, INC.",MN,109644843.69,7616924.44,11759377.10
351,351,60769,Federated Mutual Insurance Company,MN,N/A,N/A,-2090475.15
352,352,34102,"Group Health Plan, Inc.",MN,2695282.74,-2650.50,N/A
353,353,70373,"Gundersen Health Plan Minnesota, Inc.",MN,74310.37,32683.14,-97647.51
354,354,85654,HealthPartners Insurance Company,MN,10273153.62,-5217351.16,-820791.54
355,355,79888,"HealthPartners, Inc.",MN,1402532.92,2384614.40,-4200533.56
356,356,56971,John Alden Life Insurance Company,MN,2783.90,-46632.10,113761.56
357,357,65847,Medica Health Plans of Wisconsin,MN,2670519.49,130710.53,N/A
358,358,31616,Medica Insurance Company,MN,8295441.04,-11637872.80,-4213354.17
359,359,97624,PreferredOne Community Health Plan,MN,N/A,N/A,637606.26
360,360,88102,PreferredOne Insurance Company,MN,51337471.78,5422835.32,-1029344.47
361,361,52346,Sanford Health Plan of Minnesota,MN,N/A,N/A,-20085.39
362,362,27439,Time Insurance Company,MN,3434347.41,388993.92,-38513.10
363,363,85736,UCare Minnesota,MN,311887.29,927744.90,N/A
364,364,32898,Aetna Health Inc. (a PA corp.),MO,N/A,N/A,-10219.44
365,365,48161,Aetna Life Insurance Company,MO,N/A,N/A,228766.81
366,366,34762,Blue Cross and Blue Shield of Kansas City,MO,25923279.05,18053572.29,2682326.20
367,367,99723,Celtic Insurance Company,MO,0.00,-4177.67,N/A
368,368,44527,Coventry Health & Life Insurance Co.,MO,30510642.69,947089.73,N/A
369,369,44240,Coventry Health and Life,MO,36558693.78,-16394921.63,308569.39
370,370,96384,Cox Health Systems Insurance Company,MO,1265068.01,-173675.23,-164283.18
371,371,64701,Federated Mutual Insurance Company,MO,N/A,N/A,-752603.40
372,372,32753,Healthy Alliance Life Co(Anthem BCBS),MO,31718277.28,-5335441.08,-3154909.68
373,373,92766,"HMO Missouri, Inc.(Anthem BCBS)",MO,N/A,N/A,-339677.71
374,374,30613,Humana Insurance Company,MO,2155537.32,-545487.55,1697620.38
375,375,49221,John Alden Life Insurance Company,MO,N/A,N/A,-89587.28
376,376,12363,Standard Security Life,MO,N/A,N/A,-1744.73
377,377,14026,Time Insurance Company,MO,5677768.05,2064658.36,-12141.44
378,378,27401,Trustmark Life Insurance Company,MO,N/A,N/A,-49295.41
379,379,95426,UnitedHealthcare Insurance Company,MO,N/A,N/A,-342820.74
380,380,14162,UnitedHealthcare Life Insurance Company,MO,2019769.19,1388382.82,N/A
381,381,26781,All Savers Insurance Company,MS,N/A,N/A,-50551.73
382,382,11721,Blue Cross & Blue Shield of Mississippi,MS,6452872.90,4539847.85,356245.91
383,383,83808,Coventry Health and Life,MS,0.00,-132911.30,16718.65
384,384,38420,Federated Mutual Insurance Company,MS,N/A,N/A,-32739.65
385,385,96734,Freedom Life Insurance,MS,0.00,48146.28,N/A
386,386,48963,Humana Insurance Company,MS,24487153.98,1064234.77,-492484.94
387,387,49900,John Alden Life Insurance Company,MS,N/A,N/A,-59314.70
388,388,94237,Magnolia Health Plan,MS,2481685.51,-6560626.86,N/A
389,389,45521,Time Insurance Company,MS,2150624.77,1041309.44,-54781.44
390,390,98805,UnitedHealthcare Insurance Company,MS,N/A,N/A,266871.28
391,391,61794,UnitedHealthcare Life Insurance Company,MS,N/A,N/A,1295.50
392,392,97560,"UnitedHealthcare of Mississippi, Inc.",MS,N/A,N/A,48741.10
393,393,30751,Blue Cross and Blue Shield of Montana,MT,39734997.94,-4280629.18,-250657.20
394,394,16621,Celtic Insurance Company,MT,0.00,-586.80,N/A
395,395,63342,Independence American Ins Co,MT,N/A,N/A,-14700.32
396,396,64206,John Alden Life Insurance Company,MT,N/A,N/A,-292758.82
397,397,49669,Madison National Life,MT,N/A,N/A,-24720.97
398,398,32225,Montana Health Cooperative,MT,10821501.27,3157443.90,297652.03
399,399,23603,PacificSource Health Plans,MT,6099996.76,506533.42,285047.68
400,400,24867,Time Insurance Company,MT,3474683.03,617238.69,-32953.83
401,401,46621,UnitedHealthcare Insurance Company,MT,N/A,N/A,33091.48
402,402,61671,Aetna Health Inc. (a PA corp.),NC,N/A,N/A,207989.26
403,403,61644,Aetna Life Insurance Company,NC,215718.92,-240838.67,205830.47
404,404,72487,All Savers Insurance Company,NC,N/A,N/A,-30949.45
405,405,11512,Blue Cross and Blue Shield of NC,NC,263657626.53,21858789.45,9263138.01
406,406,44007,Celtic Insurance Company,NC,0.00,7337.57,N/A
407,407,40411,Cigna Health and Life Insurance Company,NC,1242110.42,1069804.73,N/A
408,408,94459,Coventry Health & Life Insurance Company,NC,N/A,N/A,-206038.72
409,409,56346,"Coventry Health Care of the Carolinas, Inc.",NC,24984866.80,-22133565.21,-7310102.87
410,410,24588,Federated Mutual Insurance Company,NC,N/A,N/A,-269581.82
411,411,43283,FirstCarolinaCare Insurance Company,NC,N/A,N/A,407.05
412,412,32237,Humana Insurance Company,NC,86672.41,-458922.56,-9900.45
413,413,59977,John Alden Life Insurance Company,NC,0.00,-115565.12,-40668.98
414,414,76871,Standard Security Life,NC,N/A,N/A,-4277.28
415,415,87696,Time Insurance Company,NC,2823899.85,12959.79,-109748.65
416,416,58658,UnitedHealthcare Ins Co of River Valley,NC,N/A,N/A,-1228032.54
417,417,69347,UnitedHealthcare Insurance Company,NC,N/A,N/A,-15874.11
418,418,54332,"UnitedHealthcare of North Carolina, Inc",NC,N/A,N/A,-452189.72
419,419,37160,Blue Cross Blue Shield of North Dakota,ND,13433148.25,1088177.61,309402.76
420,420,99806,John Alden Life Insurance Company,ND,N/A,N/A,-8542.70
421,421,73751,Medica Health Plans,ND,1073377.89,-807481.69,-105459.46
422,422,39364,Medica Insurance Company,ND,N/A,N/A,-987988.94
423,423,89364,Sanford Health Plan,ND,300927.77,128336.66,871040.84
424,424,55105,Time Insurance Company,ND,376302.04,-409032.49,-78452.51
425,425,29678,Blue Cross and Blue Shield of Nebraska,NE,38604318.76,1379197.77,3588744.99
426,426,43198,CoOportunity Health,NE,46800412.98,-3258008.03,-3208840.42
427,427,79636,Coventry Health and Life Insurance Co.,NE,0.00,58981.49,-51592.75
428,428,15438,Coventry Health Care of Nebraska Inc.,NE,2189015.61,1102852.31,-43854.16
429,429,47340,Federated Mutual Insurance Company,NE,N/A,N/A,-43990.66
430,430,77931,Health Alliance Midwest Inc.,NE,50860.78,62479.01,-9965.96
431,431,81966,Humana Insurance Company,NE,N/A,N/A,9531.18
432,432,80698,John Alden Life Insurance Company,NE,N/A,N/A,71939.33
433,433,89156,Standard Security Life,NE,N/A,N/A,-3265.91
434,434,19524,Time Insurance Company,NE,2775559.37,654497.47,128514.67
435,435,73102,UnitedHealthcare Insurance Company,NE,N/A,N/A,-437220.34
436,436,57601,Anthem Health Plans of NH(Anthem BCBS),NH,N/A,N/A,1238434.39
437,437,75841,Celtic Insurance Company,NH,100260.25,57417.02,N/A
438,438,59025,Harvard Pilgrim Health Care of NE,NH,N/A,N/A,-2973746.39
439,439,71616,"HPHC Insurance Company, Inc",NH,N/A,N/A,1521697.59
440,440,96751,Matthew Thornton Hlth Plan (Anthem BCBS),NH,15647565.30,-5300321.87,182178.31
441,441,42260,Time Insurance Company,NH,6063182.46,5242904.85,N/A
442,442,51889,UnitedHealthcare Insurance Company,NH,N/A,N/A,31436.05
443,443,82884,Aetna Health Inc. (a NJ corp.),NJ,N/A,N/A,-4701905.74
444,444,89217,Aetna Life Insurance Company,NJ,6801229.68,8273636.80,2281721.44
445,445,77606,"AmeriHealth HMO, Inc.",NJ,14451039.66,-24464783.28,-7051442.97
446,446,91762,AmeriHealth Ins Company of New Jersey,NJ,62373022.13,-27270588.68,-9401983.10
447,447,23458,Cigna Health and Life Insurance Company,NJ,N/A,N/A,67014.80
448,448,41014,"Cigna HealthCare of New Jersey, Inc.",NJ,186497.63,365525.19,27532.67
449,449,10191,"Freelancers CO-OP of New Jersey, Inc.",NJ,5827111.77,9029800.73,-615255.45
450,450,13953,"Horizon Healthcare of New Jersey, Inc.",NJ,N/A,N/A,97615.72
451,451,91661,"Horizon Healthcare Services, Inc.",NJ,68139576.15,-9536368.03,10604745.48
452,452,77263,"Oxford Health Insurance, Inc.",NJ,14105003.88,32851467.14,8812791.52
453,453,48834,"Oxford Health Plans (NJ), Inc.",NJ,5793980.12,10751310.08,-120834.31
454,454,75605,Blue Cross Blue Shield of New Mexico,NM,17360787.26,6258751.86,1212948.58
455,455,97132,"Lovelace Health System, Inc.",NM,106022.49,113433.56,336586.34
456,456,19722,"Molina Health Care of New Mexico, Inc.",NM,325293.64,685619.88,N/A
457,457,93091,New Mexico Health Connections,NM,3178238.43,-4834621.72,-1832176.28
458,458,57173,"Presbyterian Health Plan, Inc.",NM,5508787.20,-2442724.87,748544.00
459,459,52744,"Presbyterian Insurance Company, Inc.",NM,N/A,N/A,211847.75
460,460,97646,Time Insurance Company,NM,205000.00,219541.22,N/A
461,461,90762,UnitedHealthcare Insurance Company,NM,N/A,N/A,-677750.41
462,462,19298,Aetna Health Inc. (a PA corp.),NV,N/A,N/A,8649.73
463,463,65779,Aetna Health of Utah Inc.,NV,0.00,-1158344.59,-16246.63
464,464,27990,Aetna Life Insurance Company,NV,626982.29,-401883.36,-1140094.88
465,465,68307,Celtic Insurance Company,NV,0.00,-8625.15,N/A
466,466,49021,Coventry Health & Life Insurance Company,NV,145981.41,-1015221.06,-385400.28
467,467,95865,"Health Plan of Nevada, Inc.",NV,5762413.99,-3030918.47,2092880.93
468,468,60156,"HMO Colorado, Inc., dba HMO Nevada",NV,4285648.85,-4049114.37,-140898.78
469,469,41094,"Hometown Health Plan, Inc.",NV,N/A,N/A,-275961.08
470,470,85266,Hometown Health Providers Ins. Co. Inc.,NV,234356.21,248604.41,-318074.62
471,471,93696,Humana Health Plan Inc.,NV,N/A,N/A,-76054.90
472,472,20895,Humana Insurance Company,NV,2142999.48,1873080.72,-358637.74
473,473,87446,John Alden Life Insurance Company,NV,N/A,N/A,-153107.91
474,474,34996,Nevada Health CO-OP,NV,10078725.11,-3289885.24,-340005.25
475,475,16698,Prominence HealthFirst,NV,3231609.73,542628.00,-844787.93
476,476,68524,"Prominence Preferred Health Insurance Company, Inc.",NV,N/A,N/A,419362.27
477,477,33670,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",NV,N/A,N/A,396272.46
478,478,83198,"Sierra Health and Life Ins Company, Inc.",NV,6624972.17,6879575.41,2637752.16
479,479,29211,Time Insurance Company,NV,10011393.67,3410103.71,-633561.00
480,480,74222,UnitedHealthcare Insurance Company,NV,N/A,N/A,-872086.46
481,481,50138,Aetna Health Inc. (a NY corp.),NY,N/A,N/A,-440146.89
482,482,17210,Aetna Life Insurance Company,NY,14885554.32,14975558.90,-62207250.53
483,483,57165,"Affinity Health Plan, Inc.",NY,464860.50,-2141766.08,N/A
484,484,31808,American Progressive Life & Health Insurance Company of New York,NY,547364.03,660761.45,N/A
485,485,49526,BlueCross BlueShield of Western New York,NY,3203677.59,8494368.23,12158210.88
486,486,36346,BlueShield of Northeastern New York,NY,146646.58,347650.52,992090.05
487,487,94788,CDPHP,NY,5393821.37,8365330.23,5699384.43
488,488,92551,CDPHP Universal Benefits Inc.,NY,N/A,N/A,-1425321.82
489,489,44113,"Empire HealthChoice Assurance, Inc.",NY,N/A,N/A,-2505396.90
490,490,80519,"Empire HealthChoice HMO, Inc.",NY,38100183.86,-4215356.78,-7974099.79
491,491,78124,"Excellus Health Plan, Inc.",NY,25521165.66,33519366.16,26430399.01
492,492,71644,Freelancers Health Service Corporation d/b/a Health Republic Insurance of New York,NY,58217806.98,-28222332.50,-52013211.07
493,493,58707,"Freelancers Insurance Company, Inc.",NY,683731.81,-426177.20,N/A
494,494,88000,Group Health Incorporated,NY,259152.62,-1025.08,11794.91
495,495,88582,Health Insurance Plan of Greater New York,NY,24545381.34,-3859201.90,-29376578.45
496,496,91237,"Healthfirst PHSP, Inc.",NY,4031460.89,-2649557.85,N/A
497,497,40064,HealthNow New York,NY,0.00,-9077.56,-54673.38
498,498,70552,"Independent Health Association, Inc",NY,N/A,N/A,287516.92
499,499,18029,Independent Health Benefits Corporation,NY,2847602.18,6203465.48,4211250.12
500,500,83744,"Managed Health, Inc.",NY,N/A,N/A,-162614.90
501,501,11177,MetroPlus Health Plan,NY,4200475.38,-54033594.10,-1169658.09
502,502,56184,"MVP Health Plan, Inc.",NY,20053742.68,11938998.21,-2812217.01
503,503,89846,MVP Health Services Corp.,NY,N/A,N/A,-241575.58
504,504,25303,"New York State Catholic Health Plan, Inc.",NY,13745380.71,-37511467.39,N/A
505,505,82483,North Shore-LIJ Insurance Company Inc,NY,5663264.35,434621.91,-735698.81
506,506,74289,Oscar Insurance Corporation,NY,17524068.75,-8073821.58,N/A
507,507,85629,"Oxford Health Insurance, Inc.",NY,N/A,N/A,145248013.80
508,508,26420,"Oxford Health Plans (NY), Inc.",NY,37810243.67,51416066.70,-33465842.73
509,509,54297,UnitedHealthcare Ins Co of New York,NY,N/A,N/A,-454374.00
510,510,54235,"UnitedHealthcare of New York, Inc.",NY,9905407.05,4787190.35,N/A
511,511,84867,Aetna Health Inc. (a PA corp.),OH,N/A,N/A,-1613799.56
512,512,67129,Aetna Life Insurance Company,OH,753385.30,-225186.77,-593316.79
513,513,28162,AultCare Insurance Company,OH,3286427.05,-174769.08,382.29
514,514,41047,Buckeye Community Health Plan,OH,311415.92,-154350.05,N/A
515,515,77552,CareSource,OH,6919052.23,-2165055.80,N/A
516,516,62352,Celtic Insurance Company,OH,0.00,-6348.32,N/A
517,517,29276,Community Insurance Company(Anthem BCBS),OH,29350337.77,4108227.93,7243843.64
518,518,16204,"Coordinated Health Mutual, Inc.",OH,929483.49,-1262069.95,-2121774.30
519,519,98894,Coventry Health and Life,OH,3632204.94,-2282003.25,-555698.91
520,520,96800,Federated Mutual Insurance Company,OH,N/A,N/A,-264945.16
521,521,92036,HealthSpan,OH,2399677.86,-4194646.37,-11076.66
522,522,20126,HealthSpan Integrated Care,OH,2879588.73,-9566203.90,-3621911.77
523,523,66083,"Humana Health Plan of Ohio, Inc.",OH,8894210.03,-6379256.85,683165.75
524,524,97596,Humana Insurance Company,OH,1360718.31,976968.60,-210554.64
525,525,50498,John Alden Life Insurance Company,OH,N/A,N/A,6795.41
526,526,99969,Medical Health Insuring Corp. of Ohio,OH,45396359.92,9233566.61,-614504.61
527,527,80627,Medical Mutual of Ohio,OH,36995018.15,9369568.40,1218032.80
528,528,64353,MOLINA HEALTHCARE OF OHIO,OH,20238.70,180648.95,N/A
529,529,56073,Nippon Life Insurance Company of America,OH,N/A,N/A,-200278.30
530,530,74313,Paramount Insurance Company,OH,1327983.05,-389493.94,-528876.15
531,531,76169,Standard Security Life,OH,N/A,N/A,-28737.96
532,532,52664,"Summa Insurance Company, Inc.",OH,4527307.52,-360679.09,1182289.72
533,533,83396,The Health Plan of the Upper Ohio Valley,OH,0.00,37488.57,-262670.99
534,534,98810,THP Insurance Company,OH,N/A,N/A,65903.79
535,535,14650,Time Insurance Company,OH,4474174.84,2104210.85,66259.04
536,536,33232,UnitedHealthcare Ins Co of River Valley,OH,N/A,N/A,-1094386.45
537,537,56726,UnitedHealthcare Insurance Company,OH,N/A,N/A,2231396.77
538,538,61724,UnitedHealthcare Life Insurance Company,OH,907441.89,1149383.33,-975536.98
539,539,76275,Aetna Health Inc. (a PA corp.),OK,N/A,N/A,-69215.87
540,540,66946,Aetna Life Insurance Company,OK,146161.64,178252.53,-174947.03
541,541,87571,Blue Cross Blue Shield of Oklahoma,OK,58988045.78,-912836.76,5538080.47
542,542,62505,Celtic Insurance Company,OK,0.00,-7794.93,N/A
543,543,98905,CommunityCare HMO Inc.,OK,424071.17,823116.30,-1245374.77
544,544,87698,CommunityCare Life & Health Insurance Co,OK,N/A,N/A,-437673.74
545,545,53524,Coventry Health and Life,OK,548214.67,-322539.29,-977664.58
546,546,76668,"Coventry Health Care of Kansas, Inc.",OK,1231282.68,-1090288.81,6653.02
547,547,27243,Federated Mutual Insurance Company,OK,N/A,N/A,-117688.70
548,548,82209,Freedom Life Insurance,OK,0.00,-853.44,N/A
549,549,85408,"GlobalHealth, Inc.",OK,2086448.06,508909.92,-15049.88
550,550,23468,Humana Insurance Company,OK,48913.42,-107296.38,-81323.21
551,551,67088,John Alden Life Insurance Company,OK,N/A,N/A,-198017.77
552,552,29176,Time Insurance Company,OK,3742479.01,847618.04,29114.13
553,553,85757,UnitedHealthcare Insurance Company,OK,N/A,N/A,-2256892.13
554,554,98704,UnitedHealthcare Life Insurance Company,OK,1369617.06,83712.74,N/A
555,555,32536,ATRIO Health Plans,OR,316.53,5124.77,-16819.77
556,556,63474,BridgeSpan Health Company,OR,0.00,16568.71,N/A
557,557,99389,"Community Care of Oregon, Inc.",OR,447174.74,961182.24,-356550.41
558,558,10940,"Health Net Health Plan of Oregon, Inc.",OR,3230190.41,2794804.37,-2324193.93
559,559,96383,Health Republic Insurance Company,OR,4065274.13,1765810.56,-3017355.70
560,560,71287,Kaiser Foundation Healthplan of the NW,OR,9896905.63,12000350.41,2516711.91
561,561,85804,LifeWise Health Plan of Oregon,OR,8722377.76,2582812.50,550216.10
562,562,39424,"Moda Health Plan, Inc.",OR,110546514.06,-31157398.15,-4604925.33
563,563,10091,PacificSource Health Plans,OR,10259771.48,3133280.74,359543.94
564,564,56707,Providence Health Plan,OR,8094883.08,2963920.51,1673687.32
565,565,77969,Regence BlueCross BlueShield of Oregon,OR,10846173.39,4080269.20,6543460.93
566,566,74571,Time Insurance Company,OR,2747472.78,855887.67,N/A
567,567,95417,Trillium Community Health Plan,OR,0.00,-2613.45,N/A
568,568,59129,Trustmark Life Insurance Company,OR,N/A,N/A,-13431.59
569,569,90175,UnitedHealthcare Insurance Company,OR,N/A,N/A,-1310343.26
570,570,64844,Aetna Health Inc. (a PA corp.),PA,1280386.05,-1144736.65,-3059493.02
571,571,33906,Aetna Life Insurance Company,PA,2951625.54,-67222.42,-382153.41
572,572,45127,Capital Advantage Assurance Company,PA,276428.37,395776.73,5977678.07
573,573,82795,Capital Advantage Insurance Company CAIC,PA,4230862.57,3395486.14,-38116.73
574,574,10842,Celtic Insurance Company,PA,0.00,-6140.62,N/A
575,575,80148,Federated Mutual Insurance Company,PA,N/A,N/A,-405353.24
576,576,55957,"First Priority Life Insurance Company, Inc.",PA,19949105.81,585146.21,1050494.99
577,577,22444,Geisinger Health Plan,PA,14765963.46,1759834.57,-6627591.76
578,578,75729,Geisinger Quality Options,PA,2772466.89,490533.38,-2827499.00
579,579,91303,"HealthAmerica Pennsylvania, Inc.",PA,2150140.52,-1253464.22,N/A
580,580,93838,"HealthAssurance PA, Inc",PA,N/A,N/A,-1641283.35
581,581,70194,Highmark Health Insurance Company,PA,59657176.61,42359592.09,5446786.21
582,582,33709,Highmark Inc.,PA,97340297.04,-44238595.47,-4503418.41
583,583,31609,Independence Blue Cross (QCC Ins. Co.),PA,67630617.15,50795145.81,13315931.52
584,584,48788,Inter-County Hospital Plan,PA,N/A,N/A,-818247.52
585,585,58819,John Alden Life Insurance Company,PA,N/A,N/A,-78133.65
586,586,53789,Keystone Health Plan Central,PA,1122656.96,238390.33,-78244.77
587,587,33871,"Keystone Health Plan East, Inc",PA,56237853.67,-61020486.20,-7900229.63
588,588,38949,Keystone Health Plan West,PA,304443.33,223700.41,-59934.41
589,589,19068,Time Insurance Company,PA,4662824.37,1461479.59,-220045.83
590,590,23489,UnitedHealthcare Insurance Company,PA,N/A,N/A,-2928219.72
591,591,45404,UnitedHealthcare Life Insurance Company,PA,1124049.95,798351.41,N/A
592,592,62560,"UPMC Health Coverage, Inc.",PA,2326234.21,2366387.54,480494.03
593,593,16481,"UPMC Health Network, Inc.",PA,921883.53,541631.59,1137929.73
594,594,16322,"UPMC Health Options, Inc.",PA,24575.39,-3587.19,3575646.12
595,595,52899,"UPMC Health Plan, Inc.",PA,2040378.03,2322777.07,583003.78
596,596,15287,Blue Cross & Blue Shield of Rhode Island,RI,23394916.92,570729.73,2903419.54
597,597,77514,Neighborhood Health Plan of Rhode Island,RI,22152.30,-570729.75,-28800.70
598,598,90010,Tufts Associated Health Maintenance Org,RI,N/A,N/A,-192657.68
599,599,26322,Tufts Insurance Company,RI,N/A,N/A,159121.32
600,600,90117,UnitedHealthcare Insurance Company,RI,N/A,N/A,-1740424.21
601,601,79881,"UnitedHealthcare of New England, Inc.",RI,N/A,N/A,-1100658.25
602,602,22369,Aetna Life Insurance Company,SC,N/A,N/A,-18182.04
603,603,26065,Blue Cross and Blue Shield of South Carolina,SC,22076003.24,6653943.39,-254611.31
604,604,49532,"BlueChoice HealthPlan of South Carolina, Inc.",SC,4157250.97,1402397.69,-182715.35
605,605,60067,Celtic Insurance Company,SC,0.00,-15590.17,N/A
606,606,54362,Cigna Health and Life Insurance Company,SC,420313.62,447060.31,N/A
607,607,65122,Consumers' Choice Health Insurance Company,SC,33097630.23,-6160779.32,-96974.11
608,608,56262,Coventry Health & Life Insurance Company,SC,N/A,N/A,-12348.91
609,609,41614,"Coventry Health Care of the Carolinas, Inc.",SC,18857060.88,-3828066.52,-68109.07
610,610,33609,Federated Mutual Insurance Company,SC,N/A,N/A,-166720.12
611,611,80431,Freedom Life Insurance,SC,0.00,-599.88,N/A
612,612,17808,Humana Insurance Company,SC,2760.15,24910.64,-3229.79
613,613,89728,John Alden Life Insurance Company,SC,N/A,N/A,92798.49
614,614,14820,Nippon Life Insurance Company of America,SC,N/A,N/A,-24753.92
615,615,73714,Standard Security Life,SC,N/A,N/A,-4600.69
616,616,39996,Time Insurance Company,SC,3954338.85,2251531.60,-68214.40
617,617,64146,UnitedHealthcare Ins Co of River Valley,SC,N/A,N/A,448146.55
618,618,57860,UnitedHealthcare Insurance Company,SC,N/A,N/A,359514.77
619,619,39481,UnitedHealthcare Life Insurance Company,SC,1693040.39,-774807.83,N/A
620,620,60536,"Avera Health Plans, Inc.",SD,10895393.31,-1014430.34,-359596.30
621,621,66837,Coventry Health and Life Insurance Co.,SD,258935.60,-331736.57,29000.90
622,622,64255,Federated Mutual Insurance Company,SD,N/A,N/A,-87499.03
623,623,96594,Medica Insurance Company,SD,N/A,N/A,-23780.09
624,624,31195,Sanford Health Plan,SD,2844814.58,-802074.46,26954.59
625,625,62210,"South Dakota State Medical Holding Company, Inc.",SD,251215.94,112428.12,-2099623.45
626,626,77144,Time Insurance Company,SD,365627.96,215435.96,-4464.28
627,627,50305,Wellmark of South Dakota,SD,11018734.68,1820377.38,2519007.76
628,628,31552,Aetna Life Insurance Company,TN,170438.32,-116538.47,-866977.39
629,629,14002,BlueCross BlueShield of Tennessee,TN,116386840.70,-1824896.38,6557826.76
630,630,70111,Celtic Insurance Company,TN,0.00,-3104.66,N/A
631,631,99248,Cigna Health and Life Insurance Company,TN,1040048.02,1134427.73,N/A
632,632,66842,Community Health Alliance Mutual Insurance Company,TN,233550.84,259947.44,-377246.42
633,633,78575,Coventry Health and Life,TN,28787.96,-57779.81,-53103.05
634,634,83463,Federated Mutual Insurance Company,TN,N/A,N/A,-134889.40
635,635,93222,Humana Health Plan. Inc.,TN,N/A,N/A,-251013.94
636,636,82120,Humana Insurance Company,TN,7489285.27,275162.36,-1959826.68
637,637,40778,John Alden Life Insurance Company,TN,N/A,N/A,-102240.68
638,638,17032,Nippon Life Insurance Company of America,TN,N/A,N/A,-26949.33
639,639,60299,Time Insurance Company,TN,3193778.58,191793.01,N/A
640,640,10958,UnitedHealthcare Ins Co of River Valley,TN,N/A,N/A,-3226801.76
641,641,69443,UnitedHealthcare Insurance Company,TN,N/A,N/A,441221.96
642,642,48069,UnitedHealthcare Life Insurance Company,TN,361362.20,140988.67,N/A
643,643,58840,Aetna Health Inc. (a TX corp.),TX,N/A,N/A,-169002.71
644,644,91716,Aetna Life Insurance Company,TX,14609683.22,7355591.68,-2896197.55
645,645,63509,Allegian Insurance Company,TX,N/A,N/A,-10501.89
646,646,33602,Blue Cross Blue Shield of Texas,TX,549029026.67,-17907614.72,16110806.25
647,647,29418,Celtic Insurance Company,TX,0.00,7716.90,N/A
648,648,55409,Cigna Health and Life Insurance Company,TX,82305987.68,32778811.09,N/A
649,649,46224,"Community First Health Plans, Inc.",TX,55520.90,88351.39,N/A
650,650,27248,"Community Health Choice, Inc.",TX,642042.23,798055.22,N/A
651,651,19046,Federated Mutual Insurance Company,TX,N/A,N/A,-727599.82
652,652,53799,Freedom Life Insurance,TX,763968.78,212352.03,N/A
653,653,32673,"Humana Health Plan of Texas, Inc.",TX,53329111.45,-38610710.60,-1682294.43
654,654,63141,Humana Insurance Company,TX,21797558.59,5252230.85,-1055927.97
655,655,58483,John Alden Life Insurance Company,TX,N/A,N/A,-684147.34
656,656,82595,Madison National Life,TX,N/A,N/A,-16438.83
657,657,30609,"Memorial Hermann Health Insurance Company, Inc.",TX,0.00,-11442.15,-3622713.02
658,658,45786,Molina Healthcare of Texas,TX,973697.67,722999.82,N/A
659,659,45125,Nippon Life Insurance Company of America,TX,N/A,N/A,-24203.08
660,660,40788,Scott and White Health Plan,TX,1443594.34,1029126.45,-1609323.38
661,661,71837,"Sendero Health Plans, inc.",TX,832608.73,-1992571.72,N/A
662,662,26539,"SHA, LLC DBA FirstCare Health Plans",TX,1960486.45,2143995.88,-367353.00
663,663,97679,Standard Security Life,TX,N/A,N/A,-207.52
664,664,87226,Superior Health Plan,TX,280267.01,-933830.98,N/A
665,665,28020,Time Insurance Company,TX,22207363.63,8299930.29,262942.05
666,666,98809,UnitedHealthcare Insurance Company,TX,N/A,N/A,-3289829.48
667,667,70619,UnitedHealthcare Life Insurance Company,TX,2549577.18,767008.61,N/A
668,668,40220,"UnitedHealthcare of Texas, Inc.",TX,N/A,N/A,-204053.17
669,669,81795,USAble Mutual Insurance Company,TX,N/A,N/A,-13955.11
670,670,38927,Aetna Health of Utah Inc.,UT,3138343.27,-1640855.99,347136.03
671,671,27619,Arches Mutual Insurance Company,UT,10242701.48,-3623028.92,-521777.35
