Name,State,HIOS,MMI,ERAI,ARAI,Premium,Loss1,Loss2,Loss3,Loss4,ERAIPMM,ARAIPMM,Diff,TotalLoss
Premera Blue Cross,Alaska,38344,146645,5782175,"$5,782,175.12 ",99791055.51,90720294,6944050,806385,,39.4297453,39.42974612,1.000000021,9.003556275
Time Insurance Company,Arizona,80863,147996,5883720,"$5,883,719.72 ",56009886,56760689,5961139,357875,-250,39.75593935,39.75593746,0.999999952,-47.76863564
Time Insurance Company,Kentucky,19503,44888,1786737,"$1,786,736.84 ",13495609,13511722,1734743,105995,-308,39.80433523,39.80433167,0.99999991,-41.35945019
Time Insurance Company,Florida,62662,298430,10529973,"$11,930,582.36 ",122349533,120565819,15372383,917523,-6046,35.28456589,39.97782515,1.133011676,-48.58809771
"Moda Health Plan, Inc.",Washington,65907,93203,3727522,"$3,727,521.87 ",45823283,42377538,4626683,64310,,39.9935839,39.9935825,0.999999965,-13.36059998
"Alliant Health Plans, Inc.",Georgia,83761,68272,2745962,"$2,745,962.25 ",39769771.74,37314070,6283563,204118,,40.22091048,40.22091414,1.000000091,-59.05758232
"Hometown Health Providers Insurance Company, Inc.",Nevada,85266,6053,248604,"$248,604.41 ",2116218,2230101,298505,5777,,41.07120436,41.0712721,1.000001649,-69.08392533
"Humana Health Plan, Inc.",Illinois,58288,14469,614409.67,"$614,409.67 ",8930059.645,9015660.135,1055297.73,35156.18,132,42.46386551,42.46386551,1,-81.29009607
"Rocky Mountain Health Maintenance Organization, Inc.",Colorado,97879,317751,13887675.22,"$13,887,675.22 ",211307110.7,192086392,24434782.37,953051.42,,43.7061574,43.7061574,1,-19.40864101
Aetna Life Insurance Company,Virginia,38234,177329,7863949.4,"$7,863,949.40 ",65031507.03,53645894.85,8340813.26,680633.28,475.5,44.34666298,44.34666298,1,13.32940546
Time Insurance Company,Virginia,50102,72327,3281470,"$3,281,469.92 ",26933454,23497534,2837969,163402,-8298,45.36991718,45.36991608,0.999999976,6.122844857
"Health Alliance Midwest, Inc.",Nebraska,77931,1373,62479,"$62,479.01 ",505963.8791,436265,133066,4909,0,45.50546249,45.50546977,1.00000016,-49.72769184
American Progressive Life & Health Insurance Company of New York,New York,31808,14440,661030.68,"$660,761.45 ",2853364.094,2815111.513,,13283.63,,45.77774792,45.75910319,0.999592712,1.729151731
"CommunityCare HMO, Inc.",Oklahoma,98905,17942,823116.3,"$823,116.30 ",5349114.47,4445552,1258658,37974.8,,45.87650764,45.87650764,1,-21.90783246
Time Insurance Company,Indiana,91842,176875,8505434,"$8,505,433.96 ",77460068,69262776,6888550,468535,-57,48.08725936,48.08725914,0.999999995,4.750609187
Blue Cross Blue Shield of Wyoming,Wyoming,11269,124364,6093726,"$6,093,726.20 ",63571067,56230763,6939784,613334,,48.9991155,48.99911711,1.000000033,-1.711218681
Aetna Life Insurance Company,Florida,23841,409905,18019149.63,"$20,415,906.73 ",202984769.3,175865983.9,28226321.75,2208105.93,6148.1,43.95933114,49.80643498,1.133011665,-8.103805467
Regence BlueCross BlueShield of Oregon,Washington,71281,39006,1954592,"$1,956,765.45 ",16403724,18378882,2148036,339952,,50.11003435,50.16575527,1.001111971,-114.4220376
Hawaii Medical Service Association,Hawaii,18350,207688,6650637,"$10,430,372.28 ",78383266,70996892,7906155,934352,,32.02224972,50.22135261,1.568326805,-7.001526328
Celtic Insurance Company,Kansas,34368,75,3792.7,"$3,792.70 ",31340.7,13235.1784,136,26,0,50.56933333,50.56933333,1,239.2469547
Regence BlueShield,Washington,87718,634134,32594721,"$32,511,257.78 ",310730445,230474233,25920141,3899234,0,51.40036806,51.26875042,0.997439364,79.5365601
Time Insurance Company,Nevada,29211,66012,3410104,"$3,410,103.71 ",34640197,38993094,4155496,221510,-6881,51.65884991,51.65884551,0.999999915,-132.142974
United Healthcare Life Insurance Company,Virginia,66663,8062,428044.46,"$428,044.47 ",4068267.76,4495865.09,757076.54,121575.12,0,53.09407839,53.09407963,1.000000023,-162.0254267
Time Insurance Company,California,64198,351232,19395980,"$19,393,416.27 ",171642803,197653699,20184604,937788,-924,55.2227018,55.21540255,0.999867822,-134.1915429
United Healthcare Life Insurance Company,Missouri,14162,25008,1388382.83,"$1,388,382.82 ",13131127.55,11088178.65,1852117.07,358714.58,0,55.51754758,55.51754718,0.999999993,-6.713161788
Kaiser Foundation Health Plan of the Northwest,Oregon,71287,213219,12000350,"$12,000,350.41 ",87038141,79561707,11247104,344940,,56.28180415,56.28180608,1.000000034,-19.30226668
Molina Healthcare of Texas,Texas,45786,12642,723000,"$722,999.82 ",6079283.115,4692447,1100580,29502,0,57.19031799,57.19030375,0.999999751,20.30961201
Time Insurance Company,New Mexico,97646,3770,219541,"$219,541.22 ",1769661,1391775,90140,5542,0,58.233687,58.23374536,1.000001002,74.85517241
Group Health Cooperative of South Central Wisconsin,Wisconsin,94529,22068,1297858.57,"$1,297,858.57 ",10104863.25,9534047,1185658,125287,0,58.81178947,58.81178947,1,-33.5385513
Humana Insurance Company,Nevada,20895,30780,1873080.72,"$1,873,080.72 ",11387750.37,12724866.64,1101601.6,83573.95,317,60.85382456,60.85382456,1,-81.95610201
Consumers Mutual Insurance of Michigan,Michigan,41895,2011,122480.23,"$122,480.23 ",1510106.25,1646935.31,118967,628,,60.90513675,60.90513675,1,-127.510721
Health Republic Insurance Company,Oregon,96383,28898,,"$1,765,810.56 ",19510887,18892425,,,,0,61.10494013,#DIV/0!,21.40155028
Western Health Advantage,California,93689,40958,2576713.69,"$2,576,272.04 ",25998383.79,23285629.43,2083715.004,-123269.7314,0,62.9111209,62.90033791,0.9998286,18.36781795
Cigna Health and Life Insurance Company,Texas,55409,501401,32778811,"$32,778,811.09 ",299903647.6,311394311,34219401,678066,55117,65.37444281,65.37444299,1.000000003,-92.62695407
MDwise,Indiana,85320,269970,18423632,"$18,423,632.06 ",149729597.4,125305182.5,26852395,1117372,0,68.24325666,68.24325688,1.000000003,-13.13239286
MercyCare HMO,Wisconsin,58326,7914,553471,"$553,470.57 ",5823828.005,5994594.09,687771,-58141.71,0,69.9356836,69.93562926,0.999999223,-101.1366408
"Health Net Health Plan of Oregon, Inc",Oregon,10940,38452,2794804,"$2,794,804.37 ",19499633,19496468,3840509,235456,,72.68292937,72.68293899,1.000000132,-105.9190679
Unity Health Plans Insurance Corporation,Wisconsin,37833,101128,7490116,"$7,490,116.39 ",45174921,41162595,8594361,552617,,74.06569892,74.06570277,1.000000052,-50.77379163
Humana Insurance Company,Georgia,37001,28543,2184957.04,"$2,184,957.04 ",11803747.69,8576659.711,1140210.92,56841.05,616,76.54966331,76.54966331,1,71.10044526
"UnitedHealthcare of New York, Inc.",New York,54235,62352,4790993.01,"$4,787,190.35 ",52518707.73,41822158.1,13729604.07,1489937.03,1521591.46,76.83784017,76.77685319,0.99920629,-96.94288764
"COMPASS COOPERATIVE HEALTH PLAN, INC.",Arizona,60761,26839,2073821,"$2,073,821.34 ",13891173,14641929,5992083,100128,0,77.26893699,77.26894966,1.000000164,-254.9635605
Freedom Life Insurance Company of America,Alabama,93122,334,26222,"$26,222.47 ",199103,249168,0,0,0,78.50898204,78.51038922,1.000017924,-149.8952096
Health Net Life Insurance Company,California,99110,670834,53801059.26,"$53,801,059.26 ",379624501.1,341244349,39356290,2371860,-20886,80.20025708,80.20025708,1,-4.959664984
QCC Insurance Company,Pennsylvania,31609,631413,50795146,"$50,795,145.81 ",365551975,317529349,2946482,144104,,80.44678523,80.44678493,0.999999996,71.16109424
BridgeSpan Health Company,Oregon,63474,196,16569,"$16,568.71 ",97935,69693,25351,2643,,84.53571429,84.53423469,0.999982497,1.265306122
Sharp Health Plan,California,92499,122265,10433865,"$10,432,568.53 ",69004324.85,63015430.38,5318561,,,85.33811802,85.32751425,0.999875744,5.482627653
"UPMC Health Plan, Inc.",Pennsylvania,52899,25507,2311400.08,"$2,322,777.07 ",12666390.08,14876225.81,3717264,282969,,90.61826479,91.06429882,1.004922121,-243.4652735
United Healthcare Life Insurance Company,Wisconsin,89106,14670,1384844.33,"$1,384,844.33 ",8657345.96,7068437.39,608749.12,97823.51,-0.04,94.39974983,94.39974983,1,60.14560191
"UPMC Health Network, Inc.",Pennsylvania,16481,5614,541631.59,"$541,631.59 ",4045294.12,3855640.91,1120299,102983,,96.47872996,96.47872996,1,-184.1162789
Cigna Health and Life Insurance Company,Florida,48121,406640,34873878,"$39,512,510.93 ",286266513.6,274385648,33000825,130250,145346,85.76106138,97.16828381,1.133011675,-52.61547167
Optima Health Plan,Virginia,20507,199052,19660297,"$19,660,297.48 ",104997620,103007596,29922298,109045,0,98.76965316,98.76965557,1.000000024,-140.8743394
"SHA, LLC",Texas,26539,21362,2143995.88,"$2,143,995.88 ",12681324.69,12310190.48,1693581,104,,100.3649415,100.3649415,1,-61.91137487
United Healthcare Life Insurance Company,Florida,17341,63489,5751062.82,"$6,516,021.26 ",42365661.19,41159963.06,8661732.27,1101121.03,6565.8,90.58361007,102.6322869,1.133011665,-134.8851135
"Molina Healthcare of Florida, Inc",Florida,54172,6429,586192,"$664,162.18 ",3381845,3070584,727351,17605,0,91.1793436,103.3072297,1.133011334,-67.45916939
Health Alliance Plan of Michigan,Michigan,37651,50283,5267035,"$5,267,035.16 ",30642228,26220361,3854752,156308,,104.7478273,104.7478305,1.00000003,8.169898375
New Health Ventures Inc,Colorado,11555,921,99153,"$99,152.72 ",868031,826272,614988,9813,0,107.6579805,107.6576764,0.999997176,-633.053203
Humana Insurance Company,Indiana,99791,117992,12712802.22,"$12,712,802.22 ",62793028.74,52271674.78,5492505.9,379208.03,2001,107.7429166,107.7429166,1,39.38944191
"Florida Health Care Plan, Inc",Florida,56503,43790,4164818.06,"$4,718,787.44 ",25206162.82,22655624.43,2981633.88,,,95.10888468,107.7594757,1.133011664,-9.844610413
"HealthPartners, Inc.",Minnesota,79888,22057,2385000,"$2,384,614.40 ",13226000,13356000,3349000,342000,,108.1289387,108.1114567,0.999838323,-173.2329873
"Excellus Health Plan, Inc",New York,78124,309097,33538908.24,"$33,519,366.16 ",175098143.8,145165193.2,34299514.66,4261963.3,-3135077.158,108.5060943,108.4428712,0.999417331,-17.7725769
MOLINA HEALTHCARE OF OHIO,Ohio,64353,1610,180649,"$180,648.95 ",983233.328,864513,429456,7666,0,112.2043478,112.2043168,0.999999723,-197.7650137
Highmark Health Insurance Company,Pennsylvania,70194,374925,42359592,"$42,359,592.09 ",281845121.3,258954771,44003493,4373899,0,112.9815083,112.9815085,1.000000002,-67.97904034
Time Insurance Company,New Hampshire,42260,45329,5242905,"$5,242,904.85 ",29456570,24069996,3390762,172869,-291562,115.6633722,115.6633689,0.999999971,46.64795164
BridgeSpan Health Company,Idaho,59765,4960,574321,"$574,321.44 ",2712286,2866986,195845,5213,,115.7905242,115.7906129,1.000000766,-71.72540323
Cigna Health and Life Insurance Company,Arizona,86830,16576,1978320,"$1,978,320.29 ",11056945.18,11070817,1216859,11869,2,119.3484556,119.3484731,1.000000147,-74.96391289
Cigna Health and Life Insurance Company,Tennessee,99248,9483,1134428,"$1,134,427.73 ",5227076.076,5082545,1336629,8430,3,119.627544,119.6275156,0.999999762,-126.5982204
All Savers Insurance Company,Maryland,36677,2215,272660.88,"$272,660.90 ",1337941.48,1553516.26,380839.96,55917.99,18.1,123.0974628,123.0974718,1.000000073,-294.5150474
Celtic Insurance Company,Georgia,24775,59,7411.32,"$7,411.32 ",84002.32,44767.75976,1155,224,0,125.6155932,125.6155932,1,641.6196651
United Healthcare Life Insurance Company,Ohio,61724,8881,1068021.58,"$1,149,383.33 ",5609494.1,5007633.02,869329.93,105634.27,0,120.2591578,129.4204853,1.076179875,-42.01138611
"Community Care of Oregon, Inc.",Oregon,99389,7206,961182.24,"$961,182.24 ",5326260.759,5249096.959,2391506.25,12074.39,0,133.386378,133.386378,1,-322.844413
Molina Healthcare of Wisconsin,Wisconsin,52697,33299,4461488,"$4,461,487.73 ",21071349.78,20675214,2585006,123303,0,133.9826421,133.982634,0.999999939,-69.43671642
Community Health Alliance Mutual Insurance Company,Tennessee,66842,1938,259947,"$259,947.44 ",1451516.108,1355877.292,438787,0,0,134.1315789,134.131806,1.000001693,-177.0630464
Cigna Health and Life Insurance Company,Colorado,49375,73019,10208970,"$10,208,969.51 ",49373702.84,43386898,6726533,102929,2799,139.8125146,139.8125078,0.999999952,-11.57857763
Celtic Insurance Company,Texas,29418,55,7716.9,"$7,716.90 ",160526.9,135728.7391,0,0,0,140.3072727,140.3072727,1,450.8756527
"UPMC Health Coverage, Inc. ",Pennsylvania,62560,16156,2366387.54,"$2,366,387.54 ",11152979.75,18564092.16,2217279,114440,,146.4711278,146.4711278,1,-603.0472524
Molina Healthcare of Utah,Utah,18167,2085,311802,"$311,802.19 ",918343.2744,907059,119462,4430,0,149.5453237,149.5454149,1.000000609,-54.00850149
UCare Minnesota,Minnesota,85736,5906,927745,"$927,744.90 ",3267459.07,2734688,804803,4584,,157.0851676,157.0851507,0.999999892,-46.83642567
Capital Advantage Insurance Company,Pennsylvania,82795,21237,3395486.14,"$3,395,486.14 ",18161137.14,18200535,3366395,265067,,159.8853953,159.8853953,1,-172.8520912
Cigna Health and Life Insurance Company,Georgia,50491,20959,3395529,"$3,395,529.35 ",15138760,16033152,2092633,35555,6292,162.0081588,162.0081755,1.000000103,-144.5141467
Independent Health Benefits Corporation,New York,18029,37626,6206051,"$6,203,465.48 ",22941875,18421973,4427991,299233,0,164.9404933,164.871777,0.999583387,-5.510072822
Cigna Health and Life Insurance Company,California,40025,104223,17743437,"$17,743,436.54 ",79400807,71930149,7606778,94800,16499,170.2449267,170.2449223,0.999999974,-2.373938574
CONTRA COSTA MEDICAL SERVICES DBA CONTRA COSTA HEALTH PLAN,California,99483,9787,1753434.57,"$1,753,287.86 ",9187179,8923224,678402,,,179.1595555,179.1445652,0.99991633,-42.34668438
"Oxford Health Plans (NJ), Inc",New Jersey,48834,58243,10751310.14,"$10,751,310.08 ",47365116.8,41148735.29,6006652.42,972727.95,371350.56,184.5940309,184.5940298,0.999999994,-19.47615027
"Capital District Physicians Health Plan, Inc.",New York,94788,45111,8368751,"$8,365,330.23 ",34326660,28267684,6984398,417715,,185.5146417,185.4388116,0.999591245,-29.77404624
Cigna Health and Life Insurance Company,North Carolina,40411,5704,1069805,"$1,069,804.73 ",4548116,3813691,486460,10218,0,187.5534712,187.5534239,0.999999748,41.68075035
BridgeSpan Health Company,Washington,53732,30344,6256017,"$6,256,017.45 ",20660995,17699706,5842582,293665,,206.1698194,206.1698342,1.000000072,-104.6321513
"Molina Healthcare of Washington, Inc.",Washington,84481,17442,3774960,"$3,774,960.62 ",10829330.42,8800956,2318214,41300,0,216.4293086,216.4293441,1.000000164,-18.98518404
"COMPASS COOPERATIVE MUTUAL HEALTH NETWORK, INC.",Arizona,92045,3529,800921,"$800,921.39 ",5579640,5769734.255,751425,38661,0,226.9540946,226.9542052,1.000000487,-277.7501431
"Oxford Health Plans (NY), Inc.",New York,26420,218868,51850553.24,"$51,416,066.70 ",226020393.9,182681607.2,46223351.9,4989316.21,4464484.96,236.9033081,234.9181548,0.991620407,-56.37355104
"Oxford Health Insurance, Inc.",New Jersey,77263,135146,32850777.59,"$32,851,467.14 ",119719466.1,103775430.1,11012969.6,1624867.08,596871.88,243.0762108,243.0813131,1.00002099,20.04741124
Aetna Life Insurance Company,New York,17210,57833,14979978.61,"$14,975,558.90 ",61096541.43,60811431.43,12575653.71,940080.21,678963.5,259.021296,258.944874,0.999704959,-240.5129843
All Savers Insurance Company,Colorado,92137,1794,481970.63,"$481,970.65 ",1882849.34,1661246.86,271932.82,39954.91,0,268.6569844,268.6569955,1.000000041,-50.32622631
Freelancers CO-OP of New Jersey,New Jersey,10191,32684,9029800.73,"$9,029,800.73 ",29807150.73,25023388,3949099,177933,0,276.275876,276.275876,1,20.09334017
Celtic Insurance Company,North Carolina,44007,23,7337.57,"$7,337.57 ",110645.57,2778.496346,0,0,0,319.0247826,319.0247826,1,4689.872768
"HPHC Insurance Company, Inc.",Maine,11593,1796,578794,"$578,793.75 ",1992279,1569550.341,0,0,8791,322.2683742,322.268235,0.999999568,230.4775384
Freedom Life Insurance Company of America,Louisiana,19913,208,72093,"$72,093.27 ",140859,249639,0,0,0,346.6009615,346.6022596,1.000003745,-522.9807692
Community Health Plan of Washington,Washington,18581,30774,11449602.2,"$11,449,602.20 ",33338893.63,30333327,6183643,-76030,0,372.0544031,372.0544031,1,-100.8008829
Cigna Health and Life Insurance Company,South Carolina,54362,1182,447060,"$447,060.31 ",1334456,1252436,77832,1450,0,378.2233503,378.2236125,1.000000693,2.31641286
Aetna Life Insurance Company,New Jersey,89217,20206,8273636.79,"$8,273,636.80 ",23454123.67,25868635.87,2383845.05,196220.54,7961.93,409.4643566,409.4643571,1.000000001,-247.5769435
"Gundersen Health Plan Minnesota, Inc.",Minnesota,70373,79,32683.14,"$32,683.14 ",135444.51,160346,1634,14,,413.7106329,413.7106329,1,-336.0694937
"Denver Health Medical Plan, Inc.",Colorado,66699,5526,2412385,"$2,412,384.60 ",4969317,4647051,1873085,,,436.5517553,436.551683,0.999999834,-280.6404271
"Community First Health Plans, Inc.",Texas,46224,189,88351,"$88,351.39 ",237340,212235,,215,,467.4656085,467.467672,1.000004414,131.6931217
Celtic Insurance Company,Florida,21663,138,126526.23,"$143,355.70 ",445905.64,432959.3592,12799,2483,0,916.8567391,1038.80942,1.133011708,-16.92550145
"Cigna HealthCare of New Jersey, Inc.",New Jersey,41014,231,365525,"$365,525.19 ",737625,1715047,66375,-233,8308,1582.359307,1582.36013,1.00000052,-4553.558442
Freedom Life Insurance Company of America,Mississippi,96734,21,48146,"$48,146.28 ",62384,22926,3314.920705,0,0,2292.666667,2292.68,1.000005816,1721.099014
UnitedHealthcare Insurance Company,Washington,18699,773,-220955.67,$-,62690.13,424179.57,129398.53,6154.77,1.08,-285.8417464,#VALUE!,#VALUE!,-643.0062354
UnitedHealthcare Insurance Company,Alaska,80049,48,-12102.05,$-,22526.83,1236.58,-129.41,413.74,0,-252.1260417,#VALUE!,#VALUE!,437.6233333
"Boston Medical Center Health Plan, Inc.",Massachusetts,82569,24050,-5149610,N/A_MA_Issuer,3001834.417,2332226.708,485355.451,5878.53,,-214.1209979,#VALUE!,#VALUE!,7.416787027
CeltiCare Health Plan of MA,Massachusetts,31234,2472,-481138.18,N/A_MA_Issuer,808766.7995,264952.4377,47684.97269,832.3802323,0,-194.6351861,#VALUE!,#VALUE!,200.3628677
"Minuteman Health, Inc",Massachusetts,73331,13931,-2592718.809,N/A_MA_Issuer,2013768.971,1202727.288,,,,-186.1114643,#VALUE!,#VALUE!,58.21848274
"UnitedHealthcare of Washington, Inc.",Washington,43861,107,-16983.42,$-,30600.09,42943.77,8963.15,297.48,0,-158.7235514,#VALUE!,#VALUE!,-201.9094393
Trustmark Life Insurance Company,Missouri,27401,364,-49295.41,$-,-2244.23,35114.38,0,0,0,-135.4269505,#VALUE!,#VALUE!,-102.633544
Tufts Health Public Plans Inc.,Massachusetts,59763,21869,-2802594,N/A_MA_Issuer,4292624,3306650,918490,32761,0,-128.1537336,#VALUE!,#VALUE!,1.587772646
UnitedHealthcare Insurance Company,Indiana,72850,1149,-142199.44,$-,552498.35,469168.13,76683.98,10948.57,3.84,-123.7593037,#VALUE!,#VALUE!,-3.747754569
UnitedHealthcare Insurance Company,New Mexico,90762,464,-51469.9,$-,157079.95,159386.89,36469.38,3763.11,0.12,-110.9265086,#VALUE!,#VALUE!,-91.68006466
Trustmark Life Insurance Company,California,35305,1478,-132284.52,$-,-6558.53,48046.62014,0,0,0,-89.5023816,#VALUE!,#VALUE!,-36.94529779
UnitedHealthcare Insurance Company,District of Columbia,41842,502,-43017.58,$-,324043.65,-13596163.6,78722.5,-27158.71,274.68,-85.69239044,#VALUE!,#VALUE!,27626.23263
UnitedHealthcare Insurance Company,Oregon,90175,511,-33467.34,$-,245143.34,178416.08,34365.64,4495.14,3,-65.49381605,#VALUE!,#VALUE!,54.52735812
UnitedHealthcare of Texas,Texas,40220,96,-4455.92,$-,82125.76,181760.23,88.1,0,0,-46.41583333,#VALUE!,#VALUE!,-1038.776771
Trustmark Life Insurance Company,Washington,94388,579,-25877.34,$-,14320.52,42578.55757,0,0,0,-44.69316062,#VALUE!,#VALUE!,-48.80490081
Fallon Community Health Plan,Massachusetts,88806,73650,-2370159,N/A_MA_Issuer,27635473.41,25925156.83,2725244,247806,0,-32.18138493,#VALUE!,#VALUE!,-17.14505662
Trustmark Life Insurance Company,Oregon,59129,437,-13431.59,$-,25499.42,15152.59349,0,0,0,-30.73590389,#VALUE!,#VALUE!,23.67694854
UnitedHealthcare Insurance Company,Mississippi,98805,566,-16024.95,$-,244340,178484.19,71438.3,701.06,15.88,-28.31263251,#VALUE!,#VALUE!,-11.12973498
UnitedHealthcare Insurance Company,Kansas,94968,262,-5708.08,$-,148991.18,74288.04,7933.12,1933.89,3.72,-21.78656489,#VALUE!,#VALUE!,247.4519466
"UnitedHealthcare of Wisconsin, Inc.",Wisconsin,80180,452,-5231.27,$-,221471.18,168672.41,60736.64,4381.72,0,-11.57360619,#VALUE!,#VALUE!,-27.25573009
"Health New England, Inc",Massachusetts,34484,26658,-289729,N/A_MA_Issuer,10877393,10507054,2143554,111130.6042,,-10.86836972,#VALUE!,#VALUE!,-70.68593309
UnitedHealthcare Insurance Company,Pennsylvania,23489,3954,-31004.9,$-,1730375.63,2071919.42,218038.48,24556.93,53.32,-7.841401113,#VALUE!,#VALUE!,-147.7472231
"Neighborhood Health Plan, Inc.",Massachusetts,41304,293889,-2128337,N/A_MA_Issuer,120598517.7,100685485.5,17405962,692441,619483,-7.241975712,#VALUE!,#VALUE!,4.0666585
UnitedHealthcare Insurance Company,Michigan,63631,1983,-10895.22,$-,904160.42,666444.5,103803.59,17670.06,27.37,-5.494311649,#VALUE!,#VALUE!,58.60559758
UnitedHealthcare Insurance Company,Arkansas,81392,1964,-8050.47,$-,859320.46,548758.92,112698.95,3007.77,24.15,-4.099017312,#VALUE!,#VALUE!,99.20095214
"HPHC Insurance Company, Inc.",Massachusetts,95878,21557,-73011.84502,N/A_MA_Issuer,11915146.42,8018263.493,877621,63252,63085,-3.386920491,#VALUE!,#VALUE!,134.1988647
"UnitedHealthcare of Arizona, Inc.",Arizona,40702,208,-629.37,$-,144873.23,186764.29,112507.82,8046.7,0,-3.025817308,#VALUE!,#VALUE!,-780.9883654
UnitedHealthcare Insurance Company,Texas,98809,25481,-72124.97,$-,14470158.25,12367212.22,3556480.41,253895.16,313.91,-2.830539225,#VALUE!,#VALUE!,-67.02026804
UnitedHealthcare Insurance Company of Illinois,Illinois,92476,3578,-7829.46,$-,2290096.62,1470998.13,251382.21,44915.16,0,-2.188222471,#VALUE!,#VALUE!,146.1154612
All Savers Insurance Company,Mississippi,26781,81,-168.09,$-,21337,36210.92,9834.77,0.6,0,-2.075185185,#VALUE!,#VALUE!,-305.052963
UnitedHealthcare Insurance Company,Maryland,23620,3219,-6121.42,$-,1673856.66,1316539.32,432492.84,24313.25,19.42,-1.901652687,#VALUE!,#VALUE!,-30.91275862
UnitedHealthcare Insurance Company,Ohio,56726,5787,-10553.98,$-,3009926.8,2752242.21,759005.15,15015.86,75.29,-1.823739416,#VALUE!,#VALUE!,-89.2365146
UnitedHealthcare Insurance Company,Wisconsin,59158,3113,-5257.79,$-,1731159.24,961523.73,212560,30400.87,0.24,-1.688978477,#VALUE!,#VALUE!,169.1854802
UnitedHealthcare Insurance Company,Virginia,25978,2971,-4861.68,$-,1510379,1064726.15,162490.64,17329.41,52.97,-1.636378324,#VALUE!,#VALUE!,89.4580377
UnitedHealthcare Insurance Company,Arizona,82011,10904,-10561.15,$-,5025773.95,4047839,858400.84,39102.36,321.56,-0.96855741,#VALUE!,#VALUE!,7.346862619
UHC of California,California,49116,5622,-4670.62,$-,2832206.57,3398138.4,970662.23,19061.04,0,-0.830775525,#VALUE!,#VALUE!,-276.7084845
UnitedHealthcare Insurance Company,Connecticut,49650,1934,-1194.93,$-,996944.02,-896855.92,116013.05,2265.43,732.35,-0.617854188,#VALUE!,#VALUE!,917.6779266
UnitedHealthcare Insurance Company,Rhode Island,90117,9037,-5364.58,$-,3644522.58,4467752.79,475608.84,100041.56,0,-0.59362399,#VALUE!,#VALUE!,-154.7948003
Optimum Choice Inc.,Maryland,72375,1761,-985.38,$-,1078442.78,679792.29,302093.48,21248.81,0,-0.55955707,#VALUE!,#VALUE!,42.76445202
UnitedHealthcare of New England Inc.,Rhode Island,79881,2469,-639.42,$-,1004240.9,744221.72,99680.3,18381.09,3358.6,-0.258979344,#VALUE!,#VALUE!,56.13575942
UnitedHealthcare Insurance Company,Florida,43839,60049,-6434.88,$-,34632832.39,42186280.01,12171434.65,1240656.62,54558.07,-0.107160486,#VALUE!,#VALUE!,-350.0490759
UnitedHealthcare Insurance Company,Colorado,67879,27168,-2066.1,$-,13520979.47,14539004.6,3214736.14,301687.74,69.88,-0.076049028,#VALUE!,#VALUE!,-166.906614
UnitedHealthcare Insurance Company,Oklahoma,85757,5172,-282.49,$-,2393993.11,1675496.72,490295.72,33081.81,21.99,-0.054619103,#VALUE!,#VALUE!,37.72174594
UnitedHealthcare Insurance Company,California,95677,12461,-414.46,$-,5989028.92,6042728.3,1222924.82,113317.8,11.88,-0.033260573,#VALUE!,#VALUE!,-111.5443287
UnitedHealthcare Insurance Company of the River Valley,Tennessee,10958,1668,0,$-,689451.78,547207.82,93755.84,20994.41,0,0,#VALUE!,#VALUE!,16.48303957
Federated Mutual Insurance Company,Indiana,11104,17,0,$-,10833.64,1163.2,0,0,0,0,#VALUE!,#VALUE!,568.8494118
Federated Mutual Insurance Company,Virginia,13433,6,0,$-,8766,27.2,0,0,0,0,#VALUE!,#VALUE!,1456.466667
UnitedHealthcare Insurance Company,Georgia,13535,565,0,$-,373157.79,778206.44,453196.25,7021.26,58.32,0,#VALUE!,#VALUE!,-1531.547752
Horizon Healthcare of New Jersey,New Jersey,13953,40718,,$-,28268989,30102066,4024659,548944,,0,#VALUE!,#VALUE!,-157.3426986
Aetna Life Insurance Company,Louisiana,14030,1243,0,$-,566848.84,503613.04,49103.49,3052.94,0,0,#VALUE!,#VALUE!,8.913411102
"Coventry Health Care of Delaware, Inc.",Maryland,14468,924,0,$-,347540,292024.3,48295.24,4781.51,0,0,#VALUE!,#VALUE!,2.639556277
"Anthem Health Plans of Virginia, Inc.",Virginia,16064,2049418,0,$-,516918429,412288187.5,56768595.55,9043755.433,0,0,#VALUE!,#VALUE!,18.94093373
Pekin Life Insurance Company,Illinois,18389,114,,$-,2258,5045,,,,0,#VALUE!,#VALUE!,-24.44736842
Aetna Health Inc. (a Pennsylvania corporation),Nevada,19298,61,0,$-,17805.95,13086.15,12630.25,2980.84,0,0,#VALUE!,#VALUE!,-178.5457377
HealthPartners Insurance Company,Wisconsin,20173,82,,$-,46000,79000,9000,1000,,0,#VALUE!,#VALUE!,-524.3902439
Aetna Health of California Inc.,California,20523,4418,0,$-,2132725.05,3347533.76,920686.73,115737.25,0,0,#VALUE!,#VALUE!,-509.5592327
Aetna Life Insurance Company,South Carolina,22369,21234,0,$-,5094293.65,4037360.15,579410.88,46328.22,0,0,#VALUE!,#VALUE!,20.306791
UnitedHealthcare Insurance Company of the River Valley,Arkansas,22732,188,0,$-,70747.68,51003.59,19219.76,1882.1,0,0,#VALUE!,#VALUE!,-7.222180851
"Madison National Life Insurance Company, Inc.",Arizona,23029,14965,,$-,2097652,1019927,65410,,,0,#VALUE!,#VALUE!,67.64550618
Cigna Health and Life Insurance Company,New Jersey,23458,18,0,$-,3382,-11676,44,144,1,0,#VALUE!,#VALUE!,826.0555556
