Name,State,HIOS,MMI,ERAI,ARAI,Premium,Loss1,Loss2,Loss3,Loss4,ERAIPMM,ARAIPMM,Diff,TotalLoss
Humana Insurance Company,Kentucky,49372,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Mutual of Omaha Insurance Company,Virginia,49428,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
AMERICAN FIDELITY ASSURANCE COMPANY,Mississippi,49520,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Madison National Life Insurance Company, Inc.",Montana,49669,,,$-,0,0,0,,,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
"Humana Medical Plan, Inc. ",North Carolina,49700,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Physicians Benefits Trust Life Insurance Company,Illinois,49761,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
John Alden Life Insurance Company,Vermont,49765,0,0,,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United American Insurance Co,Wisconsin,49830,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Humana Health Plan, Inc.",Kansas,49857,,,$-,0,0,,,,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
US Health and Life Insurance Company,Ohio,49861,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Connecticut General Life Insurance Company,Vermont,50038,0,0,,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Fidelity Life Insurance Company,Michigan,50140,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
TransAmerica Premier Life Insurance,Oklahoma,50201,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Central United Life Insurance Company,Florida,50237,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"UnitedHealthcare of the Midwest, Inc.",Kansas,50274,0,0,,-2066.42,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Madison National Life Insurance Company, Inc.",West Virginia,50330,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Philadelphia American Life Insurance Company,Washington,50346,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Standard Security Life Insurance Company of New York,Indiana,50442,,,$-,0,0,,,,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
Globe Life and Accident Insurance Co,North Dakota,50474,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Income Life Insurance Co,Minnesota,50514,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The Prudential Insurance Company of America,Guam,50544,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Philadelphia American Life Insurance Company,Colorado,50598,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Trustmark Insurance Company,Alabama,50621,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Transamerica Life Insurance Company,Nebraska,50713,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Hartford Life and Annuity Insurance Company,California,50786,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American States Insurance Company,Arkansas,50823,,,,,14824.71,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United American Insurance Co,Kentucky,50889,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Heritage Life Insurance Company,California,50931,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Fidelity Life Insurance Company,Alaska,50970,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American States Insurance Company,Ohio,51184,,,,,30110.17,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Reliance Standard Life Insurance Company,Virginia,51207,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Liberty National Life Insurance Co,Oregon,51217,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Reserve National Insurance Company,Wyoming,51270,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
TransAmerica Premier Life Insurance,New Mexico,51368,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The Prudential Insurance Company of America,Florida,51440,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Pekin Life Insurance Company,Iowa,51474,,,$-,0,0,,,,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
Unimerica Insurance Company,Illinois,51571,0,0,,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Liberty National Life Insurance Co,West Virginia,51573,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Connecticut General Life Insurance Company,Ohio,51750,0,0,,0,-2466,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Transamerica Life Insurance Company,Tennessee,51875,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Fidelity Life Insurance Company,Illinois,51922,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Kanawha Insurance Company ,North Dakota,51950,0,,,95,168,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Humana Insurance Company,Iowa,51965,,,,0,0,0,0,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Unified Life Insurance Company,Rhode Island,52055,0,0,,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The Prudential Insurance Company of America,Texas,52061,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Philadelphia American Life Insurance Company,Massachusetts,52125,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Cigna Health and Life Insurance Company,Illinois,52129,0,0,,0,289,0,1,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Sanford Health Plan of Minnesota,Minnesota,52346,,,$-,0,0,,,,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
Central United Life Insurance Company,Mississippi,52437,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Philadelphia American Life Insurance Company,North Dakota,52439,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Thrivent Financial for Lutherans,New Jersey,52450,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United American Insurance Co,Nevada,52543,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Connecticut General Life Insurance Company,Idaho,52580,0,0,,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
All Savers Insurance Company,Michigan,52670,0,0,$-,0,0,0,0,0,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
American Heritage Life Insurance Company,Puerto Rico,52692,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Labor Life Insurance Company,Massachusetts,52694,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Presbyterian Insurance Company, Inc.",New Mexico,52744,0,0,$-,0,0,0,0,0,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
Trustmark Insurance Company,Maryland,52754,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Heritage Life Insurance Company,Michigan,52936,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Income Life Insurance Co,Mississippi,52981,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Santa Cruz-Monterey-Merced  Managed Medical Care Commission,California,53011,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United Teachers Associates,South Dakota,53026,0,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Humana Health Plan, Inc.",Idaho,53096,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
New York Life Insurance Company,Wisconsin,53157,0,0,,0,-80112,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The Prudential Insurance Company of America,Kentucky,53377,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United Teachers Associates,Utah,53413,0,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
New York Life Insurance Company,New York,53428,0,0,,0,-398258,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Investors Life Insurance Company of North America,Minnesota,53516,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Trustmark Insurance Company,Montana,53552,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Nippon Life Insurance Company of America,Illinois,53586,,,$-,,,,,,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
"Educators Health Plans Life, Accident, and Health, Inc",Arizona,53613,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The Prudential Insurance Company of America,South Carolina,53617,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Connecticut General Life Insurance Company,Kentucky,53769,0,0,,462,81,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Security Insurance Company,South Dakota,53828,0,0,,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
New Era Life Insurance Company of the MidWest,Kentucky,53841,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Cigna HealthCare of Illinois, Inc.",Illinois,53882,0,0,,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Celtic Insurance Company,Alabama,53932,0,0,,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Security Insurance Company,Washington,54015,0,0,,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Republic Insurance Company,Maryland,54132,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Cigna Health and Life Insurance Company,Puerto Rico,54348,0,0,,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Heritage Life Insurance Company,Kentucky,54437,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Thrivent Financial for Lutherans,South Carolina,54551,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
TransAmerica Premier Life Insurance,New Jersey,54616,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Reserve National Insurance Company,Kansas,54685,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Security Insurance Company,Maine,54870,0,0,,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Reliance Standard Life Insurance Company,Nebraska,54890,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United American Insurance Co,Washington,54918,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Income Life Insurance Co,Wisconsin,54974,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Madison National Life Insurance Company, Inc.",Indiana,55086,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Humana Wisconsin Health Organization Insurance Corporation,Wisconsin,55103,,,$-,0,0,0,0,,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
Connecticut General Life Insurance Company,Rhode Island,55109,0,0,,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Emphesys Insurance Company,Arizona,55221,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The Prudential Insurance Company of America,Vermont,55232,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Republic Insurance Company,Virginia,55236,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
New Era Life Insurance Company,Michigan,55288,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
New Era Life Insurance Company of the MidWest,Alabama,55318,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The Prudential Insurance Company of America,Minnesota,55413,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Fidelity Life Insurance Company,Minnesota,55459,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
New York Life Insurance Company,Nevada,55550,0,0,,0,-28081,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Globe Life and Accident Insurance Co,Utah,55561,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The Prudential Insurance Company of America,California,55563,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Reliance Standard Life Insurance Company,West Virginia,55565,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Madison National Life Insurance Company, Inc.",California,55599,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Republic Insurance Company,Indiana,55720,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
New Era Life Insurance Company,North Carolina,55731,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Reserve National Insurance Company,Maine,55862,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
AMERICAN FIDELITY ASSURANCE COMPANY,Washington,55895,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Illinois Mutual Life Insurance Company,Georgia,56020,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Nippon Life Insurance Company of America,Ohio,56073,,,$-,,,,,,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
AMERICAN FIDELITY ASSURANCE COMPANY,Massachusetts,56122,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Fidelity Life Insurance Company,Connecticut,56139,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Unified Life Insurance Company,Colorado,56207,0,0,,2389.71,712.86,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Trustmark Insurance Company,New Hampshire,56258,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Coventry Health & Life Insurance Company,South Carolina,56262,0,0,$-,0,0,0,0,0,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
Union Labor Life Insurance Company,Minnesota,56361,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
AMERICAN FIDELITY ASSURANCE COMPANY,Kansas,56374,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
New Era Life Insurance Company,Ohio,56456,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Philadelphia American Life Insurance Company,Minnesota,56473,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Philadelphia American Life Insurance Company,South Dakota,56522,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Transamerica Life Insurance Company,Kentucky,56552,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Reserve National Insurance Company,Missouri,56617,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Transamerica Life Insurance Company,Virginia,56644,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Family Insurance Company,Ohio,56652,0,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Hawaii Management Alliance Association,Hawaii,56682,,,$-,,,,,,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
Globe Life and Accident Insurance Co,Nevada,56733,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Liberty National Life Insurance Co,South Carolina,56753,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Cigna Health and Life Insurance Company,Mississippi,56766,0,0,,0,-275,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Trustmark Insurance Company,Tennessee,56818,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"County of Ventura, dba Ventura County Health Care Plan",California,56887,,,$-,0,0,,,,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
United American Insurance Co,Missouri,56900,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United American Insurance Co,Montana,56961,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Unified Life Insurance Company,Wisconsin,57002,0,0,,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Cigna Health and Life Insurance Company,Delaware,57017,0,0,,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Central United Life Insurance Company,Virginia,57035,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
US Health and Life Insurance Company,Texas,57125,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Standard Security Life Insurance Company of New York,Michigan,57141,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United Teachers Associates,New Mexico,57318,0,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Fidelity Life Insurance Company,New Mexico,57365,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
TransAmerica Premier Life Insurance,Alabama,57417,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Central United Life Insurance Company,Louisiana,57422,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Labor Life Insurance Company,District of Columbia,57837,0,,,0,33503,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Aetna Health Inc. (a Pennsylvania corporation),Kansas,57850,0,0,$-,0,133.99,0,0,0,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
Philadelphia American Life Insurance Company,Maryland,57872,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Globe Life and Accident Insurance Co,Alabama,57898,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Central United Life Insurance Company,North Dakota,57906,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Celtic Insurance Company,Utah,57916,0,0,,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Humana Health Plan, Inc.",Alabama,58003,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Income Life Insurance Co,Illinois,58021,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Heritage Life Insurance Company,Vermont,58082,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Companion Life Insurance Company of NY,New York,58084,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American States Insurance Company,Georgia,58135,,,,,5383.2,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Aetna Life Insurance Company,Hawaii,58275,0,0,,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The Prudential Insurance Company of America,Illinois,58374,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Heritage Life Insurance Company,North Carolina,58398,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The Prudential Insurance Company of America,Arkansas,58440,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Unified Life Insurance Company,Arizona,58493,0,0,,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
TransAmerica Premier Life Insurance,Nevada,58559,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Thrivent Financial for Lutherans,Idaho,58606,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United States Branch of the Sun Life Assurance Company of Canada,Illinois,58643,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Companion Life Insurance Company,Alaska,58670,,,,304,0,313,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Reserve National Insurance Company,Oklahoma,58780,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Globe Life and Accident Insurance Co,Massachusetts,58790,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Transamerica Life Insurance Company,Georgia,58826,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Medical Benefits Mutual Life Insurance Co.,West Virginia,58833,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Mutual of Omaha Insurance Company,Pennsylvania,58929,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Labor Life Insurance Company,Georgia,58966,,,,0,207,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Thrivent Financial for Lutherans,Connecticut,58982,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
US Health and Life Insurance Company,Michigan,58996,,,$-,,,,,,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
Standard Security Life Insurance Company of New York,Arizona,59096,,,$-,0,0,,,,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
Transamerica Life Insurance Company,Hawaii,59128,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Nippon Life Insurance Company of America,Michigan,59140,,,$-,,,,,,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
Central United Life Insurance Company,Montana,59170,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Madison National Life Insurance Company, Inc.",Illinois,59311,,,$-,0,0,,,,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
Thrivent Financial for Lutherans,North Dakota,59321,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Trustmark Insurance Company,Texas,59454,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Globe Life and Accident Insurance Co,Kentucky,59500,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Liberty National Life Insurance Co,Louisiana,59512,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
TransAmerica Premier Life Insurance,Oregon,59578,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Trustmark Insurance Company,New York,59625,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Educators Mutual Insurance Association,Utah,59682,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Security Insurance Company,Connecticut,59696,0,0,,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Liberty Mutual Insurance Company,Minnesota,59727,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Globe Life and Accident Insurance Co,South Carolina,59745,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
THP Insurance Company,West Virginia,59772,0,0,$-,0,0,0,0,0,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
United Teachers Associates,West Virginia,59788,0,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American General Life Insurance Company,Wisconsin,59810,0,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Reliance Standard Life Insurance Company,Illinois,59928,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
AMERICAN FIDELITY ASSURANCE COMPANY,Colorado,59970,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Mid-West National Life Insurance Company of Tennessee,Utah,59996,0,0,,682,75.45240559,89.60628867,67.80066076,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Reliance Standard Life Insurance Company,Minnesota,60190,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
New Era Life Insurance Company,Alaska,60200,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Standard Life and Accident Insurance Company,Wyoming,60250,0,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Heritage Life Insurance Company,Alaska,60269,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Illinois Mutual Life Insurance Company,Missouri,60296,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Central United Life Insurance Company,Idaho,60303,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Income Life Insurance Co,Alaska,60467,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Connecticut General Life Insurance Company,Alabama,60561,0,0,,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Heritage Life Insurance Company,Wisconsin,60562,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Thrivent Financial for Lutherans,New York,60589,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Security Insurance Company,Iowa,60690,0,0,,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Cigna Health and Life Insurance Company,South Dakota,60694,0,0,,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Standard Security Life Insurance Company of New York,Louisiana,60737,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Heritage Life Insurance Company,Oregon,60752,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Heritage Life Insurance Company,Maine,60757,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Washington National Insurance Company,Massachusetts,60767,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
UnitedHealthcare of New England Inc.,New Hampshire,60785,0,0,,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Kaiser Permanente Insurance Company,Kansas,60861,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Reserve National Insurance Company,Arkansas,61124,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Republic Insurance Company,Kentucky,61160,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Central United Life Insurance Company,Kentucky,61191,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Cigna Health and Life Insurance Company,Wyoming,61357,0,0,,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Heritage Life Insurance Company,Arizona,61695,,,,0,0,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MVP Health Insurance Company,New York,61719,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
