Name,State,HIOS,MMI,ERAI,ARAI,Premium,Loss1,Loss2,Loss3,Loss4,ERAIPMM,ARAIPMM,Diff,TotalLoss
Aetna Life Insurance Company,Washington,34673,216.00,0.00,$-,80459.49,41364.93,9029.95,2195.38,0.00,0.00,#VALUE!,#VALUE!,129.02
"UnitedHealthcare of Louisiana, Inc.",Louisiana,38499,28.00,0.00,$-,13644.49,6788.66,85.72,307.03,0.00,0.00,#VALUE!,#VALUE!,230.82
Aetna Life Insurance Company,Wisconsin,38752,32.00,0.00,$-,6688.06,8703.70,9505.96,-497.17,0.00,0.00,#VALUE!,#VALUE!,-344.51
Federated Mutual Insurance Company,Georgia,38835,91.00,0.00,$-,52560.40,204532.76,0.00,0.00,0.00,0.00,#VALUE!,#VALUE!,-1670.03
Medica Insurance Company,North Dakota,39364,18289.00,,$-,3887599.05,2289058.85,,,,0.00,#VALUE!,#VALUE!,87.40
Standard Security Life Insurance Company of New York,Illinois,40448,358.00,,$-,110389.00,35600.00,1354.00,,,0.00,#VALUE!,#VALUE!,205.13
Bluegrass Family Health,Kentucky,40586,82.00,,$-,28409.00,53958.00,16780.00,1857.00,,0.00,#VALUE!,#VALUE!,-538.85
Aetna Life Insurance Company,California,40733,63292.00,0.00,$-,20873877.21,13984397.10,2560306.69,121047.73,57.33,0.00,#VALUE!,#VALUE!,66.49
John Alden Life Insurance Company,Tennessee,40778,2749.00,0.00,$-,807519.00,409453.00,64251.00,5887.00,0.00,0.00,#VALUE!,#VALUE!,119.29
John Alden Life Insurance Company,Florida,41240,3453.00,0.00,$-,1421757.00,1027365.00,27927.00,6062.00,0.00,0.00,#VALUE!,#VALUE!,104.37
All Savers Insurance Company,Florida,42204,138.00,0.00,$-,53914.60,25262.61,11639.99,39.46,0.00,0.00,#VALUE!,#VALUE!,122.99
UnitedHealthcare of Illinois Inc,Illinois,42529,21.00,0.00,$-,7232.25,10151.15,0.00,0.00,0.00,0.00,#VALUE!,#VALUE!,-139.00
"UnitedHealthcare of Georgia, Inc. ",Georgia,43802,178.00,0.00,$-,134296.41,43101.27,27356.66,2961.38,0.00,0.00,#VALUE!,#VALUE!,342.01
"Empire HealthChoice Assurance, Inc.",New York,44113,13522.00,0.00,$-,-699927.00,91269.05,604113.52,12041.66,0.00,0.00,#VALUE!,#VALUE!,-104.08
"UnitedHealthcare of Ohio, Inc",Kentucky,45920,350.00,0.00,$-,129781.03,80792.11,9162.45,4279.15,0.00,0.00,#VALUE!,#VALUE!,101.56
UnitedHealthcare Insurance Company,Montana,46621,48.00,0.00,$-,60043.96,18348.40,11015.31,2520.93,0.96,0.00,#VALUE!,#VALUE!,586.63
Aetna Life Insurance Company,Missouri,48161,21388.00,0.00,$-,5272812.75,4227374.61,812320.39,68909.44,5.46,0.00,#VALUE!,#VALUE!,7.68
John Alden Life Insurance Company,West Virginia,48421,1816.00,0.00,$-,550845.00,288234.00,17693.00,3224.00,-112.00,0.00,#VALUE!,#VALUE!,133.15
Standard Security Life Insurance Company of New York,Iowa,48569,35.00,,$-,8619.00,598.00,250.00,,,0.00,#VALUE!,#VALUE!,222.03
"Inter-County Hospitalization Plan, Inc",Pennsylvania,48788,1266.00,0.00,$-,54329.00,70633.00,0.00,0.00,0.00,0.00,#VALUE!,#VALUE!,-12.88
John Alden Life Insurance Company,Missouri,49221,10684.00,0.00,$-,2697507.00,1316404.00,85584.00,14525.00,0.00,0.00,#VALUE!,#VALUE!,119.90
"Madison National Life Insurance Company, Inc.",Montana,49669,12652.00,,$-,1995921.00,1855172.00,35004.00,,,0.00,#VALUE!,#VALUE!,8.36
UnitedHealthcare Insurance Company,Wyoming,49714,232.00,0.00,$-,144098.80,161034.69,102400.63,1937.90,5.96,0.00,#VALUE!,#VALUE!,-522.76
John Alden Life Insurance Company,Alabama,49771,352.00,0.00,$-,152195.00,28213.00,2633.00,412.00,0.00,0.00,#VALUE!,#VALUE!,343.57
John Alden Life Insurance Company,Mississippi,49900,1360.00,0.00,$-,455308.00,145769.00,18504.00,2196.00,0.00,0.00,#VALUE!,#VALUE!,212.38
Aetna Health Inc. (a New York corporation),New York,50138,13383.00,0.00,$-,17046615.96,1853167.04,12149288.20,398438.38,-18932520.82,0.00,#VALUE!,#VALUE!,1612.36
John Alden Life Insurance Company,Georgia,50313,8512.00,0.00,$-,2413676.00,566719.00,88625.00,15538.00,0.00,0.00,#VALUE!,#VALUE!,204.75
Standard Security Life Insurance Company of New York,Indiana,50442,50.00,,$-,1397.00,1208.00,352.00,,,0.00,#VALUE!,#VALUE!,-3.26
John Alden Life Insurance Company,Ohio,50498,8221.00,0.00,$-,2272683.00,993048.00,93822.00,13431.00,-9.00,0.00,#VALUE!,#VALUE!,142.61
"Medical Associates Health Plan, Inc",Iowa,50735,12.00,,$-,16023.00,30588.00,,,,0.00,#VALUE!,#VALUE!,-1213.75
Coventry Health & Life Insurance Company,Iowa,51820,24.00,0.00,$-,11844.00,1828.41,1109.28,104.40,0.00,0.00,#VALUE!,#VALUE!,366.75
John Alden Life Insurance Company,Arkansas,51826,742.00,0.00,$-,304375.00,89560.00,8944.00,1851.00,0.00,0.00,#VALUE!,#VALUE!,274.96
UnitedHealthcare Insurance Company,New Hampshire,51889,69.00,0.00,$-,47865.34,4203.67,2931.83,664.79,1.20,0.00,#VALUE!,#VALUE!,580.64
John Alden Life Insurance Company,Idaho,52156,429.00,0.00,$-,112095.00,5292.00,8.00,178.00,-1747.00,0.00,#VALUE!,#VALUE!,252.60
"Presbyterian Insurance Company, Inc.",New Mexico,52744,29.00,0.00,$-,-2388.00,59059.34,7677.00,48820.00,0.00,0.00,#VALUE!,#VALUE!,-4067.05
Aetna Life Insurance Company,Maine,53357,2112.00,0.00,$-,747041.72,606396.93,170624.46,24594.06,5546.38,0.00,#VALUE!,#VALUE!,-28.47
UnitedHealthcare Insurance Company of New York,New York,54297,3852.00,0.00,$-,1340809.26,3373064.67,59263.39,13161.95,113417.17,0.00,#VALUE!,#VALUE!,-575.83
"UnitedHealthcare of North Carolina, Inc.",North Carolina,54332,1371.00,0.00,$-,851252.04,923393.68,505836.39,15180.61,0.00,0.00,#VALUE!,#VALUE!,-432.65
"UnitedHealthcare Plan of the River Valley, Inc.",Iowa,56610,1351.00,0.00,$-,541263.93,213353.63,57737.55,10630.24,0.00,0.00,#VALUE!,#VALUE!,192.11
John Alden Life Insurance Company,Illinois,57020,9135.00,0.00,$-,3239533.00,2057822.00,122186.00,16290.00,0.00,0.00,#VALUE!,#VALUE!,114.20
"Anthem Health Plans of New Hampshire, Inc.",New Hampshire,57601,214340.00,0.00,$-,71646370.00,49031339.24,4381474.39,595549.46,0.00,0.00,#VALUE!,#VALUE!,82.29
Medica Insurance Company,Wisconsin,57637,12941.00,,$-,2668847.69,1645106.38,,,,0.00,#VALUE!,#VALUE!,79.11
UnitedHealthcare Insurance Company,South Carolina,57860,2797.00,0.00,$-,1549433.20,1348914.69,402416.30,16002.39,42.18,0.00,#VALUE!,#VALUE!,-77.92
"UnitedHealthcare Plan of the River Valley, Inc.",Illinois,58239,115.00,0.00,$-,68261.06,24415.27,347.27,622.30,0.00,0.00,#VALUE!,#VALUE!,372.84
John Alden Life Insurance Company,Texas,58483,13294.00,0.00,$-,5351371.00,2632535.00,308370.00,34485.00,0.00,0.00,#VALUE!,#VALUE!,178.73
John Alden Life Insurance Company,Pennsylvania,58819,5795.00,0.00,$-,1832601.00,611247.00,60013.00,5878.00,-13.00,0.00,#VALUE!,#VALUE!,199.39
Aetna Health Inc. (a Texas corporation),Texas,58840,483.00,0.00,$-,165433.42,146041.45,30222.49,3282.90,0.00,0.00,#VALUE!,#VALUE!,-29.22
"Harvard Pilgrim Health Care of New England, Inc.",New Hampshire,59025,168.00,0.00,$-,237043.00,122555.08,1421.00,99.00,594.00,0.00,#VALUE!,#VALUE!,668.89
Standard Security Life Insurance Company of New York,Arizona,59096,2131.00,,$-,346061.00,307990.00,16446.00,,,0.00,#VALUE!,#VALUE!,10.15
"Madison National Life Insurance Company, Inc.",Illinois,59311,275.00,,$-,52150.00,4778.00,882.00,,,0.00,#VALUE!,#VALUE!,169.05
United Healthcare Life Insurance Company,Alabama,59809,51.00,0.00,$-,50860.34,90867.33,73861.03,3672.73,0.00,0.00,#VALUE!,#VALUE!,-2304.72
Federated Mutual Insurance Company,Minnesota,60769,469.00,0.00,$-,218512.13,325550.86,0.00,0.00,0.00,0.00,#VALUE!,#VALUE!,-228.23
UnitedHealthcare Insurance Company,Delaware,61021,486.00,0.00,$-,244000.03,142067.59,164986.17,6039.29,10.28,0.00,#VALUE!,#VALUE!,-142.19
Aetna Health Inc. (a Pennsylvania corporation),North Carolina,61671,115.00,0.00,$-,30422.87,157869.36,135270.22,7110.35,0.00,0.00,#VALUE!,#VALUE!,-2346.32
United Healthcare Life Insurance Company,Mississippi,61794,494.00,0.00,$-,477425.83,487165.34,172225.81,11436.63,0.00,0.00,#VALUE!,#VALUE!,-391.50
John Alden Life Insurance Company,Alaska,62637,1557.00,0.00,$-,639157.00,210481.00,7645.00,1977.00,-813.00,0.00,#VALUE!,#VALUE!,269.66
Independence American Insurance Company,Montana,63342,506.00,,$-,120674.00,49020.00,325.00,,,0.00,#VALUE!,#VALUE!,140.97
"Blue Cross and Blue Shield of Georgia, Inc.",Georgia,63411,416561.00,0.00,$-,162775981.00,126568608.80,34047094.36,4190596.23,0.00,0.00,#VALUE!,#VALUE!,-4.87
Allegian Insurance Company,Texas,63509,1512.00,,$-,304314.00,360977.00,62909.00,10668.00,,0.00,#VALUE!,#VALUE!,-86.14
UnitedHealthcare Insurance Company of the River Valley,South Carolina,64146,2187.00,0.00,$-,881543.74,611793.83,119495.15,27603.56,0.00,0.00,#VALUE!,#VALUE!,56.08
John Alden Life Insurance Company,Montana,64206,7356.00,0.00,$-,2049902.00,1432390.00,91799.00,8125.00,-1029.00,0.00,#VALUE!,#VALUE!,70.50
Federated Mutual Insurance Company,Illinois,66143,12.00,0.00,$-,14551.92,8568.05,0.00,0.00,0.00,0.00,#VALUE!,#VALUE!,498.66
"UnitedHealthcare of Utah, Inc.",Utah,66413,30.00,0.00,$-,12290.40,76818.63,7473.39,0.00,0.00,0.00,#VALUE!,#VALUE!,-2400.05
Aetna Health Inc. (a Pennsylvania corporation),Maryland,66516,615.00,0.00,$-,227103.82,417725.30,92758.05,6962.19,0.00,0.00,#VALUE!,#VALUE!,-472.10
John Alden Life Insurance Company,Oklahoma,67088,2907.00,0.00,$-,972658.00,446500.00,64729.00,6596.00,0.00,0.00,#VALUE!,#VALUE!,156.46
Aetna Health Inc. (a Pennsylvania corporation),Delaware,67190,138.00,0.00,$-,77164.64,323311.26,119899.40,1056.98,0.00,0.00,#VALUE!,#VALUE!,-2660.17
John Alden Life Insurance Company,Iowa,67580,2843.00,0.00,$-,987357.00,518108.00,189429.00,6697.00,0.00,0.00,#VALUE!,#VALUE!,96.07
"UnitedHealthcare of Alabama, Inc",Alabama,68259,24.00,0.00,$-,9505.08,364.77,0.00,229.75,0.00,0.00,#VALUE!,#VALUE!,371.27
"UnitedHealthcare of Florida, Inc.",Florida,68398,8953.00,0.00,$-,5326480.94,6733998.30,3325497.11,337830.74,657.34,0.00,#VALUE!,#VALUE!,-566.46
Coventry Health & Life Insurance Company,Maryland,68541,39643.00,0.00,$-,4558207.00,3778298.23,458698.44,34992.07,0.00,0.00,#VALUE!,#VALUE!,7.22
UnitedHealthcare Insurance Company,Alabama,69461,784.00,0.00,$-,345343.28,213507.56,29270.45,-516.46,8.57,0.00,#VALUE!,#VALUE!,131.47
UnitedHealthcare Insurance Company,Louisiana,69842,10105.00,0.00,$-,3861980.29,2746353.57,136434.99,2268.92,33.77,0.00,#VALUE!,#VALUE!,96.67
Aetna Life Insurance Company,Maryland,70767,40223.00,0.00,$-,8177638.70,7261502.09,1282188.71,82578.21,65.88,0.00,#VALUE!,#VALUE!,-11.16
"Oxford Health Plans (CT), Inc",Connecticut,71179,1336.00,0.00,$-,975602.14,911348.93,236149.61,31414.32,0.00,0.00,#VALUE!,#VALUE!,-152.18
John Alden Life Insurance Company,Wyoming,72208,4031.00,0.00,$-,1479160.00,885947.00,18278.00,3760.00,0.00,0.00,#VALUE!,#VALUE!,141.70
UnitedHealthcare Insurance Company,Nebraska,73102,520.00,0.00,$-,255441.55,143599.60,19070.52,-60.61,4.09,0.00,#VALUE!,#VALUE!,178.52
Standard Security Life Insurance Company of New York,South Carolina,73714,1694.00,,$-,356670.00,125684.00,4465.00,,,0.00,#VALUE!,#VALUE!,133.72
John Alden Life Insurance Company,Arizona,73893,4129.00,0.00,$-,1460642.00,290994.00,32292.00,7105.00,0.00,0.00,#VALUE!,#VALUE!,273.73
Aetna Health Inc. (a Pennsylvania corporation),District of Columbia,73987,44.00,0.00,$-,22061.26,62500.78,2635.57,14103.05,0.00,0.00,#VALUE!,#VALUE!,-1299.50
Optimum Choice Inc.,District of Columbia,75753,146.00,0.00,$-,96830.42,41721.66,5510.99,1366.55,0.00,0.00,#VALUE!,#VALUE!,330.35
Coventry Health & Life Insurance Company,Florida,76089,79654.00,0.00,$-,13570204.00,11566437.26,2354985.02,136155.19,0.00,0.00,#VALUE!,#VALUE!,-6.12
Aetna Health Inc. (a Pennsylvania corporation),Oklahoma,76275,152.00,0.00,$-,62449.89,36056.35,2656.89,816.61,0.00,0.00,#VALUE!,#VALUE!,150.79
Standard Security Life Insurance Company of New York,North Carolina,76871,374.00,,$-,99285.00,90366.00,5727.00,,,0.00,#VALUE!,#VALUE!,8.53
UnitedHealthcare Insurance Company,West Virginia,77060,629.00,0.00,$-,376802.06,539608.89,257445.71,30387.61,14.07,0.00,#VALUE!,#VALUE!,-716.46
Aetna Health Inc. (a Pennsylvania corporation),Arizona,78611,269.00,0.00,$-,124103.36,119110.44,11530.26,592.97,0.00,0.00,#VALUE!,#VALUE!,-26.51
John Alden Life Insurance Company,Delaware,78960,342.00,0.00,$-,100254.00,41071.00,3913.00,986.00,0.00,0.00,#VALUE!,#VALUE!,158.73
Pekin Life Insurance Company,Indiana,79828,12.00,,$-,-23465.00,4154.00,,,,0.00,#VALUE!,#VALUE!,-2301.58
John Alden Life Insurance Company,Michigan,79970,11153.00,0.00,$-,2644817.00,1637389.00,158244.00,13525.00,-7174.00,0.00,#VALUE!,#VALUE!,75.57
Federated Mutual Insurance Company,Pennsylvania,80148,12.00,0.00,$-,2315.92,0.00,0.00,0.00,0.00,0.00,#VALUE!,#VALUE!,192.99
John Alden Life Insurance Company,Nebraska,80698,4014.00,0.00,$-,1242707.00,870915.00,39375.00,4694.00,0.00,0.00,#VALUE!,#VALUE!,81.64
"Neighborhood Health Partnership, Inc.",Florida,80779,10782.00,0.00,$-,6045795.35,6242101.24,1536876.64,196428.95,0.00,0.00,#VALUE!,#VALUE!,-178.97
Humana Insurance Company,Nebraska,81966,6.00,,$-,1287.24,-117952.07,-0.25,,7.00,0.00,#VALUE!,#VALUE!,19872.09
"Madison National Life Insurance Company, Inc.",Texas,82595,1731.00,,$-,367694.00,411649.00,19807.00,,,0.00,#VALUE!,#VALUE!,-36.84
Aetna Health Inc. (a Georgia corporation),Georgia,82824,3607.00,0.00,$-,1856518.66,2757745.26,1733699.03,96911.72,0.00,0.00,#VALUE!,#VALUE!,-757.37
Aetna Health Inc. (a New Jersey corporation),New Jersey,82884,20390.00,0.00,$-,9989357.03,10066725.20,3914809.39,370177.81,39553.12,0.00,#VALUE!,#VALUE!,-215.89
Aetna Life Insurance Company,Kansas,84600,4206.00,0.00,$-,973126.74,433125.62,84170.21,6478.87,0.00,0.00,#VALUE!,#VALUE!,106.84
Aetna Health Inc. (a Pennsylvania corporation),Ohio,84867,788.00,0.00,$-,435218.32,892597.89,723821.74,10516.46,0.00,0.00,#VALUE!,#VALUE!,-1512.33
"Innovation Health Plan, Inc.",Virginia,86443,264.00,0.00,$-,67119.37,32291.15,3598.13,311.02,0.00,0.00,#VALUE!,#VALUE!,117.12
"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",Colorado,87269,751693.00,0.00,$-,209852947.50,158902637.20,19790719.19,2230721.53,0.00,0.00,#VALUE!,#VALUE!,38.48
John Alden Life Insurance Company,Nevada,87446,1849.00,0.00,$-,699059.00,265966.00,26322.00,5896.00,-705.00,0.00,#VALUE!,#VALUE!,217.19
CommunityCare Life & Health Insurance Company,Oklahoma,87698,2310.00,,$-,590467.00,432452.00,125482.00,4384.00,,0.00,#VALUE!,#VALUE!,12.19
UnitedHealthcare Insurance Company,Iowa,88678,510.00,0.00,$-,251261.29,77075.44,13418.95,4476.09,0.36,0.00,#VALUE!,#VALUE!,306.45
Standard Security Life Insurance Company of New York,Nebraska,89156,147.00,,$-,44917.00,2950.00,108.00,,,0.00,#VALUE!,#VALUE!,284.76
John Alden Life Insurance Company,Louisiana,89219,594.00,0.00,$-,302285.00,340356.00,24055.00,2113.00,-2.00,0.00,#VALUE!,#VALUE!,-108.14
John Alden Life Insurance Company,South Carolina,89728,3503.00,0.00,$-,1022429.00,608761.00,120145.00,5418.00,0.00,0.00,#VALUE!,#VALUE!,82.25
Blue Cross Blue Shield of Wisconsin,Wisconsin,90028,57887.00,0.00,$-,22150188.00,20067780.16,1859318.67,218969.61,0.00,0.00,#VALUE!,#VALUE!,0.07
UnitedHealthcare Insurance Company,Maine,90214,36.00,0.00,$-,26106.66,9425.85,587.67,149.23,0.12,0.00,#VALUE!,#VALUE!,442.88
"CDPHP Universal Benefits, Inc.",New York,92551,6833.00,,$-,1936278.00,1974195.00,262049.00,26100.00,,0.00,#VALUE!,#VALUE!,-47.72
Federated Mutual Insurance Company,Wisconsin,92708,1.00,0.00,$-,1147.33,0.00,0.00,0.00,0.00,0.00,#VALUE!,#VALUE!,1147.33
"HMO Missouri, Inc.",Missouri,92766,1032.00,0.00,$-,822328.00,518318.95,176776.70,26818.87,0.00,0.00,#VALUE!,#VALUE!,97.30
Aetna Health Inc. (a Pennsylvania corporation),Virginia,93187,464.00,0.00,$-,179127.53,123340.72,27504.72,887.75,0.00,0.00,#VALUE!,#VALUE!,59.04
"HealthAssurance Pennsylvania, Inc.",Pennsylvania,93838,4102.00,0.00,$-,1656866.00,1537162.25,238182.87,21805.46,0.00,0.00,#VALUE!,#VALUE!,-34.20
Coventry Health & Life Insurance Company,Virginia,93848,296.00,0.00,$-,108544.00,76779.11,13376.72,1293.72,0.00,0.00,#VALUE!,#VALUE!,57.75
Coventry Health & Life Insurance Company,North Carolina,94459,32.00,0.00,$-,24001.00,72099.52,1538.71,138.13,0.00,0.00,#VALUE!,#VALUE!,-1555.48
John Alden Life Insurance Company,Wisconsin,94720,3567.00,0.00,$-,1148469.00,356364.00,17094.00,4179.00,0.00,0.00,#VALUE!,#VALUE!,216.10
John Alden Life Insurance Company,Indiana,95074,9516.00,0.00,$-,2476619.00,2807514.00,290464.00,13534.00,0.00,0.00,#VALUE!,#VALUE!,-66.72
Federated Mutual Insurance Company,Ohio,96800,1.00,0.00,$-,0.00,0.00,0.00,0.00,0.00,0.00,#VALUE!,#VALUE!,0.00
John Alden Life Insurance Company,Virginia,96835,1444.00,0.00,$-,566184.00,135657.00,19013.00,2953.00,-2.00,0.00,#VALUE!,#VALUE!,282.94
UnitedHealthcare Insurance Company,Utah,97462,1026.00,0.00,$-,331459.01,261278.37,91091.32,7073.85,0.72,0.00,#VALUE!,#VALUE!,-27.28
Optimum Choice Inc.,Delaware,97569,24.00,0.00,$-,13125.85,3149.40,537.42,223.26,0.00,0.00,#VALUE!,#VALUE!,383.99
Standard Security Life Insurance Company of New York,Texas,97679,1174.00,,$-,356597.00,190244.00,11009.00,,,0.00,#VALUE!,#VALUE!,132.32
John Alden Life Insurance Company,Kansas,98618,1014.00,0.00,$-,367975.00,181637.00,111087.00,2204.00,0.00,0.00,#VALUE!,#VALUE!,72.04
Aetna Health Inc. (a Pennsylvania corporation),Illinois,99129,331.00,0.00,$-,142267.23,205175.22,79132.56,892.89,0.00,0.00,#VALUE!,#VALUE!,-431.82
John Alden Life Insurance Company,North Dakota,99806,3510.00,0.00,$-,864796.00,584483.00,22276.00,3858.00,0.00,0.00,#VALUE!,#VALUE!,72.42
UnitedHealthcare Insurance Company,North Carolina,69347,4295.00,2105.98,$-,2439883.45,2297875.26,656236.05,20112.66,179.26,0.49,#VALUE!,#VALUE!,-124.45
"UnitedHealthcare of Colorado, Inc.",Colorado,59036,1532.00,2323.96,$-,848888.65,1163737.92,425391.18,23275.77,0.00,1.52,#VALUE!,#VALUE!,-498.38
UnitedHealthcare Insurance Company,Tennessee,69443,3087.00,7326.50,$-,1512089.13,1154277.21,316260.21,15942.93,44.54,2.37,#VALUE!,#VALUE!,8.28
"Oxford Health Insurance, Inc.",New York,85629,247763.00,613387.77,$-,137498647.40,140990494.90,29597810.36,4236396.71,0.00,2.48,#VALUE!,#VALUE!,-150.65
"Tufts Associated Health Maintenance Organization, Inc.",Massachusetts,29125,159433.00,1195841.00,N/A_MA_Issuer,90560959.00,77040674.00,13703196.00,833740.00,0.00,7.50,#VALUE!,#VALUE!,-6.38
"Blue Cross and Blue Shield of Massachusetts HMO Blue, Inc.",Massachusetts,42690,335415.00,7281616.74,N/A_MA_Issuer,218594390.70,205754758.00,42935624.00,0.00,-1693158.00,21.71,#VALUE!,#VALUE!,-84.68
Fallon Health and Life Assurance Co.,Massachusetts,52710,367.00,9572.00,N/A_MA_Issuer,36917.99,346141.00,33783.00,2851.00,0.00,26.08,#VALUE!,#VALUE!,-942.39
UnitedHealthcare Insurance Company,Nevada,74222,602.00,29885.50,$-,377172.04,461145.50,122868.65,7119.01,8.88,49.64,#VALUE!,#VALUE!,-355.43
"Blue Cross and Blue Shield of Massachusetts, Inc.",Massachusetts,24675,3430.00,173451.00,N/A_MA_Issuer,3313676.00,4057978.00,750423.00,0.00,-23859.00,50.57,#VALUE!,#VALUE!,-428.82
Tufts Insurance Company,Massachusetts,38712,5487.00,293378.00,N/A_MA_Issuer,5521269.00,6839015.00,1221211.00,28887.00,0.00,53.47,#VALUE!,#VALUE!,-467.99
UnitedHealthcare Insurance Company,Missouri,95426,4617.00,259525.47,$-,2573455.02,1602444.49,232041.73,19285.26,40.97,56.21,#VALUE!,#VALUE!,155.87
"Harvard Pilgrim Health Care, Inc.",Massachusetts,36046,115286.00,11346630.00,N/A_MA_Issuer,81609039.00,59975447.18,12147312.00,685398.00,550443.00,98.42,#VALUE!,#VALUE!,71.56
MAMSI Life and Health Insurance Company,Maryland,65635,1970.00,304864.64,$-,1201755.89,936038.37,296999.12,25683.99,0.00,154.75,#VALUE!,#VALUE!,-28.92
Unified Life Insurance Company,South Carolina,10018,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Security Insurance Company,Texas,10055,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The Prudential Insurance Company of America,Iowa,10083,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Connecticut General Life Insurance Company,Nebraska,10161,0.00,0.00,,0.00,-20.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Fidelity Life Insurance Company,Delaware,10192,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Transamerica Life Insurance Company,Iowa,10201,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Central United Life Insurance Company,Missouri,10219,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Alternative Insurance Corporation,Ohio,10313,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Thrivent Financial for Lutherans,Arkansas,10354,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Thrivent Financial for Lutherans,California,10360,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Transamerica Life Insurance Company,South Carolina,10390,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Republic Insurance Company,Delaware,10457,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The Prudential Insurance Company of America,Missouri,10466,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Trustmark Insurance Company,New Mexico,10508,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Republic Insurance Company,Missouri,10676,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
All Savers Insurance Company,South Dakota,10697,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Trustmark Insurance Company,Ohio,10709,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Security Insurance Company,Arkansas,10754,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Pekin Life Insurance Company,Nebraska,10818,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Trustmark Life Insurance Company,Alaska,10827,,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American General Life Insurance Company,District of Columbia,10923,0.00,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Central United Life Insurance Company,Maryland,11012,,,,,40419.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Trustmark Life Insurance Company,Nevada,11015,,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Unified Life Insurance Company,South Dakota,11077,0.00,0.00,,1290.61,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
TransAmerica Premier Life Insurance,Pennsylvania,11078,0.00,,,0.00,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Income Life Insurance Co,Colorado,11109,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Liberty Mutual Insurance Company,Nevada,11119,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Trustmark Life Insurance Company,New Mexico,11211,,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Income Life Insurance Co,Oklahoma,11230,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Security Insurance Company,Nevada,11262,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Reserve National Insurance Company,Indiana,11265,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Liberty National Life Insurance Co,Colorado,11323,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Reliance Standard Life Insurance Company,Utah,11348,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United American Insurance Co,Mississippi,11415,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Income Life Insurance Co,Arkansas,11450,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Philadelphia American Life Insurance Company,Kansas,11483,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
PacifiCare Life and Health Insurance Co,Alabama,11522,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
