,CompanyName:,BusinessintheStateof:,HIOSIssuerID:,MEMBER_MONTHS_INDIVIDUAL:,MEMBER_MONTHS_SMALL_GROUP,EXPECTED_REINSURANCE,EXPECTED_RISK_ADJUSTMENT_INDIVIDUAL,EXPECTED_RISK_ADJUSTMENT_SMALL_GROUP,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET),Not-For-Profit:,Premium,Loss1,Loss2,Loss3,Loss4
604,National Foundation Life Insurance Company,Virginia,27865,48.0,,0.0,0.0,,,,,No,16524.0,705.0,0.0,0.0,0.0
605,"Mid Rogue Health Plan, Inc.",Oregon,27876,,,,,,,,,No,0.0,0.0,,,
606,Mutual of Omaha Insurance Company,Maryland,27880,,,,,,,,,No,,,,,
607,Aetna Life Insurance Company,Nevada,27990,69307.0,110659.0,1532190.08,-7118682.15,672487.49,"$1,532,987.48 ","($7,118,682.16)","$672,487.49 ",No,15515086.83,14683496.19,1501790.9,109636.03,1433.96
608,Time Insurance Company,Texas,28020,312094.0,79474.0,17962901.0,13466857.0,298872.0,"$17,972,249.76 ","$13,466,856.60 ","$298,871.94 ",No,133848581.0,137450043.0,19951916.0,2142891.0,-1694.0
609,Transamerica Life Insurance Company,New Mexico,28040,,,,,,,,,No,,,,,
610,TransAmerica Premier Life Insurance,West Virginia,28044,,,,,,,,,No,0.0,0.0,,,
611,American Income Life Insurance Co,Louisiana,28074,,,,,,,,,No,0.0,0.0,,,
612,Mid-West National Life Insurance Company of Tennessee,Wisconsin,28101,1472.0,0.0,0.0,0.0,0.0,,,,No,579977.0,277318.7958,5090.434975,3851.681171,0.0
613,New Era Life Insurance Company,New Jersey,28123,,,,,,,,,No,,,,,
614,Freedom Life Insurance Company of America,Delaware,28128,289.0,,0.0,0.0,,,,,No,48193.0,204377.0,0.0,0.0,0.0
615,"CareFirst BlueChoice, Inc.",Maryland,28137,1994245.0,1797148.0,59853999.66,-16434375.81,6517476.14,"$59,885,149.52 ","($16,434,375.57)","$6,517,475.95 ",No,585603827.6,550886744.5,147564630.3,28908372.73,26938951.17
616,Trustmark Insurance Company,Connecticut,28152,,,,,,,,,No,,,,,
617,AultCare Insurance Company,Ohio,28162,94212.0,301024.0,2317323.34,-246739.17,-514739.0,"$2,358,684.92 ","($246,739.17)","($514,739.16)",No,33453823.58,26237396.03,5270846.0,298537.0,
618,Celtic Insurance Company,New Mexico,28163,0.0,,0.0,0.0,,,,,No,2342.51,0.0,2.9607359580000003,17.25002281,0.0
619,Liberty National Life Insurance Co,Wisconsin,28181,,,,,,,,,No,0.0,0.0,,,
620,Time Insurance Company,Idaho,28218,7920.0,11596.0,198924.0,137387.0,-45008.0,"$199,027.79 ","$137,386.95 ","($45,007.50)",No,2761996.0,1914234.0,238477.0,33597.0,-9295.0
621,Unified Life Insurance Company,New Jersey,28295,0.0,,0.0,0.0,,,,,No,12648.82,-1186.69,0.0,0.0,0.0
622,Mid-West National Life Insurance Company of Tennessee,West Virginia,28309,822.0,0.0,0.0,0.0,0.0,,,,No,215513.0,55414.01719,5090.422094,3851.671425,0.0
623,Transamerica Life Insurance Company,Idaho,28330,,,,,,,,,No,,,,,
624,American Heritage Life Insurance Company,South Carolina,28350,,,,,,,,,No,0.0,0.0,,,
625,"Madison National Life Insurance Company, Inc.",Idaho,28389,,,,,,,,,No,0.0,0.0,,,
626,Transamerica Life Insurance Company,Mississippi,28394,,,,,,,,,No,,,,,
627,Companion Life Insurance Company,Arkansas,28448,75.0,796.0,,,,,,,No,5221.0,1959.0,182.0,,
628,Globe Life and Accident Insurance Co,Washington,28471,,,,,,,,,No,0.0,0.0,,,
629,"Madison National Life Insurance Company, Inc.",Nevada,28545,,,,,,,,,No,0.0,0.0,,,
630,State Farm Mutual Automobile Insurance Company,Maryland,28573,415.0,0.0,0.0,0.0,0.0,,,,No,172614.13,130604.56,0.0,0.0,0.0
631,Reliance Standard Life Insurance Company,District of Columbia,28605,,,,,,,,,No,0.0,0.0,,,
632,American Income Life Insurance Co,North Dakota,28610,,,,,,,,,No,0.0,0.0,,,
633,American Income Life Insurance Co,Florida,28618,,,,,,,,,No,0.0,0.0,,,
634,State Farm Mutual Automobile Insurance Company,New York,28623,12.0,0.0,0.0,0.0,0.0,,,,No,1449.2,11182.0,0.0,0.0,0.0
635,Freedom Life Insurance Company of America,Colorado,28700,4469.0,,49032.11,64518.43,,"$49,057.63 ","$98,569.13 ",$-,No,1134207.54,2636489.0,0.0,0.0,0.0
636,Reliance Standard Life Insurance Company,Alabama,28732,,,,,,,,,No,0.0,0.0,,,
637,UnitedHealthcare Insurance Company,Kentucky,28773,319.0,2670.0,0.0,0.0,-121359.44,N/E,$-,"($121,359.44)",No,87921.25,27455.87,628.63,0.0,1.44
638,United Teachers Associates,Maine,28819,0.0,,,,,,,,No,0.0,0.0,,,
639,Globe Life and Accident Insurance Co,Pennsylvania,28866,,,,,,,,,No,0.0,0.0,,,
640,United American Insurance Co,Arizona,28902,,,,,,,,,No,0.0,0.0,,,
641,The Prudential Insurance Company of America,Georgia,28970,,,,,,,,,No,,,,,
642,"Madison National Life Insurance Company, Inc.",Virginia,28971,,,,,,,,,No,0.0,0.0,,,
643,Central United Life Insurance Company,Minnesota,28983,,,,,,,,,No,,,,,
644,New York Life Insurance Company,Maine,28986,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,-4873.0,0.0,0.0,0.0
645,Mutual of Omaha Insurance Company,Arkansas,28995,,,,,,,,,No,,,,,
646,Unified Life Insurance Company,Ohio,29007,24.0,,0.0,0.0,,,,,No,0.0,0.0,0.0,0.0,0.0
647,Nationwide Life Insurance Company,Illinois,29014,12.0,,,,,,,,No,185.0,0.0,,,
648,National Health Insurance Company,Utah,29031,,16990.0,,,-896025.0,$0.00 ,$-,"($896,025.25)",No,,,,,
649,Companion Life Insurance Company,Rhode Island,29081,63.0,,,,,,,,No,1456.0,575.0,53.0,,
650,"Tufts Associated Health Maintenance Organization, Inc.",Massachusetts,29125,129455.0,606516.0,5502579.0,454550.0,2129634.0,"$5,505,443.18 ",N/A_MA_Issuer,N/A_MA_Issuer,Yes,74846944.0,68596735.0,15397911.0,1225342.0,0.0
651,Connecticut General Life Insurance Company,North Dakota,29126,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
652,Trustmark Insurance Company,Florida,29160,,,,,,,,,No,,,,,
653,Time Insurance Company,Oklahoma,29176,55501.0,2262.0,2436838.0,2245893.0,-149746.0,"$2,438,106.47 ","$2,221,935.85 ","($149,749.38)",No,21119223.0,19997887.0,2705022.0,363974.0,0.0
654,AMERICAN FIDELITY ASSURANCE COMPANY,New Mexico,29197,,,,,,,,,No,,,,,
655,Time Insurance Company,Nevada,29211,122900.0,10179.0,13115026.0,9178691.0,-712662.0,"$13,121,851.53 ","$9,178,690.86 ","($712,661.85)",No,71492731.0,81262351.0,12336945.0,1043645.0,-13373.0
656,"Priority Health Insurance Company, Inc",Michigan,29241,255090.0,144552.0,4301459.0,35724.19,112962.45,"$4,303,697.77 ","$37,908.56 ","$124,208.68 ",Yes,63532921.19,53108065.0,7992160.0,849139.0,
657,Community Insurance Company,Ohio,29276,941870.0,3304314.0,18997897.59,19027175.55,14407578.76,"$19,003,555.17 ","$19,027,175.55 ","$14,407,578.76 ",No,345388888.4,251590989.9,49524575.55,5695694.84,0.0
658,American Income Life Insurance Co,Kentucky,29358,,,,,,,,,No,0.0,0.0,,,
659,Central United Life Insurance Company,Nevada,29360,,,,,,,,,No,,,,,
660,Celtic Insurance Company,Texas,29418,39.0,,0.0,6632.38,,$0.00 ,"$6,632.38 ",$-,No,58834.22,121937.2446,65.97874279,384.4094287,0.0
661,AMERICAN FIDELITY ASSURANCE COMPANY,Tennessee,29449,,,,,,,,,No,,,,,
662,"Oxford Health Insurance, Inc.",Connecticut,29462,7471.0,226055.0,0.0,0.0,5162193.87,N/E,$-,"$5,162,193.87 ",No,4981886.02,4654320.68,1149125.14,166858.67,0.0
663,Trustmark Insurance Company,South Carolina,29479,,,,,,,,,No,,,,,
664,Aetna Life Insurance Company,Delaware,29497,23387.0,4936.0,983449.96,-1832345.1,-241246.17,"$983,961.77 ","($1,832,345.10)","($241,246.17)",No,7278721.32,7114111.22,1252091.21,67697.54,0.0
665,Shelter Life Insurance Company,Oklahoma,29514,48.0,0.0,0.0,0.0,0.0,,,,No,471.52,2394.49,0.0,0.0,0.0
666,Nippon Life Insurance Company of America,Hawaii,29599,,0.0,,,0.0,,,,No,,,,,
667,Liberty National Life Insurance Co,Illinois,29639,,,,,,,,,No,0.0,0.0,,,
668,New York Life Insurance Company,Alabama,29662,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,-34705.0,0.0,0.0,0.0
669,Blue Cross and Blue Shield of Nebraska,Nebraska,29678,847755.0,361056.0,32356285.0,8208131.0,1086662.44,"$32,361,756.58 ","$13,541,049.63 ","$3,977,257.76 ",Yes,357976304.1,336088448.0,,,
670,Priority Health,Michigan,29698,497784.0,926042.0,14180131.0,-27448473.06,-2734798.0,"$14,187,510.70 ","($27,447,894.51)","($2,734,798.34)",Yes,158265529.9,159298734.0,25873804.0,2892161.0,
671,Health Net Life Insurance Company,Connecticut,29719,,,,,,,,,No,0.0,0.0,,,
672,Kaiser Permanente Insurance Company,Washington,29740,,,,,,,,,No,,,,,
673,Wilton Reassurance Company,Minnesota,29772,36.0,,,,,,,,No,36.0,0.0,,,
674,Humana Insurance Company,Louisiana,29797,,,,,,,,,No,0.0,0.0,,,
675,UnitedHealthcare of Illinois Inc,Indiana,29815,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
676,Companion Life Insurance Company,Texas,29817,495.0,279.0,,,,,,,No,5174.0,12907.0,16359.0,,
677,Enterprise Life Insurance Company,Mississippi,29831,905.0,,0.0,0.0,,,,,No,275218.0,183805.0,0.0,0.0,0.0
678,TransAmerica Premier Life Insurance,Arkansas,29888,,,,,,,,,No,0.0,0.0,,,
679,American National Life Insurance Company of Texas,Wisconsin,29891,560.0,,,,,,,,No,244969.52,59282.45,,,
680,Kanawha Insurance Company ,Arkansas,29905,377.0,,,,,,,,No,16204.0,22581.0,0.0,0.0,0.0
681,Companion Life Insurance Company,New Mexico,29929,63.0,,,,,,,,No,2037.0,891.0,72.0,,
682,Time Insurance Company,Wyoming,29941,24048.0,28773.0,1887433.0,1254914.0,646261.0,"$1,888,415.67 ","$1,254,913.51 ","$646,260.58 ",No,15197303.0,12790612.0,989097.0,145125.0,0.0
683,Union Security Insurance Company,Arizona,30038,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
684,Unified Life Insurance Company,North Carolina,30158,0.0,,0.0,0.0,,,,,No,0.0,0.0,0.0,0.0,0.0
685,UnitedHealthcare of New England Inc.,Massachusetts,30210,12.0,0.0,0.0,0.0,0.0,,,,No,9491.52,4857.23,2328.96,1342.85,45.55
686,"Health Options, Inc.",Florida,30252,1110889.0,496403.0,50025871.0,81745568.0,-4176091.0,"$49,987,278.15 ","$81,745,567.90 ","($4,176,090.84)",No,610113045.3,549283125.5,120724377.3,8763777.69,0.0
687,Trustmark Insurance Company,Louisiana,30261,,,,,,,,,No,,,,,
688,American National Insurance Company,Montana,30358,0.0,,,,,,,,No,0.0,0.0,,,
689,TransAmerica Premier Life Insurance,Missouri,30433,,,,,,,,,No,0.0,0.0,,,
690,Union Fidelity Life Insurance Company,Hawaii,30456,,,,,,,,,No,,,,,
691,Wilton Reassurance Company,Oklahoma,30488,119.0,,,,,,,,No,130.0,0.0,,,
692,Connecticut General Life Insurance Company,Minnesota,30493,48.0,0.0,0.0,0.0,0.0,,,,No,30817.0,29976.0,0.0,2164.0,0.0
693,Union Security Insurance Company,Nebraska,30537,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
694,UnitedHealthcare Insurance Company of the River Valley,Georgia,30552,873.0,190825.0,0.0,0.0,-1813597.15,N/E,$-,"($1,784,203.76)",No,348635.46,588424.27,26799.31,13051.44,0.0
695,Hartford Life & Accident Insurance Company,Michigan,30601,12.0,,0.0,0.0,,,,,No,344.0,63.04,0.0,0.0,0.0
696,Cigna Health and Life Insurance Company,Wisconsin,30604,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,-20.0,0.0,0.0,0.0
697,Memorial Hermann Health Insurance Company,Texas,30609,1470.0,69710.0,,142237.3,-4900934.99,"$47,199.48 ","$142,237.30 ","($4,900,934.99)",No,787197.3,723057.5167,130869.0,11191.0,
698,The Prudential Insurance Company of America,Rhode Island,30612,,,,,,,,,No,,,,,
699,Humana Insurance Company,Missouri,30613,85368.0,182866.0,4907965.39,-188325.95,-3938829.87,"$4,910,519.65 ","($188,325.95)","($3,938,829.87)",No,31107967.78,32700323.22,5535604.65,746964.86,84.55
700,Cigna Health and Life Insurance Company,New Hampshire,30627,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
701,Transamerica Life Insurance Company,Vermont,30636,,,,,,,,,No,,,,,
702,American National Life Insurance Company of Texas,Florida,30637,623.0,,,,,,,,No,328620.15,387628.24,,,
703,Enterprise Life Insurance Company,Nebraska,30669,598.0,,0.0,0.0,,,,,No,172129.0,134967.0,0.0,0.0,0.0
704,United Teachers Associates,Oklahoma,30704,12.0,,,,,,,,No,1490.0,27.63,,,
705,"Health Care Service Corporation, a Mutual Legal Reserve Company",Montana,30751,555866.0,374972.0,29261207.93,-4708322.25,-89903.73,"$29,263,271.43 ","($4,708,322.25)","($89,903.73)",Yes,199395243.9,233970780.9,33787876.82,5993821.27,0.0
706,Union Fidelity Life Insurance Company,Florida,30831,,,,,,,,,No,,,,,
707,Mid-West National Life Insurance Company of Tennessee,Colorado,30922,7720.0,0.0,0.0,0.0,0.0,,,,No,1927439.0,793099.4397,29386.05709,22256.63345,61.06
708,New York Life Insurance Company,West Virginia,30965,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,-25661.0,0.0,0.0,0.0
709,Time Insurance Company,Arkansas,30991,15038.0,1253.0,852995.0,-668914.0,-271493.0,"$853,438.80 ","($668,914.23)","($271,493.27)",No,5607599.0,7590690.0,891033.0,143212.0,0.0
710,Humana Insurance Company,Massachusetts,31096,,,,,,,,,No,0.0,0.0,,,
711,"UnitedHealthcare of the Mid-Atlantic, Inc.",Maryland,31112,27649.0,36198.0,504657.46,-1145778.83,-1679131.56,"$504,920.11 ","($1,146,080.38)","($1,678,830.01)",No,7756111.33,6850854.38,1607401.0,408975.82,120.86
712,Avante Behavioral Health Plan,California,31131,,,,,,,,,No,0.0,0.0,,,
713,UNICARE Life & Health Insurance Company,Illinois,31174,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
714,Sanford Health Plan,South Dakota,31195,53788.0,30143.0,1911821.64,201919.38,225580.0,"$1,912,816.62 ","$201,919.38 ","$225,580.45 ",Yes,15567096.02,22994377.0,3519951.94,307856.0,0.0
715,Mutual of Omaha Insurance Company,Massachusetts,31204,,,,,,,,,No,,,,,
716,CeltiCare Health Plan of MA,Massachusetts,31234,15810.0,,87641.07,-2292498.53,,"$87,686.69 ",N/A_MA_Issuer,N/A_MA_Issuer,No,3549536.945,2862510.953,743511.6103,52710.255260000005,
717,Kanawha Insurance Company ,Colorado,31237,374.0,,,,,,,,No,26697.0,14031.0,0.0,0.0,0.0
718,"Highmark West Virginia, Inc.",West Virginia,31274,511698.0,473363.0,33439790.0,-71601.0,1261986.0,"$33,457,193.36 ","($71,601.45)","$1,261,985.57 ",Yes,247068570.0,278020361.0,47468802.0,4326614.0,
719,New Era Life Insurance Company of the MidWest,Illinois,31325,,,,,,,,,No,,,,,
720,Humana Insurance Company,Hawaii,31358,,,,,,,,,No,0.0,0.0,,,
721,Time Insurance Company,Louisiana,31434,20764.0,2758.0,1117513.0,-317760.0,-14565.0,"$1,118,095.05 ","($317,760.30)","($14,565.43)",No,9129342.0,7963945.0,1356767.0,182375.0,-274.0
722,Companion Life Insurance Company,Vermont,31474,,,,,,,,,No,54.0,0.0,,,
723,AMERICAN FIDELITY ASSURANCE COMPANY,Virginia,31513,,,,,,,,,No,,,,,
724,Aetna Life Insurance Company,Tennessee,31552,15249.0,64634.0,76065.45,-112658.64,256967.27,"$76,105.04 ","($112,658.65)","$256,967.28 ",No,4062133.68,2798856.85,936532.8,111093.98,0.0
725,Unified Life Insurance Company,Florida,31602,0.0,,0.0,0.0,,,,,No,14206.77,41517.83,0.0,0.0,0.0
726,State Farm Mutual Automobile Insurance Company,Nevada,31607,113.0,0.0,0.0,0.0,0.0,,,,No,59668.03,12927.0,0.0,0.0,0.0
727,QCC Insurance Company,Pennsylvania,31609,525833.0,851405.0,43118173.0,64851297.0,24985337.0,"$43,123,145.04 ","$64,851,297.02 ","$24,985,336.80 ",No,362902770.0,323221752.0,83647047.0,6304397.0,
728,Medica Insurance Company,Minnesota,31616,138388.0,192529.0,4412954.0,-5042829.0,9261068.0,"$4,415,250.76 ","($5,042,829.16)","$9,261,067.53 ",No,36166902.05,35785272.13,,,
729,Union Fidelity Life Insurance Company,Indiana,31693,,,,,,,,,No,,,,,
730,Cigna Health and Life Insurance Company,United States Virgin Islands,31744,0.0,742.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
731,UnitedHealthcare Insurance Company,Massachusetts,31779,5476.0,40095.0,201831.79,-22322.05,-949799.09,"$201,936.84 ",N/A_MA_Issuer,N/A_MA_Issuer,No,3347396.93,3646002.74,857870.78,133330.13,45774.58
732,American Progressive Life & Health Insurance Company of New York,New York,31808,10734.0,,0.0,0.0,,,,,No,520492.08,617188.2971,0.0,0.0,0.0
733,Connecticut General Life Insurance Company,Virginia,31820,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,-4.0,0.0,0.0,0.0
734,Union Labor Life Insurance Company,Missouri,31904,,,,,,,,,No,0.0,0.0,,,
735,Kaiser Permanente Insurance Company,Ohio,32032,,1910.0,,,,,,,No,,,,,
736,State Farm Mutual Automobile Insurance Company,Alaska,32152,690.0,0.0,0.0,0.0,0.0,,,,No,345229.19,354121.3,0.0,0.0,0.0
737,The United States Life Ins. Co. in the City of New York,Illinois,32169,31669.0,,,,,,,,No,1434464.0,1023984.0,0.0,0.0,0.0
738,Montana Health Cooperative,Montana,32225,223233.0,17202.0,14898840.0,4282446.0,1822463.0,"$14,667,714.03 ","$4,282,446.27 ","$1,822,462.95 ",Yes,95684376.0,112773266.0,16381621.0,,
739,Assurity Life Insurance Company,Florida,32229,12.0,,,,,,,,No,204.47,538.83,,,
740,Humana Insurance Company,North Carolina,32237,28992.0,12.0,292878.17,-520970.75,,"$293,030.60 ","($520,970.75)",$-,No,6572909.6,5108896.339,728801.3,82086.64,128.33
741,United American Insurance Co,District of Columbia,32263,,,,,,,,,No,0.0,0.0,,,
742,New Era Life Insurance Company,New Mexico,32267,11.0,,,,,,,,No,600.0,43.0,,,
743,Kaiser Permanente Insurance Company,Oregon,32274,,,,,,,,,No,,,,,
744,Kanawha Insurance Company ,Vermont,32352,12.0,,,,,,,,No,488.0,15.0,0.0,0.0,0.0
745,Liberty Mutual Insurance Company,New York,32366,,,,,,,,,No,,,,,
746,Aetna Life Insurance Company,Indiana,32378,561.0,12914.0,0.0,0.0,-306401.14,N/E,$-,"($313,624.00)",No,230269.41,60378.7,11475.02,1819.43,0.0
747,American Family Mutual Insurance Company,Colorado,32531,24.0,,,,,,,,No,5870.0,181.0,0.0,,
748,ATRIO Health Plans,Oregon,32536,2990.0,123.0,59160.57,-163736.68,-28002.5,"$59,191.36 ","($163,736.68)","($28,002.50)",No,969398.43,1283535.0929999999,245621.0,-2302.0,
749,United American Insurance Co,Maine,32539,,,,,,,,,No,0.0,0.0,,,
750,The Guardian Life Insurance Company of America,Pennsylvania,32561,144.0,,,,,,,,No,18784.0,159717.1296,,,
751,Golden Rule Insurance Company,Iowa,32608,74744.0,0.0,0.0,0.0,0.0,,,,No,14668563.41,11902204.94,1170773.82,172388.45,0.0
752,Wilton Reassurance Company,North Dakota,32626,391.0,,,,,,,,No,520.0,0.0,,,
753,Liberty Mutual Insurance Company,Michigan,32651,,,,,,,,,No,,,,,
754,"Humana Health Plan of Texas, Inc. ",Texas,32673,1147557.0,1418824.0,51268519.33,-26986914.17,-2173306.64,"$51,295,201.04 ","($26,986,914.17)","($2,173,306.64)",No,359686172.7,396706517.0,63899524.6,8186480.13,13831.84
755,Life of America,New Mexico,32681,24.0,,,,,,,,No,5133.0,0.0,,,
756,Union Security Insurance Company,Indiana,32747,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
757,Healthy Alliance Life Insurance Company,Missouri,32753,1037701.0,1093732.0,19464185.02,7298221.08,5340341.52,"$19,470,609.22 ","$7,298,221.08 ","$5,340,341.52 ",No,361722891.5,277405688.6,66239031.67,7760125.87,0.0
758,Managed Health Services Insurance Corporation,Wisconsin,32754,1095.0,,76495.14,346192.62,,"$76,534.95 ","$346,192.62 ",$-,No,886720.3033,956826.1536,155152.09699999998,6499.032438,
759,Cigna Health and Life Insurance Company,Maryland,32812,4317.0,3185.0,690666.0,1034980.0,0.0,"$691,025.23 ","$1,034,979.80 ",$-,No,3314385.0,3564937.0,798452.0,101056.0,7.0
760,Transamerica Life Insurance Company,Florida,32853,,,,,,,,,No,,,,,
761,Union Security Insurance Company,Pennsylvania,32872,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
762,Aetna Health Inc. (a Pennsylvania corporation),Missouri,32898,0.0,11.0,0.0,0.0,-7377.37,N/E,$-,"($7,377.38)",No,0.0,0.0,0.0,0.0,0.0
763,Reliance Standard Life Insurance Company,South Carolina,32899,,,,,,,,,No,0.0,0.0,,,
764,Triple-S Salud Inc.,Puerto Rico,32901,845817.0,487386.0,,,,,,,No,124579485.0,105993375.0,12708109.0,,
765,Cigna Health and Life Insurance Company,District of Columbia,32921,0.0,2535.0,0.0,0.0,0.0,,,,No,0.0,-34.0,0.0,0.0,0.0
766,American Republic Insurance Company,Georgia,32940,,,,,,,,,No,,,,,
767,Kanawha Insurance Company ,Idaho,32967,12.0,,,,,,,,No,1116.0,267.0,0.0,0.0,0.0
768,United American Insurance Co,Ohio,32975,,,,,,,,,No,0.0,0.0,,,
769,Union Fidelity Life Insurance Company,Maryland,33027,,,,,,,,,No,,,,,
770,"Madison National Life Insurance Company, Inc.",Arkansas,33030,,,,,,,,,No,0.0,0.0,,,
771,New Era Life Insurance Company,Illinois,33034,,,,,,,,,No,,,,,
772,Celtic Insurance Company,North Dakota,33181,0.0,,0.0,0.0,,,,,No,0.0,0.0,0.0,0.0,0.0
773,Highmark BCBSD Inc.,Delaware,33199,380335.0,258931.0,20873452.0,2779949.0,2329735.0,,,,Yes,172374658.0,180951198.0,37124828.0,3628471.0,
774,UnitedHealthcare Insurance Company of the River Valley,Ohio,33232,608.0,252356.0,0.0,0.0,-1790106.79,N/E,$-,"($1,790,106.79)",No,230550.67,44873.47,12322.36,6539.33,0.0
775,Liberty Mutual Insurance Company,Virginia,33240,,,,,,,,,No,,,,,
776,"Samaritan Health Plans, Inc",Oregon,33375,,800.0,,,198705.22,N/E,$-,"$198,705.22 ",Yes,0.0,0.0,,,
777,"Indiana University Health Plans, Inc.",Indiana,33380,9312.0,77.0,396734.18,79692.27,,"$396,940.65 ","$79,692.27 ",$-,No,5332624.94,4363185.98,959028.2784,,
778,"Coventry Health Care of West Virginia, Inc.",West Virginia,33577,4.0,21590.0,0.0,-435.24,-69535.77,$0.00 ,($435.24),"($69,535.77)",No,1226.59,9672.78,908.15,64.77,0.0
779,"Health Care Service Corporation, a Mutual Legal Reserve Company",Texas,33602,11485974.0,8594675.0,636679179.0,38571557.86,11386899.21,"$636,984,705.00 ","$38,571,557.86 ","$11,386,899.21 ",Yes,4359638247.0,4792483100.0,1003070718.0,126575166.9,0.0
780,Federated Mutual Insurance Company,South Carolina,33609,0.0,22243.0,0.0,0.0,1063092.09,N/E,$-,"$1,063,092.09 ",No,0.0,0.0,0.0,0.0,0.0
781,Thrivent Financial for Lutherans,Georgia,33647,,,,,,,,,No,,,,,
782,The Prudential Insurance Company of America,Mississippi,33648,,,,,,,,,No,,,,,
783,American National Insurance Company,Puerto Rico,33651,24.0,,,,,,,,No,4498.65,-241.0,,,
784,Maine Community Health Options,Maine,33653,688724.0,48898.0,40993507.36,2738773.24,-3768993.96,"$40,987,289.61 ","$2,738,773.24 ","($3,768,993.96)",Yes,335086660.6,339462243.3,43356496.0,10776370.0,
785,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",Nevada,33670,150570.0,144350.0,2720481.66,-4821040.08,3892116.41,"$2,721,897.49 ","($4,821,040.08)","$3,892,116.41 ",No,54310266.37,43181616.75,7282517.75,771886.91,0.0
786,Reserve National Insurance Company,New Mexico,33694,,,,,,,,,No,0.0,0.0,,,
787,Highmark Inc.,Pennsylvania,33709,2659756.0,286085.0,106751487.0,-46784130.0,-7096865.0,"$106,807,043.50 ","($46,784,130.23)","($7,096,865.07)",Yes,852849950.0,1082562250.0,187027979.0,18033443.0,0.0
788,Humana Insurance Company,North Dakota,33719,,,,,,,,,No,0.0,0.0,,,
789,New Era Life Insurance Company,Georgia,33726,959.0,,,,,,,,No,354700.0,954504.0,,,
790,John Alden Life Insurance Company,Kentucky,33734,916.0,474.0,0.0,0.0,39912.0,N/E,$-,"$39,912.04 ",No,189129.0,94276.0,3066.0,3541.0,0.0
791,United Teachers Associates,North Dakota,33756,0.0,,,,,,,,No,0.0,0.0,,,
792,American Heritage Life Insurance Company,Pennsylvania,33786,,,,,,,,,No,0.0,0.0,,,
793,Golden Rule Insurance Company,Illinois,33798,257860.0,0.0,0.0,0.0,0.0,,,,No,62112209.21,40386249.02,5303583.44,77340.87,0.0
794,Pekin Life Insurance Company,Kansas,33868,,,,,,,,,No,0.0,0.0,,,
795,Keystone Health Plan East,Pennsylvania,33871,1291544.0,1448425.0,49300779.17,-12386830.58,-4106693.9,"$49,296,370.95 ","($12,386,830.58)","($4,106,693.90)",No,528738874.6,469929005.0,107864675.0,7152032.0,
796,Globe Life and Accident Insurance Co,Oklahoma,33872,,,,,,,,,No,0.0,0.0,,,
797,Aetna Life Insurance Company,Pennsylvania,33906,217406.0,107344.0,4645171.42,-9332073.47,-361486.58,"$4,647,588.91 ","($9,332,073.48)","($361,486.58)",No,60989508.45,54041189.78,11901947.96,852829.11,45877.77
798,"UnitedHealthcare of Ohio, Inc",Ohio,33931,30269.0,0.0,2219667.86,2912248.94,0.0,"$2,220,823.05 ","$2,912,248.94 ",$-,No,18131733.85,17521253.33,2892645.84,653750.14,320.77
799,Standard Life and Accident Insurance Company,Georgia,33945,449.0,,,,,,,,No,59217.24,4093.72,,,
800,American Heritage Life Insurance Company,New Hampshire,33948,,,,,,,,,No,0.0,0.0,,,
801,"Wellmark, Inc.",South Dakota,33994,,,,,,,,,No,0.0,0.0,,,
802,Humana Insurance Company,New Mexico,33995,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0
803,American States Insurance Company,Missouri,34018,,,,,,,,,No,,9586.35,,,
804,The Guardian Life Insurance Company of America,Utah,34028,12.0,,,,,,,,No,44.0,0.0,,,
805,American General Life Insurance Company,South Carolina,34044,888.0,,,,,,,,No,3969.0,4522.6,,,
806,Regal Life of America Insurance Company,Texas,34071,60.0,,,,,,,,No,12125.0,750.0,,,
