,HIOS_ID,COMPANY_NAME,STATE,IND_MEMBER_MONTHS,SG_MEMBER_MONTHS,REINSURANCE,IND_RISK_ADJ,SG_RISK_ADJ
936,92915,Transamerica Life Insurance Company,Delaware,,,,,
937,35476,Philadelphia American Life Insurance Company,Delaware,,,,,
938,89587,Golden Rule Insurance Company,Delaware,4600,0,53670.03,-245126.83,0
939,48292,United Healthcare Life Insurance Company,Delaware,548,0,0,0,0
940,48292,United Healthcare Life Insurance Company,Delaware,548,0,0,0,0
941,10198,Wilton Reassurance Company,Delaware,15,,,,
942,97131,New York Life Insurance Company,Delaware,12,0,0,0,0
943,13592,The United States Life Ins. Co. in the City of New York,Delaware,1688,,,,
944,29497,Aetna Life Insurance Company,Delaware,23387,4936,983449.96,-1832345.1,-241246.17000000004
945,75003,United Teachers Associates,Delaware,0,,,,
946,97889,Time Insurance Company,Delaware,2948,43,101849,40682,-10832
947,78960,John Alden Life Insurance Company,Delaware,279,18,0,0,-5432
948,49756,State Farm Mutual Automobile Insurance Company,Delaware,180,0,0,0,0
949,97569,Optimum Choice Inc.,Delaware,0,581,0,0,-112992.65
950,73214,American Heritage Life Insurance Company,Delaware,,,,,
951,18878,American General Life Insurance Company,Delaware,0,,,,
952,61021,UnitedHealthcare Insurance Company,Delaware,358,3046,0,7906.43,59552.4
953,61021,UnitedHealthcare Insurance Company,Delaware,358,3046,0,7906.43,59552.4
954,37912,American National Life Insurance Company of Texas,Delaware,56,,,,
955,67190,Aetna Health Inc. (a Pennsylvania corporation),Delaware,12516,45656,729231.6000000001,-743159.52,-557909.15
956,61272,Standard Life and Accident Insurance Company,Delaware,2,,,,
957,87739,The Prudential Insurance Company of America,Delaware,,,,,
958,63383,Thrivent Financial for Lutherans,Delaware,,,,,
959,18791,Trustmark Insurance Company,Delaware,,,,,
960,95705,United States Fire Insurance Company,Delaware,,,,,
961,13537,Coventry Health & Life Insurance Company,Delaware,0,0,0,0,0
962,96320,Companion Life Insurance Company,Delaware,81,,,,
963,67190,Aetna Health Inc. (a Pennsylvania corporation),Delaware,12516,45656,729231.6000000001,-743159.52,-557909.15
964,29497,Aetna Life Insurance Company,Delaware,23387,4936,983449.96,-1832345.1,-241246.17000000004
965,81914,"Coventry Health Care of Delaware, Inc.",Delaware,814,58896,0,0,-1468781.3199999998
966,42802,Liberty National Life Insurance Co,District of Columbia,,,,,
967,41842,UnitedHealthcare Insurance Company,District of Columbia,4233,87665,0,-31389.56,-357802.7
968,41842,UnitedHealthcare Insurance Company,District of Columbia,4233,87665,0,-31389.56,-357802.7
969,95120,Time Insurance Company,District of Columbia,571,0,0,0,0
970,65880,John Alden Life Insurance Company,District of Columbia,84,0,0,0,0
971,35070,Globe Life and Accident Insurance Co,District of Columbia,,,,,
972,34432,American Income Life Insurance Co,District of Columbia,,,,,
973,61567,Mid-West National Life Insurance Company of Tennessee,District of Columbia,77,0,0,0,0
974,63853,TransAmerica Premier Life Insurance,District of Columbia,,,,,
975,75753,Optimum Choice Inc.,District of Columbia,181,12853,0,0,-171150.38
976,73987,Aetna Health Inc. (a Pennsylvania corporation),District of Columbia,0,7469,0,0,-905578.03
977,85128,Philadelphia American Life Insurance Company,District of Columbia,,,,,
978,59557,Golden Rule Insurance Company,District of Columbia,382,0,0,0,0
979,46675,"AMHIC, A Reciprocal Association",District of Columbia,,19512,,,
980,36921,United Healthcare Life Insurance Company,District of Columbia,68,0,0,0,0
981,36921,United Healthcare Life Insurance Company,District of Columbia,68,0,0,0,0
982,82294,Wilton Reassurance Company,District of Columbia,6,,,,
983,88596,The United States Life Ins. Co. in the City of New York,District of Columbia,2433,,,,
984,82057,The Guardian Life Insurance Company of America,District of Columbia,54,,,,
985,77265,United Teachers Associates,District of Columbia,0,,,,
986,86532,Companion Life Insurance Company,District of Columbia,15,4,,,
987,16954,New York Life Insurance Company,District of Columbia,0,0,0,0,0
988,57837,Union Labor Life Insurance Company,District of Columbia,0,,,,
989,71834,"MD-Individual Practice Association, Inc",District of Columbia,2,0,0,0,0
990,95120,Time Insurance Company,District of Columbia,571,0,0,0,0
991,65880,John Alden Life Insurance Company,District of Columbia,84,0,0,0,0
992,20604,Union Security Insurance Company,District of Columbia,0,0,0,0,0
993,53386,State Farm Mutual Automobile Insurance Company,District of Columbia,35,0,0,0,0
994,10923,American General Life Insurance Company,District of Columbia,0,,,,
995,17498,MAMSI Life and Health Insurance Company,District of Columbia,0,1494,0,0,0
996,87346,AMERICAN FIDELITY ASSURANCE COMPANY,District of Columbia,,,,,
997,28605,Reliance Standard Life Insurance Company,District of Columbia,,,,,
998,66359,American Heritage Life Insurance Company,District of Columbia,,,,,
999,80402,Kaiser Permanente Insurance Company,District of Columbia,,,,,
1000,38837,The Prudential Insurance Company of America,District of Columbia,,,,,
1001,83349,Thrivent Financial for Lutherans,District of Columbia,,,,,
1002,91517,Trustmark Insurance Company,District of Columbia,,,,,
1003,73987,Aetna Health Inc. (a Pennsylvania corporation),District of Columbia,0,7469,0,0,-905578.03
1004,77422,Aetna Life Insurance Company,District of Columbia,7547,8048,26064.57,-254043.24,-335906.75000000006
1005,70866,UNICARE Life & Health Insurance Company,District of Columbia,24,0,0,0,0
1006,87881,Celtic Insurance Company,District of Columbia,0,,0,0,
1007,32263,United American Insurance Co,District of Columbia,,,,,
1008,77422,Aetna Life Insurance Company,District of Columbia,7547,8048,26064.57,-254043.24,-335906.75000000006
1009,86052,"CareFirst BlueChoice, Inc.",District of Columbia,110036,440289,3019983.96,-1630614.04,-10757047.39
1010,18628,Aetna Health Inc. (a Florida corporation),Florida,485275,824836,10355176.3,-28025200.75,5437975.83
1011,23841,Aetna Life Insurance Company,Florida,34529,112153,731083.64,-2790586.5300000003,1289962.56
1012,23841,Aetna Life Insurance Company,Florida,34529,112153,731083.64,-2790586.5300000003,1289962.56
1013,21663,Celtic Insurance Company,Florida,111,,110307.61,193747.7,
1014,32229,Assurity Life Insurance Company,Florida,12,,,,
1015,76089,Coventry Health & Life Insurance Company,Florida,280,4870,0,0,-31756.97
1016,76373,United American Insurance Co,Florida,,,,,
1017,83883,Florida Health Solution HMO Company,Florida,1312,,0,0,
1018,78366,Hartford Life & Accident Insurance Company,Florida,48,,0,0,
1019,76089,Coventry Health & Life Insurance Company,Florida,280,4870,0,0,-31756.97
1020,40442,Freedom Life Insurance Company of America,Florida,10292,,441201.84,544782.95,
1021,54172,"Molina Healthcare of Florida, Inc",Florida,1722261,,19011514.77,-218903904.11,
1022,44988,Liberty National Life Insurance Co,Florida,,,,,
1023,62662,Time Insurance Company,Florida,778753,2514,76081688,35074237,-112613
1024,31602,Unified Life Insurance Company,Florida,0,,0,0,
1025,41240,John Alden Life Insurance Company,Florida,2136,247,0,0,6445
1026,16836,Globe Life and Accident Insurance Co,Florida,,,,,
1027,28618,American Income Life Insurance Co,Florida,,,,,
1028,78266,Mid-West National Life Insurance Company of Tennessee,Florida,6755,0,0,0,0
1029,64462,Hartford Life and Annuity Insurance Company,Florida,,,,,
1030,21424,Companion Life Insurance Company,Florida,855,269,,,
1031,53310,New Era Life Insurance Company,Florida,538,,,,
1032,87527,American Republic Insurance Company,Florida,,,,,
1033,16185,TransAmerica Premier Life Insurance,Florida,12,,,,
1034,95087,First Allmerica Financial Life Ins. Co,Florida,0,,,,
1035,32853,Transamerica Life Insurance Company,Florida,,,,,
1036,95495,Philadelphia American Life Insurance Company,Florida,699,251,,,
1037,42204,All Savers Insurance Company,Florida,158,30287,0,0,-125918.62
1038,42204,All Savers Insurance Company,Florida,158,30287,0,0,-125918.62
1039,86382,Sunshine State Health Plan,Florida,187352,,1183808.05,-26584661.51,
1040,17341,United Healthcare Life Insurance Company,Florida,197146,0,14728924.87,10189460.6,0
1041,56503,"Florida Health Care Plan, Inc",Florida,37045,59053,2184914.09,2314125.36,528571.04
1042,17341,United Healthcare Life Insurance Company,Florida,197146,0,14728924.87,10189460.6,0
1043,71340,Wilton Reassurance Company,Florida,169,,,,
1044,99804,Golden Rule Insurance Company,Florida,875457,0,0,0,0
1045,86171,New York Life Insurance Company,Florida,24,0,0,0,0
1046,12541,The United States Life Ins. Co. in the City of New York,Florida,112134,,,,
1047,15833,The Guardian Life Insurance Company of America,Florida,429,,,,
1048,58949,United Teachers Associates,Florida,294,,,,
1049,63640,Union Labor Life Insurance Company,Florida,6,,,,
1050,62662,Time Insurance Company,Florida,778753,2514,76081688,35074237,-112613
1051,80779,"Neighborhood Health Partnership, Inc.",Florida,7636,554192,0,0,-338156.26
1052,77150,"Health First Insurance, Inc.",Florida,18268,6960,649423.12,700760.1,-210737.71
1053,83238,"Madison National Life Insurance Company, Inc.",Florida,,,,,
1054,41240,John Alden Life Insurance Company,Florida,2136,247,0,0,6445
1055,45345,Union Security Insurance Company,Florida,12,0,0,0,0
1056,79085,Standard Security Life Insurance Company of New York,Florida,,,,,
1057,12910,State Farm Mutual Automobile Insurance Company,Florida,2208,0,0,0,0
1058,76397,Washington National Insurance Company,Florida,,,,,
1059,70446,American Heritage Life Insurance Company,Florida,,,,,
1060,11461,American General Life Insurance Company,Florida,8736,,,,
1061,46632,Reserve National Insurance Company,Florida,,,,,
1062,46632,Reserve National Insurance Company,Florida,,,,,
1063,84141,Reliance Standard Life Insurance Company,Florida,,,,,
1064,43839,UnitedHealthcare Insurance Company,Florida,38845,1280849,0,115458.85,3936085.34
1065,43839,UnitedHealthcare Insurance Company,Florida,38845,1280849,0,115458.85,3936085.34
1066,47358,AMERICAN FIDELITY ASSURANCE COMPANY,Florida,,,,,
1067,30637,American National Life Insurance Company of Texas,Florida,623,,,,
1068,85774,American National Insurance Company,Florida,297,,,,
1069,68653,Mutual of Omaha Insurance Company,Florida,,,,,
1070,23324,Standard Life and Accident Insurance Company,Florida,56,,,,
1071,51440,The Prudential Insurance Company of America,Florida,,,,,
1072,80977,Thrivent Financial for Lutherans,Florida,,,,,
1073,29160,Trustmark Insurance Company,Florida,,,,,
1074,27357,Health First Health Plans,Florida,99351,86547,3437519.88,814327.97,668492.53
1075,50237,Central United Life Insurance Company,Florida,,,,,
1076,40889,American States Insurance Company,Florida,,,,,
1077,88141,Illinois Mutual Life Insurance Company,Florida,,,,,
1078,92120,"Coventry Health Plan of Fl., Inc.",Florida,41870,0,489283.73,-1502492.3599999999,0
1079,57451,"Coventry Health Care of Fl., Inc.",Florida,2827355,128894,56890286.23,-110567546.03,973155.25
1080,68398,"UnitedHealthcare of Florida, Inc.",Florida,1434483,753362,75440222.47,14473029.3,-4281455.39
1081,30831,Union Fidelity Life Insurance Company,Florida,,,,,
1082,92110,Health Net Life Insurance Company,Florida,,,,,
1083,92110,Health Net Life Insurance Company,Florida,,,,,
1084,89745,Protective Life Insurance Company,Florida,,,,,
1085,57451,"Coventry Health Care of Fl., Inc.",Florida,2827355,128894,56890286.23,-110567546.03,973155.25
1086,83978,Aetna Life Insurance Company,Georgia,248398,365173,6805223.19,-14644018.01,3355287.0599999996
1087,24775,Celtic Insurance Company,Georgia,18,,0,1983.9,
1088,46093,National Foundation Life Insurance Company,Georgia,730,,0,0,
1089,65890,Coventry Health & Life Insurance Company,Georgia,0,11063,0,0,-234361.91999999998
1090,35648,United American Insurance Co,Georgia,,,,,
1091,72796,Freedom Life Insurance Company of America,Georgia,1023,,0,370.93,
1092,42256,Liberty National Life Insurance Co,Georgia,,,,,
1093,20544,Time Insurance Company,Georgia,176902,23198,12623716,10590786,-240775
1094,68321,Unified Life Insurance Company,Georgia,24,,0,0,
1095,50313,John Alden Life Insurance Company,Georgia,6138,4070,0,0,123773
1096,65890,Coventry Health & Life Insurance Company,Georgia,0,11063,0,0,-234361.91999999998
1097,13137,Globe Life and Accident Insurance Co,Georgia,,,,,
1098,27135,American Income Life Insurance Co,Georgia,,,,,
1099,38835,Federated Mutual Insurance Company,Georgia,59,44887,0,0,-828282.28
1100,38835,Federated Mutual Insurance Company,Georgia,59,44887,0,0,-828282.28
1101,24989,Mid-West National Life Insurance Company of Tennessee,Georgia,3079,0,0,0,0
1102,33726,New Era Life Insurance Company,Georgia,959,,,,
1103,32940,American Republic Insurance Company,Georgia,,,,,
1104,69455,TransAmerica Premier Life Insurance,Georgia,,,,,
1105,83217,First Allmerica Financial Life Ins. Co,Georgia,0,,,,
1106,58826,Transamerica Life Insurance Company,Georgia,,,,,
1107,44329,Philadelphia American Life Insurance Company,Georgia,96,24,,,
1108,25329,Medico Corp Life Insurance Company,Georgia,,,,,
1109,45495,Peach State Health Plan,Georgia,223797,,2157601.74,-13768906.67,
1110,87844,Life of America,Georgia,30,,,,
1111,69092,American Heritage Life Insurance Company,Georgia,,,,,
1112,30552,UnitedHealthcare Insurance Company of the River Valley,Georgia,873,190825,0,0,-1813597.15
1113,74189,United Healthcare Life Insurance Company,Georgia,11225,0,960744.87,586323.62,0
1114,74189,United Healthcare Life Insurance Company,Georgia,11225,0,960744.87,586323.62,0
1115,17382,Companion Life Insurance Company,Georgia,366,567,,,
1116,43802,"UnitedHealthcare of Georgia, Inc. ",Georgia,126026,31034,10981664.8,9760768.12,-114263.43
1117,81500,Wilton Reassurance Company,Georgia,92,,,,
1118,72323,Golden Rule Insurance Company,Georgia,90105,0,0,0,0
1119,45422,The United States Life Ins. Co. in the City of New York,Georgia,11781,,,,
1120,63940,The Guardian Life Insurance Company of America,Georgia,72,,,,
1121,68587,New York Life Insurance Company,Georgia,24,0,0,0,0
1122,66528,United Teachers Associates,Georgia,72,,,,
1123,58966,Union Labor Life Insurance Company,Georgia,,,,,
1124,20544,Time Insurance Company,Georgia,176902,23198,12623716,10590786,-240775
1125,16661,"Madison National Life Insurance Company, Inc.",Georgia,,499,,,
1126,68687,Reliance Standard Life Insurance Company,Georgia,,,,,
1127,50313,John Alden Life Insurance Company,Georgia,6138,4070,0,0,123773
1128,24452,Union Security Insurance Company,Georgia,0,0,0,0,0
1129,99691,State Farm Mutual Automobile Insurance Company,Georgia,1177,0,0,0,0
1130,88383,Standard Security Life Insurance Company of New York,Georgia,,,,,
1131,24794,Reserve National Insurance Company,Georgia,,,,,
1132,24794,Reserve National Insurance Company,Georgia,,,,,
1133,74719,American General Life Insurance Company,Georgia,17688,,,,
1134,13535,UnitedHealthcare Insurance Company,Georgia,270,341405,0,32960.57,4133416.45
1135,13535,UnitedHealthcare Insurance Company,Georgia,270,341405,0,32960.57,4133416.45
1136,17991,AMERICAN FIDELITY ASSURANCE COMPANY,Georgia,,,,,
1137,67657,"Piedmont WellStar HealthPlans, Inc.",Georgia,418,,,,
1138,23444,New Era Life Insurance Company of the MidWest,Georgia,,,,,
1139,82302,Kaiser Permanente Insurance Company,Georgia,,1675,,,54644
1140,57989,American National Life Insurance Company of Texas,Georgia,2042,,,,
1141,91098,American National Insurance Company,Georgia,125,,,,
1142,33945,Standard Life and Accident Insurance Company,Georgia,449,,,,
1143,28970,The Prudential Insurance Company of America,Georgia,,,,,
1144,33647,Thrivent Financial for Lutherans,Georgia,,,,,
1145,44639,Trustmark Insurance Company,Georgia,,,,,
1146,84467,Central United Life Insurance Company,Georgia,,,,,
1147,58135,American States Insurance Company,Georgia,,,,,
1148,82824,Aetna Health Inc. (a Georgia corporation),Georgia,940354,684990,20306783.02,-58546619.339999996,-5894153.850000001
1149,56020,Illinois Mutual Life Insurance Company,Georgia,,,,,
1150,12442,Nippon Life Insurance Company of America,Georgia,,3505,,,128961.93
1151,83978,Aetna Life Insurance Company,Georgia,248398,365173,6805223.19,-14644018.01,3355287.0599999996
1152,27512,Union Fidelity Life Insurance Company,Georgia,,,,,
1153,25201,Protective Life Insurance Company,Georgia,,,,,
1154,,"Coventry Health Care of Fl., Inc.",Grand Total,2827355,128894,56890286.23,-110567546.03,973155.25
1155,,Aetna Health Inc. (a LA corp.),Grand Total,78262,53216,1300634.56,-9447131.61,-727200.19
1156,,"Piedmont WellStar HealthPlans, Inc.",Grand Total,418,,,,
1157,,CommunityCare Life & Health Insurance Company,Grand Total,1733,55597,,1210,-1132189
1158,,Celtic Insurance Company,Grand Total,670802,,11505740.16,-18697013.15,
1159,,"Dean Health Plan, Inc",Grand Total,49660,258093,,,
1160,,Medica Insurance Company,Grand Total,161231,341662,4412954,-5042829,9527411.61
1161,,"Coventry Health Care of Delaware, Inc.",Grand Total,1382,163158,0,0,-8413909.219999999
1162,,Aetna Health of Iowa Inc.,Grand Total,616196,44953,23491160.98,-10780079.06,185957.75
1163,,"Coventry Health Care of Kansas, Inc.",Grand Total,165909,80500,6202536.18,-1508060.57,-408938.73
1164,,BlueCross and BlueShield of South Carolina,Grand Total,1019835,805213,26785971,8615923,2446555
1165,,"Coventry Health Care of West Virginia, Inc.",Grand Total,4,21590,0,-435.24,-69535.76999999999
1166,,"GlobalHealth, Inc.",Grand Total,13431,574,611301,-1843454,-2525.02
1167,,"SHA, LLC",Grand Total,114458,58012,3004440.11,1137907.19,-926125
1168,,"CommunityCare HMO, Inc.",Grand Total,27269,154716,918969,1778574,-1588682
1169,,"Coventry Health Care of Missouri, Inc.",Grand Total,1054,0,37673.95,25987.320000000003,0
1170,,Triple-S Salud Inc.,Grand Total,845817,512433,,,
1171,,UNICARE Life & Health Insurance Company,Grand Total,24,0,0,0,0
1172,,National Foundation Life Insurance Company,Grand Total,32287,,0,-3711.09,
1173,,Assurity Life Insurance Company,Grand Total,132,,,,
1174,,Coventry Health & Life Insurance Company,Grand Total,2494209,920637,81044964.44,-42252916.05,-5330129.68
1175,,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",Grand Total,684681,822108,6020102.71,-5139303.75,2652230.24
1176,,"HMO Colorado, Inc., dba HMO Nevada",Grand Total,357536,24417,14097599.63,-8968736.42,-1830533.62
1177,,"BlueChoice HealthPlan of South Carolina, Inc.",Grand Total,544809,244524,18804858,3622507,-3934492
1178,,"Matthew Thornton Health Plan, Inc.",Grand Total,359424,436267,8346793.28,156537.94,1480182.4
1179,,"HMO Colorado, Inc., dba HMO Nevada",Grand Total,357536,24417,14097599.63,-8968736.42,-1830533.62
1180,,"Anthem Insurance Companies, Inc.",Grand Total,1348881,1731779,57438446.51,-13429318.84,7055751.04
1181,,"Anthem Health Plans of New Hampshire, Inc.",Grand Total,127889,45855,0,0,1336166.23
1182,,"Anthem Health Plans, Inc.",Grand Total,654579,464639,37785526.05,25538509.66,25341838.53
1183,,Blue Cross of California,Grand Total,7358067,3947887,324961807.8,-26380560.05,98215060.29
1184,,"HealthAmerica Pennsylvania, Inc.",Grand Total,76021,3878,2390670.97,-2527671.53,0
1185,,"HealthAssurance Pennsylvania, Inc.",Grand Total,270,568755,0,0,-58719.47999999998
1186,,Union Fidelity Life Insurance Company,Grand Total,,,,,
1187,,United American Insurance Co,Grand Total,,,,,
1188,,"ConnectiCare, Inc",Grand Total,11204,1041,26556.12,-1899005,-6352
1189,,"ConnectiCare, Insurance Company Inc",Grand Total,482538,790744,17813284.44,-26170707,-10932640
1190,,"Mid Rogue Health Plan, Inc.",Grand Total,,,,,
1191,,"Coventry Health Care of Nebraska, Inc.",Grand Total,547175,131042,19987007.509999998,-13630630.99,-516160.25000000006
1192,,ConnectiCare of Massachusetts,Grand Total,,16520,,,-149032.86
1193,,"ConnectiCare Benefits, Inc.",Grand Total,439258,,20626712.98,4456585,
1194,,Florida Health Solution HMO Company,Grand Total,1312,,0,0,
1195,,Reserve National Insurance Company,Grand Total,,,,,
1196,,"Vantage Health Plan, Inc.",Grand Total,84352,15385,2856815,-261975,-33097
1197,,"GMS Reinsurance Company, LTD",Grand Total,,67279,,,
1198,,"Wellmark of South Dakota, Inc.",Grand Total,572020,353553,8861709,-1043395,1566499
1199,,Hartford Life Insurance Company,Grand Total,158,,0,0,
1200,,LIBERTY UNION LIFE ASSURANCE COMPANY,Grand Total,,,,,
1201,,LifeWise Assurance Company,Grand Total,,,,,
1202,,Keystone Health Plan East,Grand Total,1291544,1448425,49300779.17,-12386830.58,-4106693.9
1203,,HealthPartners Insurance Company,Grand Total,507668,235369,9283000,-29118000,-3574000
1204,,QCC Insurance Company,Grand Total,525833,851405,43118173,64851297,24985337
1205,,Freedom Life Insurance Company of America,Grand Total,43546,,1839423.6800000002,1824926.9700000002,
1206,,Federated Mutual Insurance Company,Grand Total,345,995711,0,0,-16884999.209999997
1207,,PHP Insurance Company,Grand Total,,28751,,,-40531.33
1208,,Standard Life and Casualty Insurance Company,Grand Total,7356,,,,
1209,,First Allmerica Financial Life Ins. Co,Grand Total,348,,,,
1210,,"Wellmark Health Plan of Iowa, Inc.",Grand Total,121898,253629,1963170,-4391486,-1170300
1211,,"Premier Health Plan, Inc.",Grand Total,21655,,503783.01,-2005787.99,
1212,,"Molina Healthcare of Florida, Inc",Grand Total,1722261,,19011514.77,-218903904.11,
1213,,First United American Life Insurance Company,Grand Total,,,,,
1214,,US Health and Life Insurance Company,Grand Total,,137575,,,
1215,,"Wellmark, Inc.",Grand Total,1505991,1180164,15290589,15005600,1507980
1216,,FirstCarolinaCare Insurance Company,Grand Total,,65572,,,
1217,,Liberty National Life Insurance Co,Grand Total,,,,,
1218,,"AmeriHealth HMO, Inc.",Grand Total,179483,222582,8822692,-4859745,-14888625
1219,,Time Insurance Company,Grand Total,4159144,402828,288516118,200366179,-1212493
1220,,Unified Life Insurance Company,Grand Total,588,,0,0,
1221,,Aetna Life Insurance Company,Grand Total,2027920,5688842,62222129.37,-51860469.19,-71450531.58
1222,,"U.S. Behavioral Health Plan, CA",Grand Total,0,0,0,0,0
1223,,Globe Life and Accident Insurance Co,Grand Total,,,,,
1224,,"BLUE CROSS & BLUE SHIELD OF MISSISSIPPI, A MUTUAL INSURANCE COMPANY",Grand Total,793293,816408,8230686,2213376,27685
1225,,New Era Life Insurance Company,Grand Total,7473,,,,
1226,,John Alden Life Insurance Company,Grand Total,99874,154099,3607,-231991,742551
1227,,Paramount Insurance Company,Grand Total,33167,126471,1271902.17,-580499.95,-139082.01
1228,,American Income Life Insurance Co,Grand Total,,,,,
1229,,Hartford Life & Accident Insurance Company,Grand Total,120,,0,0,
1230,,"Coventry Health Care of Kansas, Inc.",Grand Total,165909,80500,6202536.18,-1508060.57,-408938.73
1231,,Paramount Care of Michigan,Grand Total,,666,,,-93353.98
1232,,AmeriHealth Insurance Company of New Jersey,Grand Total,543379,444759,49625516,38267701,-7350774
1233,,American Heritage Life Insurance Company,Grand Total,,,,,
1234,,New Health Ventures Inc,Grand Total,4585,0,389660.27,116319.32,0
1235,,"UnitedHealthcare Plan of the River Valley, Inc.",Grand Total,866,174176,0,0,-269951.22
1236,,"Educators Health Plans Life, Accident, and Health, Inc",Grand Total,,,,,
1237,,Innovation Health Insurance Company,Grand Total,458023,120595,9715649.28,-9421914.58,2094829.8300000005
1238,,Federated Mutual Insurance Company,Grand Total,345,995711,0,0,-16653202.559999997
1239,,"Health Plan of Nevada, Inc.",Grand Total,357716,201550,8218094.63,230274.9,-166538.16
1240,,"Health Net of California, Inc",Grand Total,2736915,1788573,41878401.12,-125635856,-9524829
1241,,"ACN Group of California, Inc.",Grand Total,0,50,0,0,0
1242,,Standard Security Life Insurance Company of New York,Grand Total,,8141,,,-94579.70000000001
1243,,MVP Health Insurance Company,Grand Total,,26668,,,
1244,,TransAmerica Premier Life Insurance,Grand Total,36,4584,,,
1245,,Freelancers CO-OP of New Jersey,Grand Total,563748,55523,25505469.21,-38582686.31,-7735504.78
1246,,Coventry Health & Life Insurance Company,Grand Total,2494209,920637,81044964.44,-42252916.05,-5330129.68
1247,,Hartford Life and Annuity Insurance Company,Grand Total,,,,,
1248,,Mid-West National Life Insurance Company of Tennessee,Grand Total,109141,319,0,0,0
1249,,American Progressive Life & Health Insurance Company of New York,Grand Total,11688,,0,0,
1250,,American Republic Insurance Company,Grand Total,,,,,
1251,,Transamerica Financial Life Insurance Company,Grand Total,4003,,,,
1252,,Nationwide Life Insurance Company,Grand Total,336,,,,
1253,,Unity Health Plans Insurance Corporation,Grand Total,194647,294566,7178809,5592708,832440
1254,,BridgeSpan Health Company,Grand Total,228453,,9177753,-80996,
1255,,"Molina Healthcare of Washington, Inc.",Grand Total,50553,,1183589.31,1537384.84,
1256,,"Molina Healthcare of Utah, Inc.",Grand Total,72932,,1294508,-2854735,
1257,,Enterprise Life Insurance Company,Grand Total,3926,,0,0,
1258,,"Molina Healthcare of Wisconsin, Inc.",Grand Total,281235,,13394748,-4595004,
1259,,"HealthAmerica Pennsylvania, Inc.",Grand Total,76021,3878,2390670.97,-2527671.53,0
1260,,"Molina Healthcare of Texas, Inc.",Grand Total,154159,,2012007,-4116191,
1261,,"Molina Healthcare of New Mexico, Inc.",Grand Total,48422,,300711,-265619,
1262,,WMI Mutual Insurance Company,Grand Total,,27836,,,-12522.86
1263,,"Molina Healthcare of Michigan, Inc.",Grand Total,14956,,108388.03,-489545.74,
1264,,MOLINA HEALTHCARE OF CALIFORNIA,Grand Total,199582,,1229751,-25983025,
1265,,HealthSpan,Grand Total,107468,14217,4158176.9,-6743522.63,-471429.58
1266,,"Molina Healthcare of Ohio, Inc.",Grand Total,25466,,878640,1592335,
1267,,The Chesapeake Life Insurance Company,Grand Total,894,0,0,0,0
1268,,Health Choice Insurance Co.,Grand Total,58566,,1542063.1600000001,-5999819.7,
1269,,"Coventry Health Care of Nebraska, Inc.",Grand Total,547175,131042,19987007.509999998,-13630630.99,-516160.25000000006
1270,,"WELLCARE HEALTH PLANS OF KENTUCKY, INC",Grand Total,486,,11974.7,-53971.89,
1271,,WellCare of New York,Grand Total,5221,,64751.48,-846218.15,
1272,,Transamerica Life Insurance Company,Grand Total,,,,,
1273,,MercyCare Insurance Company,Grand Total,,4838,0,0,-585670.39
1274,,Philadelphia American Life Insurance Company,Grand Total,2168,287,,,
1275,,Medico Corp Life Insurance Company,Grand Total,,,,,
1276,,All Savers Insurance Company,Grand Total,1855752,185480,92511106.91,-16128439.29,69969.77
1277,,"Coventry Health Care of Illinois, Inc.",Grand Total,168861,61975,6779907.14,-5367684.26,104899.70999999996
1278,,Investors Life Insurance Company of North America,Grand Total,,,,,
1279,,Avante Behavioral Health Plan,Grand Total,,,,,
1280,,"UnitedHealthcare of Mississippi, Inc.",Grand Total,266447,49646,8888515.12,-10190001.92,460760.03
1281,,"AMHIC, A Reciprocal Association",Grand Total,,19512,,,
1282,,UnitedHealthcare Insurance Company of the River Valley,Grand Total,8993,1385627,0,0,-12780544.45
1283,,United Healthcare Life Insurance Company,Grand Total,1114024,468947,65568621.56,24015631.46,-4373570.94
1284,,United Teachers Associates,Grand Total,1527,,,,
1285,,MercyCare HMO,Grand Total,10511,17819,1039096.92,686857.72,224237.16
1286,,"Geisinger Quality Options, Inc.",Grand Total,96868,280427,1545945.08,1142253.34,-1613339.93
1287,,Golden Rule Insurance Company,Grand Total,5468959,0,3065392.2,-3400197.89,0
1288,,Wilton Reassurance Company,Grand Total,44650,,,,
1289,,"Community Care Health Plan, Inc.",Grand Total,,,,,
1290,,"UnitedHealthcare of Kentucky, Ltd",Grand Total,216,65556,0,147450.72,-479230.3
1291,,THP Insurance Company,Grand Total,0,9028,0,0,155656
1292,,"Sierra Health and Life Insurance Company, Inc.",Grand Total,377613,239448,10114155.34,4132272.63,72611.26
1293,,New York Life Insurance Company,Grand Total,552,0,0,0,0
1294,,The United States Life Ins. Co. in the City of New York,Grand Total,1375910,,,,
1295,,Community Health Plan of Washington,Grand Total,15402,0,3147141.24,6748060,0
1296,,The Guardian Life Insurance Company of America,Grand Total,5308,,,,
1297,,Regal Life of America Insurance Company,Grand Total,60,,,,
1298,,"UnitedHealthcare of Wisconsin, Inc.",Grand Total,502,221085,0,-17371.64,-518081.96
1299,,Medical Mutual of Ohio,Grand Total,1180859,2665189,28191766.43,6545046.13,4026922.8
