,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE,RISK_TRANSFER_INDIVIDUAL,RISK_TRANSFER_SMALL_GROUP,Hash,MR_SUBMISSION_TEMPLATE_ID,MEMBER_MONTHS_INDIVIDUAL,MEMBER_MONTHS_SMALL_GROUP
248,65817,"United Healthcare of Arkansas, Inc.",AR,0.0,0.0,-578563.2,-9835574.399999999,,,
249,72982,The Health Plan of the Upper Ohio Valley,WV,11643.23,-15242.9,-553884.06,-9807056.31,,,
250,70552,"Independent Health Association, Inc.",NY,0.0,0.0,-574088.49,-9759504.33,,,
251,11104,Federated Mutual Insurance Company,IN,0.0,0.0,-542240.33,-9218085.61,,,
252,89498,"United Healthcare Plan of the River Valley, Inc.",VA,0.0,0.0,-539063.52,-9164079.84,,,
253,80180,"United Healthcare of Wisconsin, Inc.",WI,0.0,0.0,-535453.6,-9102711.2,,,
254,90175,United Healthcare Insurance Company,OR,0.0,0.0,-533017.71,-9061301.07,,,
255,66303,United Healthcare Life Insurance Company,IL,341552.54,-368112.74,0.0,-9020627.16,145225.0,18886.0,0.0
256,93222,Humana Health Plan. Inc.,TN,0.0,0.0,-529713.13,-9005123.21,,,
257,12512,Medical Benefits Mutual Life Insurance,OH,0.0,0.0,-523658.6,-8902196.2,,,
258,65598,Coventry Health Care Of Kansas Inc.,KS,6202536.18,-1458451.11,-413025.79,-8815669.580000006,,,
259,26661,Coventry Health & Life Insurance Co.,WV,0.0,0.0,-516628.21,-8782679.57,,,
260,73250,Aetna Health Inc. (a ME corp.),ME,80904.44,-207447.42,-169162.21,-8740296.51,143778.0,2633.0,6988.0
261,48788,Inter-County Hospital Plan,PA,0.0,0.0,-508919.29,-8651627.93,,,
262,83808,Coventry Health and Life,MS,62579.37,-199659.48,-154417.17,-8376480.18,,,
263,27243,Federated Mutual Insurance Company,OK,0.0,0.0,-492326.98,-8369558.66,,,
264,18389,Pekin Life Insurance Company,IL,0.0,0.0,-476618.51,-8102514.67,,,
265,14479,Family Health Hawaii mbs,HI,0.0,0.0,-462123.43,-7856098.31,,,
266,87269,Rocky Mountain Hos & Med Svc(Anthem BCBS),CO,3299621.05,-318263.67,-1239886.17,-7846891.310000002,142875.0,534111.0,677758.0
267,65441,"Phoenix Health Plans, Inc.",AZ,0.0,-247328.86,0.0,-7667194.659999999,,,
268,83396,The Health Plan of the Upper Ohio Valley,OH,7871.97,-74715.6,-306668.86,-7474450.43,,,
269,56707,Providence Health Plan,OR,9856172.82,-4161991.69,3092137.34,-7462197.86999999,,,
270,89587,Golden Rule Insurance Company,DE,53670.03,-245126.83,0.0,-7223241.52,138640.0,4600.0,0.0
271,41842,United Healthcare Insurance Company,DC,0.0,0.0,-389192.26,-6616268.42,,,
272,19722,"Molina Health Care of New Mexico, Inc.",NM,300711.27,-265619.48,0.0,-6129224.989999998,,,
273,24251,"Optimum Choice, Inc.",VA,0.0,0.0,-358194.95,-6089314.15,,,
274,56073,Nippon Life Insurance Company of America,OH,0.0,0.0,-356412.77,-6059017.09,,,
275,24301,Medical Associates Health Plans,IL,0.0,0.0,-348670.8,-5927403.6,,,
276,62560,"UPMC Health Coverage, Inc.",PA,0.0,-11718.3,-317612.72,-5762683.539999999,,,
277,80779,"Neighborhood Health Partnership, Inc.",FL,0.0,0.0,-338156.26,-5748656.42,,,
278,87446,John Alden Life Insurance Company,NV,0.0,0.0,-333228.58,-5664885.86,,,
279,23671,"United Healthcare of Kentucky, Ltd.",KY,0.0,0.0,-331779.58,-5640252.86,,,
280,73751,Medica Health Plans,ND,1917695.77,-825246.58,389024.19,-5545362.359999999,145709.0,53898.0,2437.0
281,23603,Pacific Source Health Plans,MT,7010027.68,-805324.98,-1744039.87,-5543558.410000004,139884.0,122296.0,109024.0
282,49714,United Healthcare Insurance Company,WY,0.0,0.0,-325977.41,-5541615.97,,,
283,61671,Aetna Health Inc. (a PA corp.),NC,0.0,0.0,-322190.74,-5477242.58,,,
284,32378,Aetna Life Insurance Company,IN,0.0,0.0,-313624.0,-5331608.0,,,
285,99129,Aetna Health Inc. (a PA corp.),IL,0.0,0.0,-313297.56,-5326058.52,,,
286,83883,Florida Health Solution HMO Company,FL,0.0,-166901.91,0.0,-5173959.21,,,
287,53135,United Healthcare Life Insurance Company,AR,506400.88,-280355.58,0.0,-5146216.82,145216.0,7917.0,0.0
288,35305,Trustmark Life Insurance Company,CA,0.0,-165775.07,0.0,-5139027.17,,,
289,32536,ATRIO Health Plans,OR,59160.57,-163736.68,-28002.5,-5137755.59,144557.0,2990.0,123.0
290,69842,United Healthcare Insurance Company,LA,0.0,0.0,-301664.16,-5128290.72,,,
291,79022,Altius Health Plans Inc.,WY,0.0,-78269.7,-153666.93,-5038698.51,,,
292,45920,"United Healthcare of Ohio, Inc.",KY,0.0,0.0,-293318.64,-4986416.88,,,
293,49021,Coventry Health & Life Insurance Company,NV,0.0,0.0,-282676.61,-4805502.37,,,
294,65635,MAMSI Life and Health Insurance Company,MD,0.0,0.0,-282416.8,-4801085.6,,,
295,64255,Federated Mutual Insurance Company,SD,0.0,0.0,-268825.85,-4570039.449999999,,,
296,59977,John Alden Life Insurance Company,NC,0.0,-138633.22,-11962.08,-4500985.180000001,,,
297,63474,Bridge Span Health Company,OR,37936.88,-143117.09,0.0,-4171071.63,,,
298,95074,John Alden Life Insurance Company,IN,0.0,0.0,-241241.52,-4101105.84,,,
299,58564,Physicians Plus Insurance Corporation,WI,166070.28,175983.58,-629677.53,-4086535.0700000003,,,
300,13939,Time Insurance Company,AL,451875.61,-223260.2,-18832.66,-4078092.1500000004,,,
301,65890,Coventry Health and Life,GA,0.0,0.0,-234988.55,-3994805.3499999996,,,
302,51889,United Healthcare Insurance Company,NH,0.0,0.0,-233115.68,-3962966.56,,,
303,96352,Federated Mutual Insurance Company,KS,0.0,0.0,-229788.82,-3906409.94,,,
304,20173,HealthPartners Insurance Company,WI,0.0,0.0,-228049.85,-3876847.45,,,
305,56971,John Alden Life Insurance Company,MN,3607.23,-93357.87,-43185.94,-3603004.34,,,
306,61175,Altius Health Plans Inc.,ID,14684.41,-16255.24,-174731.4,-3371555.3699999996,,,
307,54297,United Healthcare Ins Co of New York,NY,71590.71,-7577.79,-207851.87,-3267258.31,141364.0,1284.0,29968.0
308,76275,Aetna Health Inc. (a PA corp.),OK,0.0,0.0,-184766.55,-3141031.3499999996,,,
309,22369,Aetna Life Insurance Company,SC,0.0,0.0,-183730.56,-3123419.52,,,
310,79828,Pekin Life Insurance Company,IN,0.0,0.0,-183612.65,-3121415.05,,,
311,66837,Coventry Health and Life Insurance Co.,SD,0.0,0.0,-180679.77,-3071556.09,,,
312,67088,John Alden Life Insurance Company,OK,0.0,0.0,-178744.41,-3038654.97,,,
313,92224,National Health Insurance Company,TX,0.0,0.0,-173037.07,-2941630.19,,,
314,16245,Group Health Cooperative of Eau Claire,WI,0.0,0.0,-172607.47,-2934326.99,,,
315,75753,"Optimum Choice, Inc.",DC,0.0,0.0,-171150.38,-2909556.46,,,
316,68184,Time Insurance Company,IA,790041.27,-244924.54,-47915.07,-2876928.0399999996,,,
317,57020,John Alden Life Insurance Company,IL,0.0,0.0,-167167.35,-2841844.95,,,
318,14820,Nippon Life Insurance Company of America,SC,0.0,0.0,-166996.9,-2838947.3,,,
319,90028,BCBS of Wisconsin(Anthem BCBS),WI,0.0,0.0,-163325.2,-2776528.4000000004,,,
320,64618,National Health Insurance Company,CA,0.0,0.0,-161102.44,-2738741.48,,,
321,94459,Coventry Health & Life Insurance Company,NC,0.0,0.0,-154381.2,-2624480.4000000004,,,
322,92766,"HMO Missouri, Inc.(Anthem BCBS)",MO,0.0,0.0,-153568.66,-2610667.22,,,
323,46881,Medical Benefits Mutual Life Insurance,IN,0.0,0.0,-153245.43,-2605172.31,,,
324,98761,Nippon Life Insurance Company of America,IN,0.0,0.0,-153115.64,-2602965.8800000004,,,
325,57850,Aetna Health Inc. (a PA corp.),KS,0.0,0.0,-152312.88,-2589318.96,,,
326,35755,US Health and Life Insurance Company,IN,0.0,0.0,-150173.33,-2552946.61,,,
327,85757,United Healthcare Insurance Company,OK,0.0,0.0,-144362.05,-2454154.8499999996,,,
328,52346,Sanford Health Plan of Minnesota,MN,0.0,0.0,-144150.88,-2450564.96,,,
329,58840,Aetna Health Inc. (a TX corp.),TX,0.0,0.0,-139428.93,-2370291.81,,,
330,43283,First Carolina Care Insurance Company,NC,0.0,0.0,-137223.74,-2332803.58,,,
331,56262,Coventry Health & Life Insurance Company,SC,0.0,0.0,-136305.65,-2317196.05,,,
332,31434,Time Insurance Company,LA,1117513.46,-317760.3,-14565.43,-2275587.389999999,,,
333,73886,Crystal Run Health Plan LLC,NY,7324.16,-41505.88,-60517.29,-2264207.0900000003,,,
334,42204,All Savers Insurance Company,FL,0.0,0.0,-125918.62,-2140616.54,,,
335,35944,Kaiser Permanente Insurance Company,CO,0.0,0.0,-124133.71,-2110273.0700000003,,,
336,28773,United Healthcare Insurance Company,KY,0.0,0.0,-121359.44,-2063110.48,,,
337,41541,"Memorial Hermann Health Plan, Inc.",TX,0.0,-43008.69,-39452.12,-2003955.4300000002,,,
338,52670,All Savers Insurance Company,MI,0.0,0.0,-116036.56,-1972621.52,,,
339,97569,"Optimum Choice, Inc.",DE,0.0,0.0,-112992.65,-1920875.0499999998,,,
340,88000,Group Health Incorporated,NY,52138.69,-72128.3,-547.64,-1880316.35,136599.0,618.0,0.0
341,96835,John Alden Life Insurance Company,VA,0.0,0.0,-108864.52,-1850696.84,,,
342,23307,"Humana Health Plan, Inc.",AZ,676010.67,856409.75,-1948641.42,-1846127.1999999993,,,
343,43442,Humana Health Plan,IN,0.0,0.0,-102658.68,-1745197.5599999998,,,
344,72487,All Savers Insurance Company,NC,0.0,0.0,-102300.28,-1739104.76,,,
345,58819,John Alden Life Insurance Company,PA,0.0,0.0,-101659.48,-1728211.16,,,
346,16072,Coventry Health and Life Insurance Co.,PA,0.0,0.0,-101341.75,-1722809.75,,,
347,77060,United Healthcare Insurance Company,WV,0.0,0.0,-100035.49,-1700603.33,,,
348,27401,Trustmark Life Insurance Company,MO,0.0,-53584.07,0.0,-1661106.17,,,
349,81795,USAble Mutual Insurance Company,TX,0.0,0.0,-96511.51,-1640695.67,,,
350,72001,"Wellcare Health Plans of Kentucky, Inc.",KY,11974.7,-53971.89,0.0,-1589305.6900000002,139182.0,486.0,0.0
351,23592,Paramount Care of Michigan,MI,0.0,0.0,-93353.98,-1587017.66,,,
352,76668,"Coventry Health Care of Kansas, Inc.",OK,0.0,-49715.88,4087.06,-1471712.26,,,
353,39364,Medica Insurance Company,ND,0.0,0.0,-79596.59,-1353142.03,,,
354,41397,Federated Mutual Insurance Company,IA,0.0,0.0,-76811.45,-1305794.65,,,
355,38420,Federated Mutual Insurance Company,MS,0.0,0.0,-75474.34,-1283063.78,,,
356,71408,"Moda Health Plan, Inc.",CA,0.0,-40592.4,0.0,-1258364.4000000001,,,
357,33577,"Coventry Health Care of West Virginia, Inc.",WV,0.0,-435.24,-69535.77,-1195600.53,,,
358,60079,Coventry Health and Life,AR,0.0,-15072.7,-41289.01,-1169166.87,,,
359,83744,"Managed Health, Inc.",NY,0.0,0.0,-67696.17,-1150834.89,,,
360,22381,Coventry Health and Life,LA,0.0,0.0,-65433.61,-1112371.37,,,
361,95417,Trillium Community Health Plan,OR,0.0,-29917.47,-10819.44,-1111372.05,,,
362,94388,Trustmark Life Insurance Company,WA,0.0,-35609.15,0.0,-1103883.6500000001,,,
363,72375,"Optimum Choice, Inc.",MD,0.0,0.0,-64708.03,-1100036.51,,,
364,59772,THP Insurance Company,WV,0.0,0.0,-62874.74,-1068870.58,,,
365,70373,"Gundersen Health Plan Minnesota, Inc.",MN,113491.61,-17274.78,-76964.5,-1049473.41,143790.0,111.0,2089.0
366,40064,HealthNow New York,NY,0.0,3626.81,-68200.88,-1046983.85,,,
367,93838,"Health Assurance PA, Inc.",PA,0.0,0.0,-58719.48,-998231.16,,,
368,99806,John Alden Life Insurance Company,ND,0.0,0.0,-58311.32,-991292.44,,,
369,49900,John Alden Life Insurance Company,MS,0.0,0.0,-57304.43,-974175.31,,,
370,97667,"Cigna HealthCare of Arizona, Inc.",AZ,0.0,0.0,-56070.83,-953204.11,,,
371,43541,National Health Insurance Company,ID,0.0,0.0,-54156.38,-920658.46,,,
372,93696,Humana Health Plan Inc.,NV,0.0,0.0,-48965.47,-832412.99,,,
373,70904,WMI Mutual Insurance Company,AZ,0.0,0.0,-47954.99,-815234.83,,,
374,21066,United Healthcare of the MidAtlantic Inc.,DC,0.0,0.0,-46276.28,-786696.76,,,
375,40778,John Alden Life Insurance Company,TN,0.0,0.0,-46256.21,-786355.57,,,
376,59140,Nippon Life Insurance Company of America,MI,0.0,0.0,-45156.26,-767656.42,,,
377,20662,PHP Insurance Company,MI,0.0,0.0,-40531.33,-689032.61,,,
378,42313,WMI Mutual Insurance Company,NV,0.0,0.0,-37460.95,-636836.1499999999,,,
379,76169,Standard Security Life,OH,0.0,0.0,-34299.53,-583092.01,,,
380,40702,"United Healthcare of Arizona, Inc.",AZ,0.0,0.0,-34081.48,-579385.16,,,
381,59129,Trustmark Life Insurance Company,OR,0.0,-17648.46,0.0,-547102.26,,,
382,76089,Coventry Health and Life Insurance Co.,FL,0.0,0.0,-31756.97,-539868.49,,,
383,89219,John Alden Life Insurance Company,LA,0.0,0.0,-30629.8,-520706.6,,,
384,60067,Celtic Insurance Company,SC,0.0,-15341.23,0.0,-475578.13,,,
385,50442,Standard Security Life,IN,0.0,0.0,-27473.51,-467049.67,,,
386,26781,All Savers Insurance Company,MS,0.0,0.0,-27052.78,-459897.26,,,
387,79970,John Alden Life Insurance Company,MI,0.0,0.0,-25243.15,-429133.55000000005,,,
388,54179,United Healthcare Insurance Company,HI,0.0,0.0,-24645.33,-418970.61000000004,,,
389,80698,John Alden Life Insurance Company,NE,0.0,0.0,-21958.59,-373296.03,,,
390,48588,Aetna Life Insurance Company,UT,0.0,0.0,-20990.46,-356837.82,,,
391,93653,All Savers Insurance Company,LA,0.0,0.0,-20620.65,-350551.05000000005,,,
392,62352,Celtic Insurance Company,OH,0.0,-11014.35,0.0,-341444.85000000003,,,
393,85930,Sanford Health Plan,IA,0.0,0.0,-19387.07,-329580.19,,,
394,68307,Celtic Insurance Company,NV,0.0,-10494.15,0.0,-325318.64999999997,,,
395,53586,Nippon Life Insurance Company of America,IL,0.0,0.0,-18665.99,-317321.83,,,
396,44902,Federated Mutual Insurance Company,AL,0.0,0.0,-18268.78,-310569.26,,,
397,19046,Federated Mutual Insurance Company,TX,0.0,0.0,-15045.63,-255775.71,,,
398,75104,"Coventry Health Care of Missouri, Inc.",IL,0.0,-8129.85,0.0,-252025.35,,,
399,76179,Celtic Insurance Company,IN,0.0,-8090.12,0.0,-250793.72,,,
400,58288,"Humana Health Plan, Inc.",IL,434600.45,730433.28,-1525019.48,-239696.33000000194,,,
401,51820,Coventry Health and Life Insurance Co.,IA,0.0,0.0,-13857.81,-235582.77,,,
402,50118,United Healthcare Insurance Company,ID,0.0,0.0,-13618.27,-231510.59,,,
403,49290,Celtic Insurance Company,WY,0.0,-7210.87,0.0,-223536.97,,,
404,76871,Standard Security Life,NC,0.0,0.0,-13138.66,-223357.22,,,
405,90214,United Healthcare Insurance Company,ME,0.0,0.0,-12202.47,-207441.99,,,
406,49669,Madison National Life,MT,0.0,0.0,-10799.68,-183594.56,,,
407,80431,Freedom Life Insurance,SC,7903.72,-7622.19,0.0,-180961.84999999998,142164.0,2028.0,0.0
408,23029,Madison National Life,AZ,0.0,0.0,-9938.88,-168960.96,,,
409,96594,Medica Insurance Company,SD,0.0,0.0,-9930.72,-168822.24,,,
410,62505,Celtic Insurance Company,OK,0.0,-5294.26,0.0,-164122.06,,,
411,61273,Freedom Life Insurance,AR,0.0,-5029.01,0.0,-155899.31,,,
412,77638,"Health Alliance Midwest, Inc.",IA,0.0,0.0,-8581.91,-145892.47,,,
413,99723,Celtic Insurance Company,MO,0.0,-4529.5,0.0,-140414.5,,,
414,51826,John Alden Life Insurance Company,AR,0.0,0.0,-7856.65,-133563.05,,,
415,32898,Aetna Health Inc. (a PA corp.),MO,0.0,0.0,-7377.38,-125415.46,,,
416,21400,National Foundation Life Insurance,UT,0.0,-3711.09,0.0,-115043.79000000001,,,
417,89156,Standard Security Life,NE,0.0,0.0,-6025.22,-102428.74,,,
418,78960,John Alden Life Insurance Company,DE,0.0,0.0,-5432.47,-92351.99,,,
419,69424,Pekin Life Insurance Company,WI,0.0,0.0,-5359.01,-91103.17,,,
420,59096,Standard Security Life,AZ,0.0,0.0,-5153.41,-87607.97,,,
421,12363,Standard Security Life,MO,0.0,0.0,-4617.8,-78502.6,,,
422,10842,Celtic Insurance Company,PA,0.0,-2443.12,0.0,-75736.72,,,
423,73714,Standard Security Life,SC,0.0,0.0,-3867.1,-65740.7,,,
424,22554,US Health and Life Insurance Company,WI,0.0,0.0,-3848.16,-65418.72,,,
425,66946,Aetna Life Insurance Company,OK,0.0,-37821.69,65348.5,-61547.89000000013,,,
426,59311,Madison National Life,IL,0.0,0.0,-3428.71,-58288.07,,,
427,84014,County of Santa Clara,CA,505055.64,-115235.31,0.0,-36905.12999999989,,,
428,96734,Freedom Life Insurance,MS,0.0,-289.05,0.0,-8960.550000000001,,,
429,15980,Humana Insurance Company,FL,0.0,-279.3,0.0,-8658.300000000001,,,
430,27833,Celtic Insurance Company,IL,0.0,-76.03,0.0,-2356.93,,,
431,77029,All Savers Insurance Company,KY,0.0,0.0,-49.32,-838.44,,,
432,88950,"ConnectiCare of Massachusetts, Inc.",MA,0.0,0.0,0.0,0.0,,,
433,72796,Freedom Life Insurance,GA,0.0,370.93,0.0,11498.83,,,
434,34620,"Harbor Health Plan, Inc.",MI,0.0,428.3,0.0,13277.300000000001,,,
435,65693,Freedom Life Insurance Company of America,NV,0.0,1509.65,0.0,46799.15,,,
436,24775,Celtic Insurance Company,GA,0.0,1983.9,0.0,61500.9,,,
437,58996,US Health and Life Insurance Company,MI,0.0,0.0,4588.65,78007.04999999999,,,
438,90602,National Health Insurance Company,MI,0.0,0.0,4739.35,80568.95000000001,,,
439,52710,Fallon Health & Life Assurance Company,MA,13993.01,0.0,0.0,97951.07,,,
440,41240,John Alden Life Insurance Company,FL,0.0,0.0,6445.09,109566.53,,,
441,34368,Celtic Insurance Company,KS,0.0,4300.78,0.0,133324.18,,,
442,17032,Nippon Life Insurance Company of America,TN,0.0,0.0,8032.52,136552.84,,,
443,10324,Freedom Life Insurance,NE,0.0,4484.41,0.0,139016.71,,,
444,81392,United Healthcare Insurance Company,AR,0.0,0.0,9059.95,154019.15000000002,,,
445,46621,United Healthcare Insurance Company,MT,0.0,0.0,9085.52,154453.84,,,
446,52156,John Alden Life Insurance Company,ID,0.0,0.0,9713.17,165123.89,,,
447,29418,Celtic Insurance Company,TX,0.0,6632.38,0.0,205603.78,,,
448,97646,Time Insurance Company,NM,0.0,6670.67,0.0,206790.77,,,
449,80043,WMI Mutual Insurance Company,UT,0.0,0.0,14668.04,249356.68000000002,,,
450,44007,Celtic Insurance Company,NC,0.0,8222.85,0.0,254908.35,,,
451,64146,United Healthcare Ins Co of River Valley,SC,0.0,0.0,16395.03,278715.51,,,
452,45059,Aetna Life Insurance Company,ID,0.0,0.0,18122.94,308089.98,,,
453,14030,Aetna Life Insurance Company,LA,0.0,0.0,20110.13,341872.21,,,
454,54822,Freedom Life Insurance,KS,0.0,12212.08,0.0,378574.48,,,
455,68744,Humana Insurance Company,CA,0.0,0.0,23570.86,400704.62,,,
456,45125,Nippon Life Insurance Company of America,TX,0.0,0.0,24103.59,409761.03,,,
457,51474,Pekin Life Insurance Company,IA,0.0,0.0,29025.45,493432.65,,,
458,49221,John Alden Life Insurance Company,MO,0.0,0.0,30517.37,518795.29,,,
459,17808,Humana Insurance Company,SC,0.0,16975.57,0.0,526242.67,,,
460,77931,Health Alliance Midwest Inc.,NE,35910.26,14477.63,-8134.69,561888.62,,,
461,89728,John Alden Life Insurance Company,SC,0.0,0.0,35428.72,602288.24,,,
462,65779,Altius Health Plans Inc.,NV,0.0,0.0,35537.64,604139.88,,,
463,31234,CeltiCare Health Plan of MA,MA,87641.07,0.0,0.0,613487.49,,,
464,49857,"Humana Health Plan, Inc.",KS,0.0,0.0,37672.29,640428.93,,,
465,67580,John Alden Life Insurance Company,IA,0.0,0.0,39118.81,665019.77,,,
466,24675,"Blue Cross and Blue Shield of Massachusetts, Inc.",MA,96844.97,0.0,0.0,677914.79,,,
467,33734,John Alden Life Insurance Company,KY,0.0,0.0,39912.04,678504.68,,,
468,98805,United Healthcare Insurance Company,MS,0.0,0.0,41343.2,702834.3999999999,,,
469,94720,John Alden Life Insurance Company,WI,0.0,0.0,44877.57,762918.69,,,
470,49771,John Alden Life Insurance Company,AL,0.0,0.0,47439.27,806467.59,,,
471,82302,Kaiser Permanente Insurance Company,GA,0.0,0.0,54334.57,923687.69,,,
472,28162,AultCare Insurance Company,OH,2480670.37,-246739.17,-514739.16,965212.6000000015,,,
473,45632,WMI Mutual Insurance Company,MT,0.0,0.0,58225.04,989825.68,,,
474,82209,Freedom Life Insurance,OK,55202.84,19738.01,0.0,998298.19,,,
475,35670,Coventry Health & Life Co.,IL,1885185.38,-644379.33,458501.8,1015069.0299999993,,,
476,82506,Freedom Life Insurance,IL,37995.2,26867.72,0.0,1098865.72,,,
477,89365,Federated Mutual Insurance Company,AR,0.0,0.0,65077.18,1106312.06,,,
478,61021,United Healthcare Insurance Company,DE,0.0,0.0,67458.83,1146800.11,,,
479,47823,Freedom Life Insurance,WY,89760.56,18632.31,0.0,1205925.5299999998,142169.0,1150.0,0.0
480,77660,"Coventry Health Care of Missouri, Inc.",MO,37673.95,34117.16,0.0,1321349.61,,,
481,41549,Southwest Life and Health Ins Comp,TX,0.0,0.0,79525.12,1351927.04,,,
482,58594,"Meridian Health Plan of Michigan, Inc.",MI,0.0,45009.16,0.0,1395283.9600000002,,,
483,31552,Aetna Life Insurance Company,TN,76065.45,-112658.65,256967.28,1408483.7599999998,,,
484,31779,United Healthcare Insurance Company,MA,201831.79,0.0,0.0,1412822.53,,,
485,79636,Coventry Health and Life Insurance Co.,NE,0.0,48490.02,-4014.32,1434947.18,,,
486,82795,Capital Advantage Insurance Company CAIC,PA,0.0,0.0,84421.79,1435170.43,,,
487,23468,Humana Insurance Company,OK,66139.02,74763.49,-69246.02,1603458.99,145821.0,2381.0,685.0
488,39481,United Healthcare Life Insurance Company,SC,2086356.42,-414394.03,0.0,1758280.009999998,145240.0,36813.0,0.0
489,93122,Freedom Life Insurance,AL,0.0,57450.42,0.0,1780963.02,,,
490,97889,Time Insurance Company,DE,101848.85,40682.47,-10832.08,1789953.1600000001,,,
491,77144,Time Insurance Company,SD,381625.6,-21716.99,-8782.86,1848843.8899999997,,,
492,50498,John Alden Life Insurance Company,OH,0.0,0.0,109425.34,1860230.78,,,
493,98618,John Alden Life Insurance Company,KS,0.0,0.0,109791.51,1866455.67,,,
494,14414,Federated Mutual Insurance Company,WV,0.0,0.0,109960.53,1869329.01,,,
495,50313,John Alden Life Insurance Company,GA,0.0,0.0,122682.81,2085607.77,,,
496,39159,Aetna Life Insurance Company,CT,4541714.71,-621770.44,-610884.79,2132077.9000000022,145404.0,93291.0,433610.0
497,12442,Nippon Life Insurance Company of America,GA,0.0,0.0,128961.93,2192352.81,,,
498,43129,United Healthcare Life Insurance Company,UT,119109.57,47918.32,0.0,2319234.91,,,
499,43861,"United Healthcare of Washington, Inc.",WA,0.0,0.0,137027.09,2329460.53,,,
500,95233,Paramount Insurance Company,MI,0.0,0.0,137653.7,2340112.9000000004,,,
501,38949,Keystone Health Plan West,PA,81904.78,63115.8,-7980.98,2394246.5999999996,,,
502,73331,"Minuteman Health, Inc.",MA,349530.57,0.0,0.0,2446713.99,,,
503,95628,"Optimum Choice, Inc.",WV,0.0,0.0,153076.85,2602306.45,,,
504,50318,Aetna Life Insurance Company,WV,0.0,0.0,154836.76,2632224.92,,,
505,66413,"United Healthcare of Utah, Inc.",UT,0.0,0.0,170324.39,2895514.6300000004,,,
506,23458,Cigna Health and Life Insurance Company,NJ,0.0,0.0,177415.53,3016064.01,,,
507,33375,"Samaritan Health Plans, Inc.",OR,0.0,0.0,198705.22,3377988.74,,,
508,28700,Freedom Life Insurance,CO,49032.11,98569.13,0.0,3398867.8000000003,,,
509,98810,THP Insurance Company,OH,0.0,0.0,218531.1,3715028.7,,,
510,79279,Highmark Coverage Advantage Inc.,PA,0.0,0.0,220267.91,3744554.47,,,
511,48421,John Alden Life Insurance Company,WV,0.0,0.0,224713.34,3820126.78,,,
512,59765,BridgeSpan Health Company,ID,723972.41,-37955.58,0.0,3891183.89,,,
513,24588,Federated Mutual Insurance Company,NC,0.0,0.0,236116.42,4013979.14,,,
514,45480,"United Healthcare of Oklahoma, Inc.",OK,0.0,0.0,244157.12,4150671.04,,,
515,75841,Celtic Insurance Company,NH,112645.32,110166.0,0.0,4203663.24,,,
516,85408,"Global Health, Inc.",OK,611301.08,0.0,0.0,4279107.56,,,
517,48161,Aetna Life Insurance Company,MO,0.0,0.0,258345.46,4391872.82,,,
518,64206,John Alden Life Insurance Company,MT,0.0,0.0,264897.43,4503256.31,,,
519,28218,Time Insurance Company,ID,198924.26,137386.95,-45007.5,4886337.7700000005,,,
520,78611,Aetna Health Inc. (a PA corp.),AZ,0.0,0.0,296497.65,5040460.050000001,,,
521,33380,"Indiana University Health Plans, Inc.",IN,396734.18,79692.27,0.0,5247599.63,138620.0,9312.0,77.0
522,90762,United Healthcare Insurance Company,NM,0.0,0.0,309179.06,5256044.02,,,
523,75849,Freedom Life Insurance,AZ,4144.31,168620.34,0.0,5256240.71,,,
524,92137,All Savers Insurance Company,CO,73070.96,168907.5,0.0,5747629.22,,,
525,57637,Medica Insurance Company,WI,0.0,0.0,355871.33,6049812.61,,,
526,56887,"County of Ventura, dba Ventura County Health Care Plan",CA,0.0,0.0,358925.34,6101730.78,,,
527,52899,"UPMC Health Plan, Inc.",PA,32872.16,197264.42,-5456.23,6252546.23,,,
528,50735,Medical Associates Health Plans,IA,0.0,0.0,370973.92,6306556.64,,,
529,20129,"Health Alliance Medical Plans, Inc.",IL,9484950.67,-1326442.96,-1104554.13,6497502.7200000025,,,
530,27651,"Gundersen Health Plan, Inc.",IA,169590.23,160860.73,26939.77,6631790.33,,,
531,21663,Celtic Insurance Company,FL,110307.61,193747.7,0.0,6778331.970000001,143932.0,111.0,0.0
532,45521,Time Insurance Company,MS,1556831.44,-67176.42,-113965.64,6877935.180000001,,,
533,38712,Tufts Insurance Company,MA,1002073.5,0.0,0.0,7014514.5,,,
534,83463,Federated Mutual Insurance Company,TN,0.0,0.0,414552.78,7047397.260000001,,,
535,66593,United Healthcare Life Insurance Company,LA,225754.6,198496.43,0.0,7733671.53,,,
536,44526,Time Insurance Company,UT,157724.97,214883.2,0.0,7765453.99,,,
537,97462,United Healthcare Insurance Company,UT,0.0,0.0,463611.69,7881398.73,,,
538,57860,United Healthcare Insurance Company,SC,0.0,0.0,472850.3,8038455.1,,,
539,11555,New Health Ventures Inc.,CO,389660.27,173278.24,0.0,8099247.33,,,
540,81413,Network Health Plan,WI,24512.86,294393.41,-54663.83,8368500.619999998,,,
541,11082,Aetna Life Insurance Company,AK,0.0,-34550.55,557129.08,8400127.309999999,,,
542,40591,Golden Rule Insurance Company,CT,1961478.89,-164216.71,0.0,8639634.219999999,138639.0,65695.0,0.0
543,19913,Freedom Life Insurance,LA,214977.04,235529.13,0.0,8806242.31,,,
544,97624,Preferred One Community Health Plan,MN,0.0,0.0,522092.71,8875576.07,,,
