,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)
298,38499,"United Healthcare of Louisiana, Inc.",LA,"$12,768,745.19","$(16,112,496.42)","$(139,379.33)"
299,44965,"Humana Health Benefit Plan of Louisiana, Inc.",LA,"$6,599,758.13","$(2,526,804.46)","$(4,759,020.22)"
300,66593,United Healthcare Life Insurance Company,LA,"$225,872.10","$198,496.43",$-
301,67202,"Louisiana Health Cooperative, Inc.",LA,"$6,806,873.05","$(8,658,833.22)","$(177,962.62)"
302,67243,"Vantage Health Plan, Inc.",LA,"$2,858,301.90","$(261,974.85)","$(33,096.77)"
303,69842,United Healthcare Insurance Company,LA,N/E,$-,"$(301,664.16)"
304,81941,"Coventry Health Care of Louisiana, Inc.",LA,"$1,301,311.45","$(9,447,131.62)","$(727,200.20)"
305,89219,John Alden Life Insurance Company,LA,N/E,$-,"$(30,629.80)"
306,93653,All Savers Insurance Company,LA,N/E,$-,"$(20,620.65)"
307,97176,Louisiana Health Service & Indemnity Company,LA,"$59,752,232.01","$67,544,981.11","$7,830,648.73"
308,24675,"Blue Cross and Blue Shield of Massachusetts, Inc.",MA,"$96,895.37",N/A_MA_Issuer,N/A_MA_Issuer
309,29125,Tufts Associated Health Maintenance Org,MA,"$5,505,443.18",N/A_MA_Issuer,N/A_MA_Issuer
310,31234,CeltiCare Health Plan of MA,MA,"$87,686.69",N/A_MA_Issuer,N/A_MA_Issuer
311,31779,United Healthcare Insurance Company,MA,"$201,936.84",N/A_MA_Issuer,N/A_MA_Issuer
312,34484,"Health New England, Inc.",MA,"$1,633,271.41",N/A_MA_Issuer,N/A_MA_Issuer
313,36046,Harvard Pilgrim Health Care Inc.,MA,"$8,132,224.47",N/A_MA_Issuer,N/A_MA_Issuer
314,38712,Tufts Insurance Company,MA,"$1,002,595.01",N/A_MA_Issuer,N/A_MA_Issuer
315,41304,Neighborhood Health Plan,MA,"$25,517,727.66",N/A_MA_Issuer,N/A_MA_Issuer
316,42690,"Blue Cross and Blue Shield of Massachusetts HMO Blue, Inc.",MA,"$35,245,952.75",N/A_MA_Issuer,N/A_MA_Issuer
317,52710,Fallon Health & Life Assurance Company,MA,"$14,000.29",N/A_MA_Issuer,N/A_MA_Issuer
318,59763,Tufts Health Public Plans Inc.,MA,"$4,629,223.87",N/A_MA_Issuer,N/A_MA_Issuer
319,73331,"Minuteman Health, Inc.",MA,"$349,712.48",N/A_MA_Issuer,N/A_MA_Issuer
320,82569,"Boston Medical Center Health Plan, Inc.",MA,"$1,947,450.10",N/A_MA_Issuer,N/A_MA_Issuer
321,88806,"Fallon Community Health Plan, Inc.",MA,"$2,396,568.39",N/A_MA_Issuer,N/A_MA_Issuer
322,88950,"ConnectiCare of Massachusetts, Inc.",MA,$0.00,N/A_MA_Issuer,N/A_MA_Issuer
323,95878,HPHC Insurance Company Inc.,MA,"$2,288,842.82",N/A_MA_Issuer,N/A_MA_Issuer
324,14468,"Coventry Health Care of Delaware, Inc.",MD,N/E,$-,"$(6,945,127.90)"
325,23620,United Healthcare Insurance Company,MD,N/E,$-,"$1,835,041.07"
326,28137,"CareFirst Blue Choice, Inc.",MD,"$59,885,149.52","$(16,434,375.57)","$6,517,475.95"
327,31112,United Healthcare of the MidAtlantic Inc.,MD,"$504,920.11","$(1,146,080.38)","$(1,678,830.01)"
328,32812,Cigna Health and Life Insurance Company,MD,"$691,025.23","$1,034,979.80",$-
329,36677,All Savers Insurance Company,MD,"$496,194.53","$596,980.74",$-
330,45532,"CareFirst of Maryland, Inc.",MD,"$23,361,093.08","$22,545,287.16","$7,207,643.04"
331,65635,MAMSI Life and Health Insurance Company,MD,N/E,$-,"$(282,416.80)"
332,66516,Aetna Health Inc. (a PA corp.),MD,N/E,$-,"$(655,553.92)"
333,68541,Coventry Health and Life,MD,N/E,$-,"$(1,649,007.49)"
334,70767,Aetna Life Insurance Company,MD,N/E,$-,"$(2,554,392.85)"
335,72375,"Optimum Choice, Inc.",MD,N/E,$-,"$(64,708.03)"
336,72564,"Evergreen Health Cooperative, Inc.",MD,"$725,913.47","$(3,443,885.20)","$(20,766,948.84)"
337,90296,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",MD,"$4,152,560.34","$(17,702,319.36)","$2,987,261.26"
338,94084,GHMSI,MD,"$14,153,350.50","$14,549,412.84","$16,049,564.60"
339,11593,HPHC Insurance Company Inc.,ME,"$405,479.23","$208,585.27","$2,498,771.66"
340,33653,Maine Community Health Options,ME,"$40,987,289.61","$2,738,773.24","$(3,768,993.96)"
341,48396,Anthem Health Plans of ME(Anthem BCBS),ME,"$6,658,488.70","$(3,917,017.08)","$688,516.26"
342,53357,Aetna Life Insurance Company,ME,N/E,$-,"$1,790,597.54"
343,73250,Aetna Health Inc. (a ME corp.),ME,"$80,946.55","$(207,447.42)","$(169,162.21)"
344,90214,United Healthcare Insurance Company,ME,N/E,$-,"$(12,202.47)"
345,96667,Harvard Pilgrim Health Care Inc.,ME,"$728,167.41","$1,177,105.98","$(1,027,526.86)"
346,13667,Health Plus of Michigan,MI,"$913,424.81","$(4,076,070.63)","$83,736.21"
347,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,MI,"$79,301,872.92","$84,043,000.54","$11,876,518.15"
348,20393,McLaren Health Plan,MI,"$1,279,803.45","$3,123,625.29","$(1,125,261.52)"
349,20662,PHP Insurance Company,MI,N/E,$-,"$(40,531.33)"
350,23592,Paramount Care of Michigan,MI,N/E,$-,"$(93,353.98)"
351,29241,Priority Health Insurance Company (PHIC),MI,"$4,303,697.77","$37,908.56","$124,208.68"
352,29698,Priority Health,MI,"$14,187,510.70","$(27,447,894.51)","$(2,734,798.34)"
353,34620,"Harbor Health Plan, Inc.",MI,$0.00,$428.30,$-
354,37651,Health Alliance Plan (HAP),MI,"$3,485,778.72","$3,869,249.10","$(1,604,360.74)"
355,40047,"Molina Healthcare of Michigan, Inc.",MI,"$108,444.44","$(489,545.74)",$-
356,41895,Consumers Mutual Insurance of Michigan,MI,"$2,288,287.67","$(7,071,364.84)","$(1,699,990.62)"
357,45002,United Healthcare Life Insurance Company,MI,"$1,369,709.18","$358,625.01","$(62,155.35)"
358,46275,"Humana Medical Plan of Michigan, Inc.",MI,"$5,237,342.47","$(10,842,830.41)",$-
359,52670,All Savers Insurance Company,MI,N/E,$-,"$(116,036.56)"
360,58594,"Meridian Health Plan of Michigan, Inc.",MI,$0.00,"$45,009.16",$-
361,58996,US Health and Life Insurance Company,MI,N/E,$-,"$4,588.65"
362,59140,Nippon Life Insurance Company of America,MI,N/E,$-,"$(45,156.26)"
363,59830,Health Plus Insurance Company,MI,"$9,028,543.74","$(4,117,248.29)","$469,960.22"
364,60829,Physicians Health Plan,MI,"$188,485.20","$(347,998.34)","$(665,160.05)"
365,62294,Humana Insurance Company,MI,"$1,227,648.12","$(356,523.02)","$(541,342.84)"
366,63631,United Healthcare Insurance Company,MI,N/E,$-,"$(1,154,312.92)"
367,67183,"Total Health Care USA, Inc.",MI,"$1,534,183.55","$1,882,988.25","$192,637.06"
368,67577,Alliance Health and Life Insurance Company,MI,"$2,909,573.77","$4,463,306.20","$(282,556.40)"
369,71667,"United Healthcare Community Plan, Inc.",MI,"$750,094.76","$(3,038,785.10)",$-
370,79970,John Alden Life Insurance Company,MI,N/E,$-,"$(25,243.15)"
371,81068,Aetna Life Insurance Company,MI,"$613,608.61","$(1,395,523.24)",$-
372,82649,Federated Mutual Insurance Company,MI,N/E,$-,"$(4,753,200.26)"
373,89029,Time Insurance Company,MI,"$2,392,980.67","$1,364,106.91","$(129,271.65)"
374,90602,National Health Insurance Company,MI,$0.00,$-,"$4,739.35"
375,95233,Paramount Insurance Company,MI,N/E,$-,"$137,653.70"
376,98185,Blue Care Network of Michigan,MI,"$46,831,049.28","$(40,004,463.16)","$2,178,690.19"
377,27439,Time Insurance Company,MN,"$3,319,642.29","$1,018,837.12","$(74,883.14)"
378,31616,Medica Insurance Company,MN,"$4,415,250.76","$(5,042,829.16)","$9,261,067.53"
379,34102,"Group Health Plan, Inc.",MN,"$4,673,126.71","$(4,257,609.45)",$-
380,49316,"BCBSM, INC.",MN,"$125,759,129.37","$29,086,945.86","$15,764,245.94"
381,52346,Sanford Health Plan of Minnesota,MN,N/E,$-,"$(144,150.88)"
382,56971,John Alden Life Insurance Company,MN,"$3,609.11","$(93,357.87)","$(43,185.94)"
383,57129,HMO Minnesota,MN,"$3,272,853.74","$865,806.78","$(307,685.44)"
384,60769,Federated Mutual Insurance Company,MN,N/E,$-,"$(4,702,535.67)"
385,65847,Medica Health Plans of Wisconsin,MN,"$6,052,960.34","$7,678,426.35",$-
386,70373,"Gundersen Health Plan Minnesota, Inc.",MN,"$113,550.68","$(17,274.78)","$(76,964.50)"
387,79888,"HealthPartners, Inc.",MN,N/E,"$31,708.01","$(13,774,545.17)"
388,85654,HealthPartners Insurance Company,MN,"$9,288,091.28","$(29,118,111.14)","$(3,345,685.38)"
389,85736,UCare Minnesota,MN,"$1,959,663.44","$(5,906,132.97)",$-
390,88102,Preferred One Insurance Company,MN,"$4,222,933.09","$5,753,591.46","$(3,077,770.23)"
391,97624,Preferred One Community Health Plan,MN,N/E,$-,"$522,092.71"
392,12363,Standard Security Life,MO,N/E,$-,"$(4,617.80)"
393,14026,Time Insurance Company,MO,"$3,138,358.14","$3,559,221.84","$(166,224.74)"
394,14162,United Healthcare Life Insurance Company,MO,"$3,675,197.04","$1,543,008.50",$-
395,16049,All Savers Insurance Company,MO,"$10,203,410.75","$(10,361,029.92)",$-
396,27401,Trustmark Life Insurance Company,MO,$0.00,"$(53,584.07)",$-
397,30613,Humana Insurance Company,MO,"$4,910,519.65","$(188,325.95)","$(3,938,829.87)"
398,32753,Healthy Alliance Life Co(Anthem BCBS),MO,"$19,470,609.22","$7,298,221.08","$5,340,341.52"
399,32898,Aetna Health Inc. (a PA corp.),MO,N/E,$-,"$(7,377.38)"
400,34762,Blue Cross and Blue Shield of Kansas City,MO,"$22,865,750.61","$20,705,929.36","$(325,653.60)"
401,44240,Coventry Health and Life,MO,"$31,011,926.25","$(20,980,901.39)","$(233,857.65)"
402,44527,Coventry Health & Life Insurance Co.,MO,"$28,854,403.54","$(1,547,250.27)","$(5,494.46)"
403,48161,Aetna Life Insurance Company,MO,N/E,$-,"$258,345.46"
404,49221,John Alden Life Insurance Company,MO,N/E,$-,"$30,517.37"
405,64701,Federated Mutual Insurance Company,MO,N/E,$-,"$(2,366,698.58)"
406,74483,Cigna Health and Life Insurance Company,MO,"$2,682,965.04","$1,879,512.84",$-
407,77660,"Coventry Health Care of Missouri, Inc.",MO,"$37,693.57","$34,117.16",$-
408,92766,"HMO Missouri, Inc.(Anthem BCBS)",MO,N/E,$-,"$(153,568.66)"
409,95426,United Healthcare Insurance Company,MO,N/E,$-,"$2,802,884.90"
410,96384,Cox Health Systems Insurance Company,MO,"$1,954,932.69","$(1,884,389.93)","$(1,229,766.58)"
411,99723,Celtic Insurance Company,MO,$0.00,"$(4,529.50)",$-
412,11721,Blue Cross & Blue Shield of Mississippi,MS,"$8,234,968.46","$2,213,375.40","$27,685.38"
413,26781,All Savers Insurance Company,MS,N/E,$-,"$(27,052.78)"
414,38420,Federated Mutual Insurance Company,MS,N/E,$-,"$(75,474.34)"
415,45521,Time Insurance Company,MS,"$1,557,641.67","$(67,176.42)","$(113,965.64)"
416,48963,Humana Insurance Company,MS,"$18,785,123.87","$13,191,678.23","$(52,010.25)"
417,49900,John Alden Life Insurance Company,MS,N/E,$-,"$(57,304.43)"
418,61794,United Healthcare Life Insurance Company,MS,"$178,090.31","$(448,183.32)","$(40,377.81)"
419,83808,Coventry Health and Life,MS,"$62,611.94","$(199,659.48)","$(154,417.17)"
420,94237,Magnolia Health Plan,MS,"$4,586,657.17","$(4,508,929.62)",$-
421,96734,Freedom Life Insurance,MS,$0.00,$(289.05),$-
422,97560,"United Healthcare of Mississippi, Inc.",MS,"$8,893,140.98","$(10,180,815.77)","$451,573.88"
423,98805,United Healthcare Insurance Company,MS,N/E,$-,"$41,343.20"
424,23603,Pacific Source Health Plans,MT,"$7,013,675.92","$(805,324.98)","$(1,744,039.87)"
425,24867,Time Insurance Company,MT,"$2,894,124.53","$1,231,200.88","$(309,927.67)"
426,30751,Blue Cross and Blue Shield of Montana,MT,"$29,263,271.43","$(4,708,322.25)","$(89,903.73)"
427,32225,Montana Health Cooperative,MT,"$14,667,714.03","$4,282,446.27","$1,822,462.95"
428,45632,WMI Mutual Insurance Company,MT,N/E,$-,"$58,225.04"
429,46621,United Healthcare Insurance Company,MT,N/E,$-,"$9,085.52"
430,49669,Madison National Life,MT,N/E,$-,"$(10,799.68)"
431,64206,John Alden Life Insurance Company,MT,N/E,$-,"$264,897.43"
432,11512,Blue Cross and Blue Shield of NC,NC,"$222,234,005.55","$67,566,338.19","$15,759,733.78"
433,24588,Federated Mutual Insurance Company,NC,N/E,$-,"$236,116.42"
434,32237,Humana Insurance Company,NC,"$293,030.60","$(520,970.75)",$-
435,40411,Cigna Health and Life Insurance Company,NC,"$293,355.40","$596,150.26",$-
436,42754,United Healthcare Life Insurance Company,NC,"$1,230,433.68","$(684,964.86)",$-
437,43283,First Carolina Care Insurance Company,NC,$0.00,$-,"$(137,223.74)"
438,44007,Celtic Insurance Company,NC,$0.00,"$8,222.85",$-
439,54332,"United Healthcare of North Carolina, Inc.",NC,"$26,513,178.72","$(15,787,937.71)","$(1,665,560.71)"
440,56346,"Coventry Health Care of the Carolinas, Inc.",NC,"$38,747,450.73","$(47,680,707.29)","$(9,400,776.79)"
441,58658,United Healthcare Ins Co of River Valley,NC,N/E,$-,"$(1,453,280.86)"
442,59977,John Alden Life Insurance Company,NC,$0.00,"$(138,633.22)","$(11,962.08)"
443,61644,Aetna Life Insurance Company,NC,"$651,988.51","$(715,751.32)","$(157,069.07)"
444,61671,Aetna Health Inc. (a PA corp.),NC,N/E,$-,"$(322,190.74)"
445,69347,United Healthcare Insurance Company,NC,N/E,$-,"$(2,306,736.60)"
446,72487,All Savers Insurance Company,NC,N/E,$-,"$(102,300.28)"
447,76871,Standard Security Life,NC,N/E,$-,"$(13,138.66)"
448,87696,Time Insurance Company,NC,"$2,414,167.19","$(2,641,746.14)","$(271,229.67)"
449,94459,Coventry Health & Life Insurance Company,NC,N/E,$-,"$(154,381.20)"
450,37160,Blue Cross Blue Shield of North Dakota,ND,"$12,584,324.78","$1,716,903.71","$22,846.40"
451,39364,Medica Insurance Company,ND,N/E,$-,"$(79,596.59)"
452,55105,Time Insurance Company,ND,"$1,949,251.42","$(162,737.22)","$155,951.59"
453,73751,Medica Health Plans,ND,"$1,918,693.80","$(825,246.58)","$389,024.19"
454,89364,Sanford Health Plan,ND,"$935,693.69","$(728,919.89)","$(429,914.25)"
455,99806,John Alden Life Insurance Company,ND,N/E,$-,"$(58,311.32)"
456,10324,Freedom Life Insurance,NE,$0.00,"$4,484.41",$-
457,15438,Coventry Health Care of Nebraska Inc.,NE,"$19,997,409.37","$(13,630,630.99)","$(516,160.25)"
458,19524,Time Insurance Company,NE,"$4,734,632.44","$6,667,658.89","$883,774.73"
459,29678,Blue Cross and Blue Shield of Nebraska,NE,"$32,361,756.58","$13,541,049.63","$3,977,257.76"
460,43198,CoOportunity Health,NE,"$2,009,586.78","$(10,205,123.79)","$(7,075,784.88)"
461,47340,Federated Mutual Insurance Company,NE,N/E,$-,"$(1,283,549.38)"
462,68389,United Healthcare Life Insurance Company,NE,"$2,875,324.11","$3,559,594.19",$-
463,73102,United Healthcare Insurance Company,NE,N/E,$-,"$4,054,594.92"
464,77931,Health Alliance Midwest Inc.,NE,"$35,928.95","$14,477.63","$(8,134.69)"
465,79636,Coventry Health and Life Insurance Co.,NE,$0.00,"$48,490.02","$(4,014.32)"
466,80698,John Alden Life Insurance Company,NE,N/E,$-,"$(21,958.59)"
467,89156,Standard Security Life,NE,N/E,$-,"$(6,025.22)"
468,19304,Maine Community Health Options,NH,"$3,312,367.91","$5,306,302.38","$(3,569,171.62)"
469,42260,Time Insurance Company,NH,"$4,992,365.74","$6,151,610.42",$-
470,51889,United Healthcare Insurance Company,NH,N/E,$-,"$(233,115.68)"
471,57601,Anthem Health Plans of NH(Anthem BCBS),NH,N/E,$-,"$1,336,166.23"
472,59025,Harvard Pilgrim Health Care of NE,NH,"$2,619,722.76","$(1,229,943.19)","$(843,133.48)"
473,61163,"Minuteman Health, Inc.",NH,"$2,115,269.73","$(10,494,673.57)","$(46,195.18)"
474,71616,"HPHC Insurance Company, Inc.",NH,N/E,$-,"$1,875,267.30"
475,75841,Celtic Insurance Company,NH,"$112,703.95","$110,166.00",$-
476,96751,Matthew Thornton Hlth Plan(Anthem BCBS),NH,"$8,351,137.21","$156,537.94","$1,480,182.40"
477,10191,"Freelancers CO-OP of New Jersey, Inc.",NJ,"$25,518,743.04","$(38,582,686.31)","$(7,735,504.78)"
478,13953,Horizon HMO,NJ,$0.00,$(945.51),"$3,193,510.84"
479,23458,Cigna Health and Life Insurance Company,NJ,N/E,$-,"$177,415.53"
480,41014,"Cigna HealthCare of New Jersey, Inc.",NJ,"$645,603.45","$817,727.44","$48,511.09"
481,48834,"Oxford Health Plans (NJ), Inc.",NJ,"$12,200,483.35","$18,952,235.00","$(185,240.53)"
482,50221,Oscar Insurance Corporation of New Jersey,NJ,"$945,235.86","$(1,957,295.70)",$-
483,77263,"Oxford Health Insurance, Inc.",NJ,"$16,261,309.29","$44,955,766.00","$5,736,032.94"
484,77606,"AmeriHealth HMO, Inc.",NJ,"$8,830,357.66","$(4,859,744.69)","$(14,888,625.20)"
485,82884,Aetna Health Inc. (a NJ corp.),NJ,N/E,$-,"$(18,109,387.03)"
486,89217,Aetna Life Insurance Company,NJ,"$3,126,673.44","$5,290,240.82","$2,477,419.03"
487,91661,"Horizon Healthcare Services, Inc.",NJ,"$85,563,520.22","$(62,882,998.27)","$36,636,642.31"
488,91762,AmeriHealth Ins Company of New Jersey,NJ,"$49,658,797.40","$38,267,701.25","$(7,350,774.16)"
489,19722,"Molina Health Care of New Mexico, Inc.",NM,"$300,867.77","$(265,619.48)",$-
490,52744,Presbyterian Insurance Company,NM,N/E,$-,"$(818,490.89)"
491,57173,Presbyterian Health Plan,NM,"$5,375,417.38","$(2,390,195.41)","$620,026.82"
492,72034,CHRISTUS Health Plan,NM,"$22,695.10","$(455,783.17)",$-
493,75605,Blue Cross Blue Shield of New Mexico,NM,"$25,478,424.19","$14,139,955.41","$4,123,735.82"
494,90762,United Healthcare Insurance Company,NM,N/E,$-,"$309,179.06"
495,93091,New Mexico Health Connections,NM,"$5,515,873.35","$(11,035,028.09)","$(3,534,467.65)"
496,97132,"Lovelace Health System, Inc.",NM,$0.00,$-,"$(699,983.20)"
497,97646,Time Insurance Company,NM,$0.00,"$6,670.67",$-
498,16698,Prominence Health First,NV,"$2,492,308.28","$3,206,374.59","$(1,767,200.16)"
499,17255,Golden Rule Insurance Company,NV,"$617,441.35","$(1,803,076.90)",$-
500,19298,Aetna Health Inc. (a PA corp.),NV,"$44,592.70","$(1,143,730.03)","$261,732.04"
501,20895,Humana Insurance Company,NV,"$2,037,936.77","$1,431,529.89","$(1,141,023.21)"
502,27990,Aetna Life Insurance Company,NV,"$1,532,987.48","$(7,118,682.16)","$672,487.49"
503,29211,Time Insurance Company,NV,"$13,121,851.53","$9,178,690.86","$(712,661.85)"
504,33670,Rocky Mountain Hos&Med Svc(Anthem BCBS),NV,"$2,721,897.49","$(4,821,040.08)","$3,892,116.41"
505,34996,Nevada Health CO-OP,NV,"$8,846,611.34","$5,244,157.68","$(711,597.39)"
506,41094,"Hometown Health Plan, Inc.",NV,$0.00,"$(64,141.23)","$(535,962.57)"
507,42313,WMI Mutual Insurance Company,NV,N/E,$-,"$(37,460.95)"
508,49021,Coventry Health & Life Insurance Company,NV,$0.00,$-,"$(282,676.61)"
509,60156,HMO Colorado Inc. dba HMO NV(Anthem BCBS),NV,"$5,077,744.17","$(8,860,894.35)","$(27,406.00)"
510,65693,Freedom Life Insurance Company of America,NV,$0.00,"$1,509.65",$-
511,65779,Altius Health Plans Inc.,NV,$0.00,$-,"$35,537.64"
512,68307,Celtic Insurance Company,NV,$0.00,"$(10,494.15)",$-
513,68524,"Prominence Preferred Health Insurance Company, Inc.",NV,N/E,$-,"$1,300,037.30"
514,74222,United Healthcare Insurance Company,NV,N/E,$-,"$1,288,122.46"
515,83198,"Sierra Health and Life Ins Company, Inc.",NV,"$10,119,419.06","$4,132,272.63","$72,611.26"
516,85266,Hometown Health Providers Ins. Co. Inc.,NV,"$217,980.45","$397,248.75","$(1,757,923.69)"
517,87446,John Alden Life Insurance Company,NV,N/E,$-,"$(333,228.58)"
518,93696,Humana Health Plan Inc.,NV,$0.00,$-,"$(48,965.47)"
519,95865,"Health Plan of Nevada, Inc.",NV,"$8,222,371.58","$230,274.90","$(166,538.16)"
520,11177,MetroPlus Health Plan,NY,"$5,191,276.87","$(30,578,616.79)","$(1,666,323.89)"
521,17210,Aetna Life Insurance Company,NY,"$4,506,213.00","$9,153,245.87","$(92,687,139.68)"
522,18029,Independent Health Benefits Corporation,NY,"$2,216,885.52","$7,655,906.80","$7,032,740.32"
523,25303,"New York State Catholic Health Plan, Inc.",NY,"$13,867,355.91","$(56,655,138.64)",$-
524,26420,"Oxford Health Plans (NY), Inc.",NY,"$37,053,494.34","$75,516,356.91","$(34,043,889.75)"
525,36346,BlueShield of Northeastern New York,NY,"$347,699.17","$420,500.61","$791,105.07"
526,39595,WellCare of New York,NY,"$64,785.18","$(846,218.15)",$-
527,40064,HealthNow New York,NY,$0.00,"$3,626.81","$(68,200.88)"
528,43477,Crystal Run Health Insurance Company Inc.,NY,N/E,$-,"$(578,572.33)"
529,44113,"Empire HealthChoice Assurance, Inc.",NY,N/E,$-,"$(1,060,038.06)"
530,49526,BlueCross BlueShield of Western New York,NY,"$3,377,361.29","$8,271,129.24","$2,132,100.46"
531,50138,Aetna Health Inc. (a NY corp.),NY,N/E,$-,"$(2,194,924.08)"
532,54235,"United Healthcare of New York, Inc.",NY,"$7,508,442.74","$10,564,737.15",$-
533,54297,United Healthcare Ins Co of New York,NY,"$71,627.97","$(7,577.79)","$(207,851.87)"
534,56184,"MVP Health Plan, Inc.",NY,"$14,469,727.59","$25,548,029.99","$(2,504,923.46)"
535,57165,"Affinity Health Plan, Inc.",NY,"$2,549,532.70","$(24,567,668.78)",$-
536,70552,"Independent Health Association, Inc.",NY,$0.00,$-,"$(574,088.49)"
537,71644,Freelancers Health Service Corporation d/b/a Health Republic I f N Y k,NY,"$51,763,635.04","$(37,496,765.22)","$(153,842,015.39)"
538,73886,Crystal Run Health Plan LLC,NY,"$7,327.98","$(41,505.88)","$(60,517.29)"
539,74289,Oscar Insurance Corporation,NY,"$19,771,125.40","$(30,977,083.32)",$-
540,78124,"Excellus Health Plan, Inc.",NY,"$20,303,711.74","$44,746,473.20","$(2,719,871.69)"
541,80519,"Empire HealthChoice HMO, Inc.",NY,"$40,523,011.28","$31,931,835.18","$1,170,127.82"
542,82483,North Shore-LIJ Insurance Company Inc.,NY,"$8,737,682.64","$2,282,312.43","$(13,302,063.81)"
543,83744,"Managed Health, Inc.",NY,N/E,$-,"$(67,696.17)"
544,85629,"Oxford Health Insurance, Inc.",NY,N/E,$-,"$315,374,419.88"
545,88000,Group Health Incorporated,NY,"$52,165.83","$(72,128.30)",$(547.64)
546,88582,Health Insurance Plan of Greater New York,NY,"$11,925,482.58","$5,515,480.63","$(36,417,583.95)"
547,89846,MVP Health Services Corp.,NY,N/E,$-,"$2,025,401.59"
548,91237,"Healthfirst PHSP, Inc.",NY,"$6,632,379.19","$(48,556,174.15)",$-
549,92551,CDPHP Universal Benefits Inc.,NY,N/E,$-,"$10,072,804.56"
550,94788,CDPHP,NY,"$3,850,329.69","$8,189,242.42","$3,397,548.58"
551,12512,Medical Benefits Mutual Life Insurance,OH,N/E,$-,"$(523,658.60)"
552,14650,Time Insurance Company,OH,"$2,839,186.95","$2,988,966.30","$472,321.42"
553,16204,"Coordinated Health Mutual, Inc.",OH,"$15,348,555.75","$(3,985,495.69)","$(3,214,448.51)"
554,20126,HealthSpan Integrated Care,OH,"$3,299,755.23","$(4,273,438.02)","$(6,425,628.16)"
555,26734,"Premier Health Plan, Inc.",OH,"$504,045.20","$(2,005,787.99)",$-
556,28162,AultCare Insurance Company,OH,"$2,358,684.92","$(246,739.17)","$(514,739.16)"
557,29276,Community Insurance Company(Anthem BCBS),OH,"$19,003,555.17","$19,027,175.55","$14,407,578.76"
558,33232,United Healthcare Ins Co of River Valley,OH,N/E,$-,"$(1,790,106.79)"
559,33931,"United Healthcare of Ohio, Inc.",OH,"$2,220,823.05","$2,912,248.94",$-
560,41047,Buckeye Community Health Plan,OH,"$649,923.90","$(6,141,372.01)",$-
561,50498,John Alden Life Insurance Company,OH,N/E,$-,"$109,425.34"
562,52664,"Summa Insurance Company, Inc.",OH,"$2,387,747.27","$35,681.99","$2,820,322.62"
563,56073,Nippon Life Insurance Company of America,OH,N/E,$-,"$(356,412.77)"
564,56726,United Healthcare Insurance Company,OH,N/E,$-,"$1,775,202.40"
565,61724,United Healthcare Life Insurance Company,OH,"$2,327,012.20","$2,965,356.57","$(4,212,359.07)"
566,62352,Celtic Insurance Company,OH,$0.00,"$(11,014.35)",$-
567,64353,Molina Healthcare of Ohio,OH,"$879,097.17","$1,592,334.51",$-
568,66083,"Humana Health Plan of Ohio, Inc.",OH,"$5,155,494.73","$(1,928,407.65)","$(2,483,141.65)"
569,67129,Aetna Life Insurance Company,OH,"$6,603,468.90","$(16,376,734.46)","$(481,369.85)"
570,74313,Paramount Insurance Company,OH,"$1,272,564.12","$(580,499.95)","$(264,272.01)"
571,76169,Standard Security Life,OH,N/E,$-,"$(34,299.53)"
572,77552,Care Source,OH,"$9,244,613.09","$(16,752,738.98)",$-
573,80627,Medical Mutual of Ohio,OH,"$28,206,438.29","$6,545,046.13","$4,026,922.80"
574,83396,The Health Plan of the Upper Ohio Valley,OH,"$7,876.07","$(74,715.60)","$(306,668.86)"
575,84867,Aetna Health Inc. (a PA corp.),OH,N/E,$-,"$(2,831,979.85)"
576,92036,Health Span,OH,"$4,160,340.95","$(6,743,522.63)","$(471,429.58)"
577,96800,Federated Mutual Insurance Company,OH,N/E,$-,"$(999,288.99)"
578,97596,Humana Insurance Company,OH,"$2,367,594.63","$1,602,746.25","$(114,966.92)"
579,98810,THP Insurance Company,OH,N/E,$-,"$218,531.10"
580,98894,Coventry Health and Life,OH,"$30,125.07","$60,728.80","$1,096,038.61"
581,99969,Medical Health Insuring Corp. of Ohio,OH,"$39,155,019.99","$21,390,181.45","$98,427.31"
582,23468,Humana Insurance Company,OK,"$66,173.45","$74,763.49","$(69,246.02)"
583,27243,Federated Mutual Insurance Company,OK,N/E,$-,"$(492,326.98)"
584,29176,Time Insurance Company,OK,"$2,438,106.47","$2,221,935.85","$(149,749.38)"
585,45480,"United Healthcare of Oklahoma, Inc.",OK,N/E,$-,"$244,157.12"
586,53524,Coventry Health and Life,OK,"$22,512.40","$(200,398.31)","$(816,839.40)"
587,62505,Celtic Insurance Company,OK,$0.00,"$(5,294.26)",$-
588,66946,Aetna Life Insurance Company,OK,$0.00,"$(37,821.69)","$65,348.50"
589,67088,John Alden Life Insurance Company,OK,N/E,$-,"$(178,744.41)"
590,76275,Aetna Health Inc. (a PA corp.),OK,N/E,$-,"$(184,766.55)"
